Süre (Sn)	Basýnç (Torr)
0		2,3E-4
1		2,3E-4
2		2,3E-4
3		2,3E-4
4		2,3E-4
5		2,4E-4
6		2,4E-4
7		2,4E-4
8		2,4E-4
9		2,4E-4
10		2,4E-4
11		2,4E-4
12		2,4E-4
13		2,4E-4
14		2,4E-4
15		2,4E-4
16		2,4E-4
17		2,4E-4
18		2,4E-4
19		2,4E-4
20		2,4E-4
21		2,4E-4
22		2,4E-4
23		2,4E-4
24		2,4E-4
25		2,4E-4
26		2,4E-4
27		2,4E-4
28		2,4E-4
29		2,4E-4
30		2,4E-4
31		2,4E-4
32		2,4E-4
33		2,4E-4
34		2,4E-4
35		2,4E-4
36		2,4E-4
37		2,4E-4
38		2,5E-4
39		2,5E-4
40		2,5E-4
41		2,5E-4
42		2,5E-4
43		2,5E-4
44		2,5E-4
45		2,5E-4
46		2,5E-4
47		2,5E-4
48		2,5E-4
49		2,5E-4
50		2,5E-4
51		2,5E-4
52		2,5E-4
53		2,5E-4
54		2,5E-4
55		2,5E-4
56		2,5E-4
57		2,5E-4
58		2,5E-4
59		2,5E-4
60		2,5E-4
61		2,6E-4
62		2,6E-4
63		2,6E-4
64		2,6E-4
65		2,6E-4
66		2,6E-4
67		2,6E-4
68		2,6E-4
69		2,6E-4
70		2,6E-4
71		2,6E-4
72		2,6E-4
73		2,6E-4
74		2,6E-4
75		2,6E-4
76		2,6E-4
77		2,6E-4
78		2,6E-4
79		2,6E-4
80		2,6E-4
81		2,6E-4
82		2,6E-4
83		2,6E-4
84		2,6E-4
85		2,6E-4
86		2,6E-4
87		2,6E-4
88		2,6E-4
89		2,6E-4
90		2,7E-4
91		2,7E-4
92		2,7E-4
93		2,7E-4
94		2,7E-4
95		2,7E-4
96		2,7E-4
97		2,7E-4
98		2,7E-4
99		2,7E-4
100		2,7E-4
101		2,7E-4
102		2,7E-4
103		2,7E-4
104		2,7E-4
105		2,7E-4
106		2,7E-4
107		2,7E-4
108		2,7E-4
109		2,7E-4
110		2,7E-4
111		2,7E-4
112		2,7E-4
113		2,7E-4
114		2,7E-4
115		2,8E-4
116		2,8E-4
117		2,8E-4
118		2,8E-4
119		2,8E-4
120		2,8E-4
121		2,8E-4
122		2,8E-4
123		2,8E-4
124		2,8E-4
125		2,8E-4
126		2,8E-4
127		2,8E-4
128		2,8E-4
129		2,8E-4
130		2,8E-4
131		2,8E-4
132		2,8E-4
133		2,8E-4
134		2,8E-4
135		2,8E-4
136		2,8E-4
137		2,8E-4
138		2,8E-4
139		2,8E-4
140		2,8E-4
141		2,8E-4
142		2,8E-4
143		2,8E-4
144		2,8E-4
145		2,9E-4
146		2,9E-4
147		2,9E-4
148		2,9E-4
149		2,9E-4
150		2,9E-4
151		2,9E-4
152		2,9E-4
153		2,9E-4
154		2,9E-4
155		2,9E-4
156		2,9E-4
157		2,9E-4
158		2,9E-4
159		2,9E-4
160		2,9E-4
161		2,9E-4
162		2,9E-4
163		2,9E-4
164		2,9E-4
165		2,9E-4
166		2,9E-4
167		2,9E-4
168		2,9E-4
169		2,9E-4
170		2,9E-4
171		2,9E-4
172		3,0E-4
173		3,0E-4
174		3,0E-4
175		3,0E-4
176		3,0E-4
177		3,0E-4
178		3,0E-4
179		3,0E-4
180		3,0E-4
181		3,0E-4
182		3,0E-4
183		3,0E-4
184		3,0E-4
185		3,0E-4
186		3,0E-4
187		3,0E-4
188		3,0E-4
189		3,0E-4
190		3,0E-4
191		3,0E-4
192		3,0E-4
193		3,0E-4
194		3,0E-4
195		3,0E-4
196		3,0E-4
197		3,0E-4
198		3,1E-4
199		3,1E-4
200		3,1E-4
201		3,1E-4
202		3,1E-4
203		3,1E-4
204		3,1E-4
205		3,1E-4
206		3,1E-4
207		3,1E-4
208		3,1E-4
209		3,1E-4
210		3,1E-4
211		3,1E-4
212		3,1E-4
213		3,1E-4
214		3,1E-4
215		3,1E-4
216		3,1E-4
217		3,1E-4
218		3,1E-4
219		3,1E-4
220		3,1E-4
221		3,1E-4
222		3,1E-4
223		3,1E-4
224		3,1E-4
225		3,1E-4
226		3,2E-4
227		3,2E-4
228		3,2E-4
229		3,2E-4
230		3,2E-4
231		3,2E-4
232		3,2E-4
233		3,2E-4
234		3,2E-4
235		3,2E-4
236		3,2E-4
237		3,2E-4
238		3,2E-4
239		3,2E-4
240		3,2E-4
241		3,2E-4
242		3,2E-4
243		3,2E-4
244		3,2E-4
245		3,2E-4
246		3,2E-4
247		3,2E-4
248		3,2E-4
249		3,2E-4
250		3,2E-4
251		3,2E-4
252		3,2E-4
253		3,2E-4
254		3,2E-4
255		3,3E-4
256		3,3E-4
257		3,3E-4
258		3,3E-4
259		3,3E-4
260		3,3E-4
261		3,3E-4
262		3,3E-4
263		3,3E-4
264		3,3E-4
265		3,3E-4
266		3,3E-4
267		3,3E-4
268		3,3E-4
269		3,3E-4
270		3,3E-4
271		3,3E-4
272		3,3E-4
273		3,3E-4
274		3,3E-4
275		3,3E-4
276		3,4E-4
277		3,4E-4
278		3,4E-4
279		3,4E-4
280		3,4E-4
281		3,4E-4
282		3,4E-4
283		3,4E-4
284		3,4E-4
285		3,4E-4
286		3,4E-4
287		3,4E-4
288		3,4E-4
289		3,4E-4
290		3,4E-4
291		3,4E-4
292		3,4E-4
293		3,4E-4
294		3,5E-4
295		3,5E-4
296		3,5E-4
297		3,5E-4
298		3,5E-4
299		3,5E-4
300		3,5E-4
301		3,5E-4
302		3,5E-4
303		3,5E-4
304		3,5E-4
305		3,5E-4
306		3,5E-4
307		3,5E-4
308		3,5E-4
309		3,5E-4
310		3,5E-4
311		3,5E-4
312		3,5E-4
313		3,5E-4
314		3,6E-4
315		3,6E-4
316		3,6E-4
317		3,6E-4
318		3,6E-4
319		3,6E-4
320		3,6E-4
321		3,6E-4
322		3,6E-4
323		3,6E-4
324		3,6E-4
325		3,6E-4
326		3,6E-4
327		3,6E-4
328		3,6E-4
329		3,6E-4
330		3,6E-4
331		3,6E-4
332		3,6E-4
333		3,6E-4
334		3,6E-4
335		3,6E-4
336		3,7E-4
337		3,7E-4
338		3,7E-4
339		3,7E-4
340		3,7E-4
341		3,7E-4
342		3,7E-4
343		3,7E-4
344		3,7E-4
345		3,7E-4
346		3,7E-4
347		3,7E-4
348		3,7E-4
349		3,7E-4
350		3,7E-4
351		3,7E-4
352		3,7E-4
353		3,7E-4
354		3,8E-4
355		3,8E-4
356		3,8E-4
357		3,8E-4
358		3,8E-4
359		3,8E-4
360		3,8E-4
361		3,8E-4
362		3,8E-4
363		3,8E-4
364		3,8E-4
365		3,8E-4
366		3,8E-4
367		3,9E-4
368		3,9E-4
369		3,9E-4
370		3,9E-4
371		3,9E-4
372		3,9E-4
373		3,9E-4
374		3,9E-4
375		3,9E-4
376		3,9E-4
377		3,9E-4
378		3,9E-4
379		3,9E-4
380		3,9E-4
381		3,9E-4
382		3,9E-4
383		3,9E-4
384		3,9E-4
385		4,0E-4
386		4,0E-4
387		4,0E-4
388		4,0E-4
389		4,0E-4
390		4,0E-4
391		4,0E-4
392		4,0E-4
393		4,0E-4
394		4,0E-4
395		4,0E-4
396		4,0E-4
397		4,0E-4
398		4,0E-4
399		4,0E-4
400		4,0E-4
401		4,0E-4
402		4,0E-4
403		4,1E-4
404		4,1E-4
405		4,1E-4
406		4,1E-4
407		4,1E-4
408		4,1E-4
409		4,1E-4
410		4,1E-4
411		4,1E-4
412		4,1E-4
413		4,1E-4
414		4,1E-4
415		4,1E-4
416		4,2E-4
417		4,2E-4
418		4,2E-4
419		4,2E-4
420		4,2E-4
421		4,2E-4
422		4,2E-4
423		4,2E-4
424		4,2E-4
425		4,2E-4
426		4,3E-4
427		4,3E-4
428		4,2E-4
429		4,2E-4
430		4,2E-4
431		4,2E-4
432		4,2E-4
433		4,2E-4
434		4,2E-4
435		4,3E-4
436		4,3E-4
437		4,3E-4
438		4,3E-4
439		4,3E-4
440		4,3E-4
441		4,3E-4
442		4,3E-4
443		4,3E-4
444		4,3E-4
445		4,3E-4
446		4,3E-4
447		4,2E-4
448		4,1E-4
449		3,9E-4
450		3,6E-4
451		3,2E-4
452		2,8E-4
453		2,3E-4
454		1,9E-4
455		1,6E-4
456		1,2E-4
457		9,7E-5
458		7,8E-5
459		5,8E-5
460		4,7E-5
461		3,8E-5
462		2,9E-5
463		2,4E-5
464		2,1E-5
465		1,7E-5
