Süre	1. Bölge	2. Bölge	3. Bölge	Isýnma	Soðutma 
(Sn)	(ºC)		(ºC)		(ºC)		(ºC)	(ºC)
       	Mavi		Kýrmýzý		Yeþil		Turuncu	Sarý
0	65		64		66		64	16
1	65		64		66		64	16
2	65		64		66		64	16
3	65		64		66		64	16
4	65		64		66		64	16
5	65		64		66		64	16
6	65		64		66		64	16
7	65		64		66		64	16
8	65		64		66		64	16
9	65		64		66		64	16
10	65		64		65		64	16
11	65		64		65		64	16
12	65		64		65		64	16
13	65		64		65		64	16
14	65		64		65		64	16
15	65		64		65		64	16
16	65		64		65		64	16
17	65		64		65		64	16
18	65		64		65		64	16
19	65		64		65		64	16
20	65		64		65		64	16
21	65		64		65		64	16
22	65		64		65		64	16
23	65		64		65		64	16
24	65		64		65		64	16
25	65		64		65		64	16
26	65		64		65		64	16
27	65		64		65		64	16
28	65		64		65		63	16
29	65		64		65		63	16
30	65		64		65		63	15
31	65		64		65		63	15
32	65		64		65		63	15
33	65		64		65		63	15
34	65		64		65		63	15
35	65		64		65		63	15
36	65		64		65		63	15
37	65		64		65		63	15
38	65		64		65		63	15
39	65		64		65		63	15
40	65		64		65		63	15
41	65		64		65		63	15
42	65		64		65		63	15
43	65		64		65		63	15
44	65		64		65		63	15
45	65		64		65		63	15
46	65		64		65		63	15
47	65		64		65		63	15
48	65		64		65		63	15
49	65		64		65		63	15
50	65		64		65		63	15
51	65		64		65		63	15
52	65		64		65		63	15
53	65		64		65		63	15
54	65		64		65		63	15
55	65		64		65		63	15
56	65		64		65		63	15
57	65		64		65		63	15
58	65		64		65		63	15
59	65		64		65		63	15
60	65		64		65		63	15
61	65		64		65		63	15
62	65		64		65		63	15
63	65		64		65		63	15
64	65		64		65		63	15
65	65		64		65		63	15
66	65		64		65		63	15
67	65		64		65		63	15
68	65		64		65		63	15
69	65		64		65		63	15
70	65		64		65		63	15
71	65		64		65		63	15
72	65		64		65		63	15
73	65		64		65		63	15
74	65		64		65		63	15
75	65		64		65		63	15
76	65		64		65		63	15
77	65		64		65		63	15
78	65		64		65		63	15
79	65		64		65		63	15
80	65		64		65		63	15
81	65		64		65		63	15
82	65		64		65		63	15
83	65		64		65		63	15
84	65		64		65		63	15
85	65		64		65		63	15
86	65		64		65		63	15
87	65		64		65		63	15
88	65		64		65		63	15
89	65		64		65		63	15
90	65		64		65		63	15
91	65		64		65		63	15
92	65		64		65		63	15
93	65		64		65		63	15
94	65		64		65		63	15
95	65		64		65		63	15
96	65		64		65		63	15
97	65		64		65		63	15
98	65		64		65		63	15
99	65		64		65		63	15
100	65		64		65		63	15
101	65		64		65		63	15
102	65		64		65		63	15
103	65		64		65		63	15
104	65		64		65		63	15
105	65		64		65		63	15
106	65		64		65		63	15
107	65		64		65		63	15
108	65		64		65		63	15
109	65		64		65		63	15
110	65		64		65		63	15
111	65		64		65		63	15
112	65		64		65		63	15
113	65		64		65		63	15
114	65		64		65		63	15
115	65		64		65		63	15
116	65		64		65		63	15
117	65		64		65		63	15
118	65		64		65		63	15
119	65		64		65		63	15
120	65		64		65		63	15
121	65		64		65		63	15
122	65		64		65		63	15
123	65		64		65		63	15
124	65		64		65		63	15
125	65		64		65		63	15
126	65		64		65		63	15
127	65		64		65		63	15
128	65		64		65		63	15
129	65		64		65		63	15
130	65		64		65		63	15
131	65		64		65		63	15
132	65		64		65		63	15
133	65		64		65		63	15
134	65		64		65		63	15
135	65		64		65		63	15
136	65		64		65		63	15
137	65		64		65		63	15
138	65		64		65		63	15
139	65		64		65		63	15
140	65		64		65		63	15
141	65		64		65		63	15
142	65		64		65		63	15
143	65		64		65		63	15
144	65		64		65		63	15
145	65		64		65		63	15
146	65		64		65		63	15
147	66		64		65		63	15
148	66		64		65		63	15
149	66		64		65		63	15
150	66		64		65		63	15
151	66		64		65		63	15
152	66		64		65		63	15
153	66		64		65		63	15
154	66		64		65		63	15
155	66		64		65		63	15
156	66		64		65		63	15
157	66		64		65		63	15
158	66		64		65		63	15
159	66		64		65		63	15
160	66		64		65		63	15
161	66		64		65		63	15
162	66		63		65		63	15
163	66		63		65		63	15
164	66		63		65		63	15
165	66		63		65		63	15
166	66		63		65		63	15
167	66		63		65		63	15
168	66		63		65		63	15
169	66		63		65		63	15
170	66		63		65		63	15
171	66		63		65		63	15
172	66		63		65		63	15
173	66		63		65		63	15
174	66		63		65		63	15
175	66		63		65		63	15
176	66		63		65		63	15
177	66		63		65		63	15
178	66		63		65		63	15
179	66		63		65		63	15
180	66		63		65		63	15
181	66		63		65		63	15
182	66		63		65		63	15
183	66		63		65		63	15
184	66		63		65		63	15
185	66		63		65		63	15
186	66		63		65		63	15
187	66		63		65		63	15
188	66		63		65		63	15
189	66		63		65		63	15
190	66		63		65		63	15
191	66		63		65		63	15
192	66		63		65		63	15
193	66		63		65		63	15
194	66		63		65		63	15
195	66		63		65		63	15
196	66		63		65		63	15
197	66		63		65		63	15
198	66		63		65		63	15
199	66		63		65		63	15
200	66		63		65		63	15
201	66		63		65		63	15
202	66		63		65		63	15
203	66		63		65		63	15
204	66		63		65		63	15
205	66		63		65		63	15
206	66		63		65		63	15
207	66		63		65		63	15
208	66		63		65		63	15
209	66		63		65		63	15
210	66		63		65		63	15
211	66		63		65		63	15
212	66		63		65		63	15
213	66		63		65		63	15
214	66		63		65		63	15
215	66		63		65		63	15
