Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		1,0E-8		0,0E+0		3,4E-4
10		5,9E-6		0,0E+0		4,6E-1
15		4,9E-2		0,0E+0		7,6E+2
20		8,4E-2		0,0E+0		7,6E+2
25		8,4E-2		0,0E+0		7,6E+2
30		8,4E-2		0,0E+0		7,6E+2
35		8,4E-2		0,0E+0		7,6E+2
40		8,4E-2		0,0E+0		7,6E+2
45		8,4E-2		0,0E+0		7,6E+2
50		8,4E-2		0,0E+0		7,6E+2
55		8,4E-2		0,0E+0		7,6E+2
60		8,4E-2		0,0E+0		7,6E+2
65		8,4E-2		0,0E+0		7,6E+2
70		8,4E-2		0,0E+0		7,6E+2
75		8,4E-2		0,0E+0		7,6E+2
80		8,4E-2		0,0E+0		7,6E+2
85		8,4E-2		0,0E+0		7,6E+2
90		8,4E-2		0,0E+0		7,6E+2
95		8,4E-2		0,0E+0		7,6E+2
100		8,4E-2		0,0E+0		7,6E+2
105		8,4E-2		0,0E+0		7,6E+2
110		8,4E-2		0,0E+0		7,6E+2
115		8,4E-2		0,0E+0		7,6E+2
120		8,4E-2		0,0E+0		7,6E+2
125		8,4E-2		0,0E+0		7,6E+2
130		8,4E-2		0,0E+0		7,6E+2
135		8,4E-2		0,0E+0		7,6E+2
140		8,4E-2		0,0E+0		7,6E+2
145		8,4E-2		0,0E+0		7,6E+2
150		8,4E-2		0,0E+0		7,6E+2
155		8,4E-2		0,0E+0		7,6E+2
160		8,4E-2		0,0E+0		7,6E+2
165		8,4E-2		0,0E+0		7,6E+2
170		8,4E-2		0,0E+0		7,6E+2
175		8,4E-2		0,0E+0		7,6E+2
180		8,4E-2		0,0E+0		7,6E+2
185		2,1E-1		0,0E+0		7,6E+2
190		1,3E+0		0,0E+0		7,6E+2
195		1,1E+1		0,0E+0		7,6E+2
200		2,8E+1		0,0E+0		7,6E+2
205		3,9E+1		0,0E+0		7,6E+2
210		5,0E+1		0,0E+0		7,6E+2
215		5,9E+1		0,0E+0		7,6E+2
220		6,7E+1		0,0E+0		7,6E+2
225		7,6E+1		0,0E+0		7,6E+2
230		8,4E+1		0,0E+0		7,6E+2
235		9,2E+1		0,0E+0		7,6E+2
240		1,0E+2		0,0E+0		7,6E+2
245		1,1E+2		0,0E+0		7,6E+2
250		1,2E+2		0,0E+0		7,6E+2
255		1,2E+2		0,0E+0		7,6E+2
260		1,3E+2		0,0E+0		7,6E+2
265		1,4E+2		0,0E+0		7,6E+2
270		1,5E+2		0,0E+0		7,6E+2
275		1,6E+2		0,0E+0		7,6E+2
280		1,6E+2		0,0E+0		7,6E+2
285		1,7E+2		0,0E+0		7,6E+2
290		1,8E+2		0,0E+0		7,6E+2
295		1,9E+2		0,0E+0		7,6E+2
300		2,0E+2		0,0E+0		7,6E+2
305		2,1E+2		0,0E+0		7,6E+2
310		2,2E+2		0,0E+0		7,6E+2
315		2,3E+2		0,0E+0		7,6E+2
320		2,4E+2		0,0E+0		7,6E+2
325		2,5E+2		0,0E+0		7,6E+2
330		2,7E+2		0,0E+0		7,6E+2
335		2,8E+2		0,0E+0		7,6E+2
340		2,9E+2		0,0E+0		7,6E+2
345		3,0E+2		0,0E+0		7,6E+2
350		3,2E+2		0,0E+0		7,6E+2
355		3,3E+2		0,0E+0		7,6E+2
360		3,5E+2		0,0E+0		7,6E+2
365		3,7E+2		0,0E+0		7,6E+2
370		3,8E+2		0,0E+0		7,6E+2
375		3,9E+2		0,0E+0		7,6E+2
380		4,0E+2		0,0E+0		7,6E+2
385		4,1E+2		0,0E+0		7,6E+2
390		4,2E+2		0,0E+0		7,6E+2
395		4,3E+2		0,0E+0		7,6E+2
400		4,5E+2		0,0E+0		7,6E+2
405		4,6E+2		0,0E+0		7,6E+2
410		4,7E+2		0,0E+0		7,6E+2
415		4,9E+2		0,0E+0		7,6E+2
420		5,0E+2		0,0E+0		7,6E+2
425		5,2E+2		0,0E+0		7,6E+2
430		5,3E+2		0,0E+0		7,6E+2
435		5,5E+2		0,0E+0		7,6E+2
440		5,6E+2		0,0E+0		7,6E+2
445		5,8E+2		0,0E+0		7,6E+2
450		6,0E+2		0,0E+0		7,6E+2
455		6,2E+2		0,0E+0		7,6E+2
