İşlem Akışı -  vaksis-Administrator  / 13:19:42
17.02.2017 / 13:19:44  -Kelebek vana kapatıldı.
17.02.2017 / 13:41:09  -BBÖ-BV kapatıldı.
17.02.2017 / 13:41:14  -BBÖ-BV açıldı.
17.02.2017 / 13:42:46  -DP-BV kapatıldı.
17.02.2017 / 13:42:52  -DP-BV kapatıldı.

***** ERROR  17.02.2017 / 13:42:52    DP çalışması ile ilgili sorun tespit edildi (Kod 2).

17.02.2017 / 13:42:53  -1. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:42:54  -3. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:42:54  -2. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:42:54  -BBÖ-BV kapatıldı.
17.02.2017 / 13:42:54  -3. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:42:55  -DP'ye dur komutu gönderildi.
17.02.2017 / 13:42:55  -Ana vana kapatıldı.
17.02.2017 / 13:42:57  -RP'ye dur komutu gönderildi.
17.02.2017 / 13:43:41  -RP'ye çalış komutu gönderildi.
17.02.2017 / 13:43:45  -RP'ye çalış komutu gönderildi.

***** ERROR  17.02.2017 / 13:43:45    DP çalıştırılamaz !
Sebep : Su akışı açık değil ya da DP-BV kapalı veya MP veya RP çalışmıyor ya da kazan basıncı 1 Torr'un üzerinde olabilir.

17.02.2017 / 13:43:48  -RP'ye çalış komutu gönderildi.
17.02.2017 / 13:43:51  -DP-BV açıldı.
17.02.2017 / 13:43:54  -DP'ye çalış komutu gönderildi.
17.02.2017 / 13:44:13  -Ana vana açıldı.
17.02.2017 / 13:44:39  -BBÖ-BV açıldı.
17.02.2017 / 13:48:24  -BBÖ-BV açıldı.

***** ERROR  17.02.2017 / 13:48:24    Soğutma suyu sıcaklığı 40ºC'ın üzerine çıktığı için, işlem durduruldu !
Lütfen Kapalı Devre Su soğuma sisteminizi kontrol ediniz !

17.02.2017 / 13:48:25  -BBÖ-BV açıldı.

***** ERROR  17.02.2017 / 13:48:25    DP durdurulamaz !
Sebep : AV açık.

17.02.2017 / 13:48:26  -1. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:48:26  -2. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:48:26  -BBÖ-BV kapatıldı.
17.02.2017 / 13:48:27  -3. Bölge Isıtıcısı sıfıra set edildi.
17.02.2017 / 13:48:27  -DP'ye dur komutu gönderildi.
17.02.2017 / 13:48:28  -Ana vana kapatıldı.
17.02.2017 / 13:48:29  -RP'ye dur komutu gönderildi.
17.02.2017 / 13:48:57  -DP-BV kapatıldı.
17.02.2017 / 13:49:15  -DP-BV kapatıldı.
17.02.2017 / 13:49:34  -RP'ye çalış komutu gönderildi.
17.02.2017 / 13:49:41  -DP-BV açıldı.
17.02.2017 / 13:49:45  -DP'ye çalış komutu gönderildi.
17.02.2017 / 13:50:02  -Ana vana açıldı.
17.02.2017 / 13:50:08  -BBÖ-BV açıldı.
17.02.2017 / 14:09:50  -1. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:09:50  -Isıtıcı istenilen değere set edildi.
17.02.2017 / 14:09:51  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:09:52  -3. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:17:54  -1. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:17:55  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:17:56  -3. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:23:56  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:23:57  -1. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:33:01  -3. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:33:02  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:33:03  -1. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:43:29  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:43:34  -3. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:48:23  -1. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:48:23  -2. Bölge Isıtıcısı istenilen değere set edildi.
17.02.2017 / 14:48:24  -3. Bölge Isıtıcısı istenilen değere set edildi.
