İşlem Akışı -  vaksis-Administrator  / 09:26:30
1.02.2017 / 09:26:31  -Kelebek vana kapatıldı.
1.02.2017 / 09:26:57  -1. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:26:58  -2. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:26:58  -3. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:27:04  -1. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:27:26  -2. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:27:32  -3. Bölge Isıtıcısı istenilen değere set edildi.
1.02.2017 / 09:27:38  -1. Bölge Isıtıcısı sıfıra set edildi.
1.02.2017 / 09:28:10  -2. Bölge Isıtıcısı sıfıra set edildi.
1.02.2017 / 09:28:10  -3. Bölge Isıtıcısı sıfıra set edildi.
1.02.2017 / 09:28:11  -Isıtıcı sıfıra set edildi.
