Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		3,6E+0		1,1E+0		3,6E-3
5		4,5E+0		1,5E+0		3,7E-3
10		7,8E+0		3,3E+0		3,7E-3
15		1,3E+1		4,8E+0		3,7E-3
20		1,6E+1		6,9E+0		3,7E-3
25		1,7E+1		8,7E+0		3,7E-3
30		1,9E+1		1,1E+1		3,7E-3
35		2,0E+1		1,3E+1		3,7E-3
40		2,1E+1		1,5E+1		3,7E-3
45		2,3E+1		1,8E+1		3,7E-3
50		2,4E+1		2,1E+1		3,7E-3
55		2,6E+1		2,3E+1		3,7E-3
60		2,7E+1		2,6E+1		3,7E-3
65		2,9E+1		2,8E+1		3,7E-3
70		3,0E+1		2,9E+1		3,7E-3
75		3,1E+1		3,1E+1		3,7E-3
80		3,3E+1		3,3E+1		3,7E-3
85		3,4E+1		3,5E+1		1,2E-2
90		3,6E+1		3,7E+1		3,9E-1
95		3,7E+1		3,9E+1		1,6E+1
100		3,8E+1		4,0E+1		6,9E+1
105		4,0E+1		4,2E+1		1,0E+2
110		4,1E+1		4,4E+1		1,3E+2
115		4,3E+1		4,5E+1		1,5E+2
120		4,4E+1		4,7E+1		1,6E+2
125		4,6E+1		4,9E+1		1,8E+2
130		4,7E+1		5,1E+1		1,9E+2
135		4,9E+1		5,2E+1		2,0E+2
140		5,0E+1		5,4E+1		2,1E+2
145		5,1E+1		5,6E+1		2,2E+2
150		5,3E+1		5,8E+1		2,3E+2
155		5,4E+1		5,9E+1		2,4E+2
160		5,6E+1		6,1E+1		2,5E+2
165		5,8E+1		6,3E+1		2,6E+2
170		5,9E+1		6,4E+1		2,6E+2
175		6,1E+1		6,6E+1		2,7E+2
180		6,2E+1		6,8E+1		2,8E+2
185		6,4E+1		7,0E+1		2,9E+2
190		6,5E+1		7,1E+1		2,9E+2
195		6,7E+1		7,3E+1		3,0E+2
200		6,8E+1		7,5E+1		3,0E+2
205		7,0E+1		7,6E+1		3,0E+2
210		7,1E+1		7,8E+1		3,0E+2
215		7,3E+1		8,0E+1		3,0E+2
220		7,4E+1		8,2E+1		3,0E+2
225		7,6E+1		8,4E+1		3,0E+2
230		7,7E+1		8,6E+1		3,0E+2
235		7,9E+1		8,7E+1		3,0E+2
240		8,1E+1		8,9E+1		3,0E+2
245		8,3E+1		9,1E+1		3,0E+2
250		8,4E+1		9,3E+1		3,0E+2
255		8,6E+1		9,5E+1		3,0E+2
260		8,7E+1		9,7E+1		3,0E+2
265		8,9E+1		9,8E+1		3,0E+2
270		9,0E+1		1,0E+2		3,0E+2
275		9,2E+1		1,0E+2		3,0E+2
280		9,3E+1		1,0E+2		3,0E+2
285		9,4E+1		1,1E+2		3,0E+2
290		9,6E+1		1,1E+2		3,0E+2
295		9,8E+1		1,1E+2		3,0E+2
300		1,0E+2		1,1E+2		3,1E+2
305		1,0E+2		1,1E+2		3,1E+2
310		1,0E+2		1,1E+2		3,1E+2
315		1,0E+2		1,2E+2		3,1E+2
320		1,1E+2		1,2E+2		3,1E+2
325		1,1E+2		1,2E+2		3,2E+2
330		1,1E+2		1,2E+2		3,2E+2
335		1,1E+2		1,2E+2		3,2E+2
340		1,1E+2		1,2E+2		3,2E+2
345		1,1E+2		1,3E+2		3,2E+2
350		1,1E+2		1,3E+2		3,3E+2
355		1,2E+2		1,3E+2		3,3E+2
360		1,2E+2		1,3E+2		3,3E+2
365		1,2E+2		1,3E+2		3,3E+2
370		1,2E+2		1,3E+2		3,3E+2
375		1,2E+2		1,4E+2		3,3E+2
380		1,2E+2		1,4E+2		3,3E+2
385		1,3E+2		1,4E+2		3,3E+2
