Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		1,8E+2		5,7E+2		7,6E+2
5		1,3E-8		0,0E+0		5,2E-4
10		1,4E-3		1,9E+1		1,1E+0
15		7,3E+1		6,8E+1		7,6E+2
20		6,5E+1		1,3E+2		7,6E+2
25		5,9E+1		1,8E+2		7,6E+2
30		5,4E+1		2,5E+2		7,6E+2
35		5,0E+1		2,9E+2		7,6E+2
40		4,6E+1		3,6E+2		7,6E+2
45		4,2E+1		4,1E+2		7,6E+2
50		3,9E+1		4,6E+2		7,6E+2
55		3,6E+1		5,2E+2		7,6E+2
60		3,3E+1		5,7E+2		7,6E+2
65		2,9E+1		5,7E+2		7,6E+2
70		2,3E+1		5,7E+2		7,6E+2
75		1,9E+1		5,7E+2		7,6E+2
80		1,5E+1		5,7E+2		7,6E+2
85		1,1E+1		5,7E+2		7,6E+2
90		8,8E+0		5,7E+2		7,6E+2
95		6,4E+0		5,7E+2		7,6E+2
100		4,4E+0		5,7E+2		7,5E+2
105		3,0E+0		5,7E+2		4,5E+2
110		2,0E+0		5,7E+2		1,3E+2
115		1,3E+0		5,7E+2		2,5E+1
120		9,0E-1		5,7E+2		7,5E+0
125		5,8E-1		5,7E+2		3,8E+0
130		3,8E-1		5,7E+2		2,2E+0
135		2,5E-1		5,7E+2		1,4E+0
140		1,7E-1		5,7E+2		9,8E-1
145		1,1E-1		5,7E+2		7,0E-1
150		8,2E-2		5,7E+2		5,4E-1
155		5,8E-2		5,7E+2		4,2E-1
160		4,2E-2		5,7E+2		3,5E-1
165		3,3E-2		5,7E+2		3,0E-1
170		2,5E-2		5,7E+2		2,7E-1
175		2,1E-2		5,7E+2		2,5E-1
180		1,7E-2		5,7E+2		2,3E-1
185		1,4E-2		5,7E+2		2,2E-1
190		1,2E-2		5,7E+2		2,1E-1
195		1,1E-2		5,7E+2		2,1E-1
200		9,7E-3		5,7E+2		2,0E-1
205		8,8E-3		5,7E+2		2,0E-1
210		8,2E-3		5,7E+2		2,0E-1
215		7,7E-3		5,7E+2		1,9E-1
220		7,2E-3		5,7E+2		1,9E-1
225		6,7E-3		5,7E+2		1,9E-1
230		6,3E-3		5,7E+2		1,9E-1
235		6,0E-3		5,7E+2		1,9E-1
240		5,7E-3		5,7E+2		1,9E-1
245		5,4E-3		5,7E+2		1,8E-1
250		5,2E-3		5,7E+2		1,8E-1
255		5,0E-3		5,7E+2		1,8E-1
260		4,8E-3		5,7E+2		1,8E-1
265		4,7E-3		5,7E+2		1,8E-1
270		4,5E-3		5,7E+2		1,8E-1
275		4,4E-3		5,7E+2		1,8E-1
280		4,3E-3		5,7E+2		1,8E-1
285		4,2E-3		5,7E+2		1,8E-1
290		4,1E-3		5,7E+2		1,8E-1
295		3,6E-3		5,7E+2		1,8E-1
300		1,5E-3		5,7E+2		1,8E-1
305		5,4E-4		5,7E+2		1,8E-1
310		3,2E-4		5,7E+2		1,8E-1
315		3,5E-4		5,7E+2		1,8E-1
320		3,6E-4		5,7E+2		1,8E-1
325		3,3E-4		5,7E+2		1,8E-1
330		3,2E-4		5,7E+2		1,7E-1
335		3,4E-4		5,7E+2		1,7E-1
340		3,9E-4		5,7E+2		1,7E-1
345		4,5E-4		5,7E+2		1,7E-1
350		4,9E-4		5,7E+2		1,9E-1
355		5,1E-4		5,7E+2		1,9E-1
360		5,7E-4		5,7E+2		1,9E-1
365		6,4E-4		5,7E+2		1,8E-1
370		7,6E-4		5,7E+2		1,8E-1
375		9,0E-4		5,7E+2		1,8E-1
380		1,0E-3		5,7E+2		1,7E-1
385		1,2E-3		5,7E+2		1,7E-1
390		2,2E-3		5,7E+2		1,7E-1
395		4,2E-3		5,7E+2		1,7E-1
400		6,0E-3		5,7E+2		1,7E-1
405		6,2E-3		5,7E+2		1,7E-1
410		6,3E-3		5,7E+2		1,7E-1
415		6,5E-3		5,7E+2		1,7E-1
420		6,6E-3		5,7E+2		1,7E-1
425		6,7E-3		5,7E+2		1,7E-1
430		6,9E-3		5,7E+2		1,7E-1
435		7,0E-3		5,7E+2		1,7E-1
440		7,1E-3		5,7E+2		1,7E-1
445		7,3E-3		5,7E+2		1,7E-1
450		7,4E-3		5,7E+2		1,7E-1
455		7,5E-3		5,7E+2		1,7E-1
460		7,6E-3		5,7E+2		1,7E-1
465		7,8E-3		5,7E+2		1,7E-1
470		7,9E-3		5,7E+2		1,7E-1
475		8,0E-3		5,7E+2		1,7E-1
480		8,1E-3		5,7E+2		1,7E-1
485		8,2E-3		5,7E+2		1,7E-1
490		8,3E-3		5,7E+2		1,7E-1
495		8,3E-3		5,7E+2		1,7E-1
500		8,3E-3		5,7E+2		1,7E-1
505		8,2E-3		5,7E+2		1,8E-1
510		8,3E-3		5,7E+2		1,8E-1
515		8,4E-3		5,7E+2		1,8E-1
520		8,4E-3		5,7E+2		1,8E-1
525		8,5E-3		5,7E+2		1,8E-1
530		8,6E-3		5,7E+2		1,8E-1
535		8,7E-3		5,7E+2		1,8E-1
540		8,8E-3		5,7E+2		1,8E-1
545		8,9E-3		5,7E+2		1,8E-1
550		9,0E-3		5,7E+2		1,8E-1
555		9,1E-3		5,7E+2		1,8E-1
560		9,2E-3		5,7E+2		1,8E-1
565		9,3E-3		5,7E+2		1,8E-1
570		9,4E-3		5,7E+2		1,8E-1
575		9,4E-3		5,7E+2		1,8E-1
580		9,5E-3		5,7E+2		1,8E-1
585		9,6E-3		5,7E+2		1,8E-1
590		9,6E-3		5,7E+2		1,8E-1
595		9,7E-3		5,7E+2		1,8E-1
600		9,8E-3		5,7E+2		1,8E-1
605		9,9E-3		5,7E+2		1,8E-1
610		9,9E-3		5,7E+2		1,8E-1
615		1,0E-2		5,7E+2		1,8E-1
620		1,0E-2		5,7E+2		1,8E-1
625		1,0E-2		5,7E+2		1,8E-1
630		1,0E-2		5,7E+2		1,8E-1
635		1,0E-2		5,7E+2		1,8E-1
640		1,0E-2		5,7E+2		1,8E-1
645		1,1E-2		5,7E+2		1,8E-1
650		1,1E-2		5,7E+2		1,8E-1
655		1,1E-2		5,7E+2		1,8E-1
660		1,1E-2		5,7E+2		1,8E-1
665		1,1E-2		5,7E+2		1,8E-1
670		1,1E-2		5,7E+2		1,8E-1
675		1,1E-2		5,7E+2		1,8E-1
680		1,1E-2		5,7E+2		1,8E-1
685		1,1E-2		5,7E+2		1,8E-1
690		1,1E-2		5,7E+2		1,8E-1
695		1,1E-2		5,7E+2		1,8E-1
700		1,1E-2		5,7E+2		1,8E-1
705		1,1E-2		5,7E+2		1,8E-1
710		1,1E-2		5,7E+2		1,8E-1
715		1,1E-2		5,7E+2		1,8E-1
720		1,1E-2		5,7E+2		1,8E-1
725		1,2E-2		5,7E+2		1,8E-1
730		1,2E-2		5,7E+2		1,8E-1
735		1,2E-2		5,7E+2		1,8E-1
740		1,2E-2		5,7E+2		1,8E-1
745		1,2E-2		5,7E+2		1,8E-1
750		1,2E-2		5,7E+2		1,8E-1
755		1,2E-2		5,7E+2		1,8E-1
760		1,2E-2		5,7E+2		1,8E-1
765		1,2E-2		5,7E+2		1,8E-1
770		1,2E-2		5,7E+2		1,8E-1
775		1,2E-2		5,7E+2		1,8E-1
780		1,2E-2		5,7E+2		1,8E-1
785		1,1E-2		5,7E+2		1,8E-1
790		1,0E-2		5,7E+2		1,9E-1
795		9,7E-3		5,7E+2		1,8E-1
800		9,3E-3		5,7E+2		1,8E-1
805		9,0E-3		5,7E+2		1,8E-1
810		8,7E-3		5,7E+2		1,8E-1
815		8,4E-3		5,7E+2		1,8E-1
820		8,2E-3		5,7E+2		1,8E-1
825		8,1E-3		5,7E+2		1,8E-1
830		8,0E-3		5,7E+2		1,8E-1
835		7,7E-3		5,7E+2		1,8E-1
840		7,5E-3		5,7E+2		1,8E-1
845		7,3E-3		5,7E+2		1,8E-1
850		7,1E-3		5,7E+2		1,8E-1
855		6,9E-3		5,7E+2		1,8E-1
860		6,7E-3		5,7E+2		1,8E-1
865		6,5E-3		5,7E+2		1,8E-1
870		6,3E-3		5,7E+2		1,8E-1
875		6,2E-3		5,7E+2		1,8E-1
880		6,1E-3		5,7E+2		1,8E-1
885		5,9E-3		5,7E+2		1,8E-1
890		5,8E-3		5,7E+2		1,8E-1
895		5,7E-3		5,7E+2		1,8E-1
900		5,6E-3		5,7E+2		1,8E-1
905		5,4E-3		5,7E+2		1,8E-1
910		5,3E-3		5,7E+2		1,8E-1
915		5,2E-3		5,7E+2		1,8E-1
920		5,1E-3		5,7E+2		1,8E-1
925		5,0E-3		5,7E+2		1,8E-1
930		4,9E-3		5,7E+2		1,8E-1
935		4,8E-3		5,7E+2		1,8E-1
940		4,7E-3		5,7E+2		1,8E-1
945		4,6E-3		5,7E+2		1,8E-1
950		4,5E-3		5,7E+2		1,8E-1
955		4,5E-3		5,7E+2		1,8E-1
960		4,4E-3		5,7E+2		1,8E-1
965		4,3E-3		5,7E+2		1,8E-1
970		4,2E-3		5,7E+2		1,8E-1
975		4,2E-3		5,7E+2		1,8E-1
980		4,1E-3		5,7E+2		1,8E-1
985		3,3E-3		5,7E+2		1,8E-1
990		1,2E-3		5,7E+2		1,8E-1
995		4,3E-4		5,7E+2		1,8E-1
1000		2,7E-4		5,7E+2		1,8E-1
1005		2,6E-4		5,7E+2		1,8E-1
1010		2,5E-4		5,7E+2		1,8E-1
1015		2,3E-4		5,7E+2		1,8E-1
1020		2,2E-4		5,7E+2		1,8E-1
1025		2,0E-4		5,7E+2		1,8E-1
1030		2,0E-4		5,7E+2		1,8E-1
1035		1,9E-4		5,7E+2		1,8E-1
1040		1,9E-4		5,7E+2		1,8E-1
1045		1,9E-4		5,7E+2		1,8E-1
1050		1,7E-4		5,7E+2		1,8E-1
1055		1,7E-4		5,7E+2		1,8E-1
1060		1,7E-4		5,7E+2		1,8E-1
1065		1,8E-4		5,7E+2		1,8E-1
1070		1,7E-4		5,7E+2		1,8E-1
1075		1,6E-4		5,7E+2		1,8E-1
1080		1,6E-4		5,7E+2		1,8E-1
1085		1,5E-4		5,7E+2		1,8E-1
1090		1,4E-4		5,7E+2		1,8E-1
1095		1,3E-4		5,7E+2		1,8E-1
1100		1,2E-4		5,7E+2		1,8E-1
1105		1,1E-4		5,7E+2		1,8E-1
1110		1,1E-4		5,7E+2		1,8E-1
1115		1,1E-4		5,7E+2		1,8E-1
1120		1,2E-4		5,7E+2		1,8E-1
1125		1,1E-4		5,7E+2		1,8E-1
1130		9,5E-5		5,7E+2		1,8E-1
1135		9,3E-5		5,7E+2		1,8E-1
1140		9,3E-5		5,7E+2		1,8E-1
1145		9,2E-5		5,7E+2		1,8E-1
1150		8,9E-5		5,7E+2		1,8E-1
1155		9,1E-5		5,7E+2		1,8E-1
1160		9,2E-5		5,7E+2		1,8E-1
1165		9,4E-5		5,7E+2		1,8E-1
1170		8,8E-5		5,7E+2		1,8E-1
1175		8,6E-5		5,7E+2		1,8E-1
1180		7,2E-5		5,7E+2		1,8E-1
1185		6,2E-5		5,7E+2		1,8E-1
1190		5,2E-5		5,7E+2		1,8E-1
1195		4,6E-5		5,7E+2		1,8E-1
1200		4,1E-5		5,7E+2		1,9E-1
1205		3,5E-5		5,7E+2		1,9E-1
1210		3,1E-5		5,7E+2		1,9E-1
1215		3,5E-5		5,7E+2		1,8E-1
1220		4,1E-5		5,7E+2		1,8E-1
1225		4,5E-5		5,7E+2		1,8E-1
1230		4,2E-5		5,7E+2		1,8E-1
1235		3,8E-5		5,7E+2		1,8E-1
1240		3,5E-5		5,7E+2		1,8E-1
1245		3,3E-5		5,7E+2		1,8E-1
1250		3,1E-5		5,7E+2		1,8E-1
1255		2,9E-5		5,7E+2		1,8E-1
1260		2,8E-5		5,7E+2		1,8E-1
1265		2,6E-5		5,7E+2		1,8E-1
1270		2,5E-5		5,7E+2		1,8E-1
