Süre	1. Bölge	2. Bölge	3. Bölge	Isýnma	Soðutma 
(Sn)	(ºC)		(ºC)		(ºC)		(ºC)	(ºC)
       	Mavi		Kýrmýzý		Yeþil		Turuncu	Sarý
0	264		260		249		0	60
1	263		260		249		0	60
2	263		260		249		0	60
3	263		260		249		0	60
4	263		260		249		0	60
5	263		260		249		0	60
6	263		260		249		0	60
7	263		260		249		0	60
8	263		260		249		0	60
9	263		260		249		0	60
10	263		260		249		0	60
11	263		260		249		0	60
12	263		260		249		0	60
13	263		260		249		0	60
14	263		260		249		0	60
15	263		260		249		0	60
16	263		260		249		0	60
17	263		260		249		0	60
18	263		260		249		0	60
19	263		260		248		0	60
20	263		260		248		0	60
21	263		260		248		0	60
22	263		260		248		0	60
23	263		259		248		0	60
24	263		259		248		0	60
25	263		259		248		0	60
26	263		259		248		0	60
27	263		259		248		0	60
28	263		259		248		0	60
29	262		259		248		0	60
30	262		259		248		0	60
31	262		259		248		0	60
32	262		259		248		0	60
33	262		259		248		0	60
34	262		259		248		0	60
35	262		259		248		0	60
36	262		259		248		0	60
37	262		259		248		0	60
38	262		259		248		0	60
39	262		259		248		0	60
40	262		259		248		0	60
41	262		259		248		0	60
42	262		259		248		0	60
43	262		259		248		0	60
44	262		259		248		0	60
45	262		259		248		0	60
46	262		259		248		0	60
47	262		259		248		0	60
48	262		258		248		0	60
49	262		258		248		0	60
50	262		258		248		0	60
51	262		258		248		0	60
52	262		258		248		0	60
53	261		258		248		0	60
54	261		258		247		0	60
55	261		258		247		0	60
56	261		258		247		0	60
57	261		258		247		0	60
58	261		258		247		0	60
59	261		258		247		0	60
60	261		258		247		0	60
61	261		258		247		0	60
62	261		258		247		0	60
63	261		258		247		0	60
64	261		258		247		0	60
65	261		258		247		0	60
66	261		258		247		0	60
67	261		258		247		0	60
68	261		258		247		0	60
69	261		258		247		0	60
70	261		258		247		0	60
71	261		258		247		0	60
72	261		258		247		0	60
73	261		258		247		0	60
74	261		258		247		0	60
75	261		257		247		0	60
76	261		257		247		0	60
77	261		257		247		0	60
78	261		257		247		0	60
79	261		257		247		0	60
80	260		257		247		0	60
81	260		257		246		0	60
82	260		257		246		0	60
83	260		257		246		0	60
84	260		257		246		0	60
85	260		257		246		0	60
86	260		257		246		0	60
87	260		257		246		0	60
88	260		257		246		0	60
89	260		257		246		0	60
90	260		257		246		0	60
91	260		257		246		0	60
92	260		257		246		0	60
93	260		257		246		0	60
94	260		257		246		0	60
95	260		257		246		0	60
96	260		257		246		0	60
97	260		257		246		0	60
98	260		257		246		0	60
99	260		257		246		0	60
100	260		257		246		0	60
101	260		257		246		0	60
102	260		257		246		0	60
103	260		257		246		0	60
104	260		257		246		0	60
105	260		257		246		0	60
106	260		256		246		0	60
107	260		256		246		0	60
108	259		256		246		0	60
109	259		256		246		0	61
110	259		256		246		0	61
111	259		256		246		0	61
112	259		256		245		0	61
113	259		256		245		0	61
114	259		256		245		0	61
115	259		256		245		0	61
116	259		256		245		0	61
117	259		256		245		0	61
118	259		256		245		0	62
119	259		256		245		0	62
120	259		256		245		0	62
121	259		256		245		0	62
122	259		256		245		0	62
123	259		256		245		0	62
124	259		256		245		0	63
125	259		256		245		0	63
126	259		256		245		0	63
127	259		256		245		0	63
128	259		256		245		0	64
129	259		256		245		0	64
130	259		256		245		0	64
131	259		256		245		0	64
132	259		255		245		0	64
133	259		255		245		0	64
134	259		255		245		0	65
135	259		255		245		0	65
136	259		255		245		0	65
137	258		255		245		0	65
138	258		255		245		0	66
139	258		255		245		0	66
140	258		255		245		0	66
141	258		255		244		0	66
142	258		255		244		0	66
143	258		255		244		0	66
144	258		255		244		0	67
145	258		255		244		0	67
146	258		255		244		0	67
147	258		255		244		0	67
148	258		255		244		0	67
149	258		255		244		0	67
150	258		255		244		0	67
151	258		255		244		0	68
152	258		255		244		0	68
153	258		255		244		0	68
154	258		255		244		0	68
155	258		255		244		0	68
156	258		254		244		0	68
157	258		254		244		0	69
158	258		254		244		0	69
159	258		254		244		0	69
160	258		254		244		0	69
161	258		254		244		0	69
162	258		254		244		0	69
163	258		254		244		0	69
164	258		254		244		0	70
165	258		254		244		0	70
166	258		254		244		0	70
167	258		254		244		0	70
168	257		254		243		0	70
169	257		254		243		0	70
170	257		254		243		0	70
171	257		254		243		0	70
172	257		254		243		0	71
173	257		254		243		0	71
174	257		254		243		0	71
175	257		254		243		0	71
176	257		254		243		0	71
177	257		253		243		0	71
178	257		253		243		0	71
179	257		253		243		0	72
180	257		253		243		0	72
181	257		253		243		0	72
182	257		253		243		0	72
183	257		253		243		0	72
184	257		253		243		0	72
185	257		253		243		0	72
186	257		253		243		0	72
187	257		253		243		0	72
188	257		253		243		0	73
189	257		253		243		0	73
190	257		253		243		0	73
191	257		253		243		0	73
192	257		253		243		0	73
193	257		253		243		0	73
194	257		253		243		0	73
195	256		253		243		0	73
196	256		253		243		0	73
197	256		253		243		0	73
198	256		253		243		0	74
199	256		253		243		0	74
200	256		253		242		0	74
201	256		252		242		0	74
202	256		252		242		0	74
203	256		252		242		0	74
204	256		252		242		0	74
205	256		252		242		0	74
206	256		252		242		0	74
207	256		252		242		0	74
208	256		252		242		0	75
209	256		252		242		0	75
210	256		252		242		0	75
211	256		252		242		0	75
212	256		252		242		0	75
213	256		252		242		0	75
214	256		252		242		0	75
215	256		252		242		0	75
216	256		252		242		0	75
217	256		252		242		0	75
218	256		252		242		0	76
219	256		252		242		0	76
220	256		252		242		0	76
221	256		252		242		0	76
222	256		251		242		0	76
223	256		251		242		0	76
224	256		251		242		0	76
225	256		251		242		0	76
226	255		251		242		0	76
227	255		251		242		0	76
228	255		251		242		0	76
229	255		251		242		0	76
230	255		251		242		0	77
231	255		251		242		0	77
232	255		251		241		0	77
233	255		251		241		0	77
234	255		251		241		0	77
235	255		251		241		0	77
236	255		251		241		0	77
237	255		251		241		0	77
238	255		251		241		0	77
239	255		251		241		0	77
240	255		250		241		0	78
241	255		250		241		0	78
242	255		250		241		0	78
243	255		250		241		0	78
244	255		250		241		0	78
245	255		250		241		0	78
246	254		250		241		0	78
247	254		250		241		0	78
248	254		250		241		0	78
249	254		250		241		0	78
250	254		250		241		0	78
251	254		250		241		0	79
252	254		250		241		0	79
253	254		250		241		0	79
254	254		250		241		0	79
255	254		250		241		0	79
256	254		250		241		0	79
257	254		250		241		0	79
258	254		250		241		0	79
259	254		249		240		0	79
260	254		249		240		0	79
261	254		249		240		0	79
262	254		249		240		0	79
263	254		249		240		0	79
264	254		249		240		0	79
265	254		249		240		0	79
266	254		249		240		0	80
267	254		249		240		0	80
268	254		249		240		0	80
269	254		249		240		0	80
270	254		249		240		0	80
271	253		249		240		0	80
272	253		249		240		0	80
273	253		249		240		0	80
274	253		249		240		0	80
275	253		248		240		0	80
276	253		248		240		0	80
277	253		248		240		0	80
278	253		248		240		0	80
279	253		248		240		0	80
280	253		248		240		0	80
281	253		248		240		0	80
282	253		248		240		0	81
283	253		248		240		0	81
284	253		248		239		0	81
285	253		248		239		0	81
286	253		248		239		0	81
287	253		248		239		0	81
288	253		248		239		0	81
289	253		248		239		0	81
290	253		248		239		0	81
291	253		247		239		0	81
292	253		247		239		0	81
293	253		247		239		0	81
294	252		247		239		0	81
295	252		247		239		0	81
296	252		247		239		0	81
297	252		247		239		0	81
298	252		247		239		0	81
299	252		247		239		0	82
300	252		247		239		0	82
301	252		247		239		0	82
302	252		247		239		0	82
303	252		247		239		0	82
304	252		247		239		0	82
305	252		247		239		0	82
306	252		247		239		0	82
307	252		246		239		0	82
308	252		246		239		0	82
309	252		246		239		0	82
310	252		246		239		0	82
311	252		246		239		0	82
312	252		246		238		0	82
313	252		246		238		0	82
314	252		246		238		0	82
315	252		246		238		0	82
316	252		246		238		0	83
317	252		246		238		0	83
318	252		246		238		0	83
319	252		246		238		0	83
320	251		246		238		0	83
321	251		246		238		0	83
322	251		246		238		0	83
323	251		246		238		0	83
324	251		246		238		0	83
325	251		246		238		0	83
326	251		246		238		0	83
327	251		245		238		0	83
328	251		245		238		0	83
329	251		245		238		0	83
330	251		245		238		0	83
331	251		245		238		0	83
332	251		245		238		0	84
333	251		245		238		0	84
334	251		245		238		0	84
335	251		245		238		0	84
336	251		245		238		0	84
337	251		245		238		0	84
338	251		245		238		0	84
339	251		245		238		0	84
340	250		245		238		0	84
341	250		245		238		0	84
342	250		244		237		0	84
343	250		244		237		0	84
344	250		244		237		0	84
345	250		244		237		0	84
346	250		244		237		0	84
347	250		244		237		0	84
348	250		244		237		0	85
349	250		244		237		0	85
350	250		244		237		0	85
351	250		244		237		0	85
352	250		244		237		0	85
353	250		244		237		0	85
354	250		244		237		0	85
355	250		244		237		0	85
356	250		244		237		0	85
357	250		244		237		0	85
358	250		244		237		0	85
359	250		243		237		0	85
360	250		243		237		0	85
361	249		243		237		0	85
362	249		243		237		0	85
363	249		243		237		0	85
364	249		243		237		0	85
365	249		243		236		0	85
366	249		243		236		0	85
367	249		243		236		0	86
368	249		243		236		0	86
369	249		243		236		0	86
370	249		243		236		0	86
371	249		243		236		0	86
372	249		243		236		0	86
373	249		243		236		0	86
374	249		243		236		0	86
375	248		243		236		0	86
376	248		243		236		0	86
377	248		243		236		0	86
378	248		242		236		0	86
379	248		242		236		0	86
380	248		242		236		0	86
381	248		242		236		0	86
382	248		242		236		0	86
383	248		242		236		0	86
384	248		242		236		0	86
385	248		242		236		0	86
386	248		242		236		0	86
387	248		242		236		0	86
388	248		242		236		0	86
389	248		242		236		0	86
390	248		242		236		0	86
391	248		242		236		0	86
392	248		242		236		0	86
393	248		242		236		0	86
394	248		242		236		0	86
395	248		242		236		0	86
396	248		242		235		0	86
397	248		242		235		0	86
398	247		241		235		0	86
399	247		241		235		0	87
400	247		241		235		0	87
401	247		241		235		0	87
402	247		241		235		0	87
403	247		241		235		0	87
404	247		241		235		0	87
405	247		241		235		0	87
406	247		241		235		0	87
407	247		241		235		0	87
408	247		241		235		0	87
409	247		241		235		0	87
410	247		241		235		0	87
411	247		241		235		0	87
412	247		241		235		0	87
413	247		240		235		0	87
414	247		240		235		0	87
415	247		240		235		0	87
416	247		240		235		0	87
417	246		240		234		0	87
418	246		240		234		0	87
419	246		240		234		0	87
420	246		240		234		0	87
421	246		240		234		0	87
422	246		240		234		0	87
423	246		240		234		0	87
424	246		240		234		0	87
425	246		240		234		0	87
426	246		240		234		0	87
427	246		239		234		0	87
428	246		239		234		0	87
429	246		239		234		0	87
430	246		239		234		0	88
431	246		239		234		0	88
432	246		239		234		0	88
433	246		239		234		0	88
434	246		239		234		0	88
435	246		239		234		0	88
436	246		239		234		0	88
437	245		239		234		0	88
438	245		239		233		0	88
439	245		239		233		0	88
440	245		239		233		0	88
441	245		239		233		0	88
442	245		238		233		0	88
443	245		238		233		0	88
444	245		238		233		0	88
445	245		238		233		0	88
446	245		238		233		0	88
447	245		238		233		0	88
448	245		238		233		0	88
449	245		238		233		0	88
450	245		238		233		0	88
451	245		238		233		0	88
452	244		238		233		0	88
453	244		238		233		0	88
454	244		238		233		0	88
455	244		238		233		0	88
456	244		237		233		0	88
457	244		237		233		0	88
458	244		237		233		0	88
459	244		237		233		0	88
460	244		237		233		0	88
461	244		237		233		0	89
462	244		237		233		0	89
463	244		237		233		0	89
464	244		237		232		0	88
465	244		237		232		0	88
466	244		237		232		0	88
467	244		237		232		0	88
468	244		237		232		0	88
469	243		237		232		0	88
470	243		237		232		0	88
471	243		236		232		0	88
472	243		236		232		0	88
473	243		236		232		0	89
474	243		236		232		0	89
475	243		236		232		0	89
476	243		236		232		0	89
477	243		236		232		0	89
478	243		236		232		0	89
479	243		236		232		0	89
480	243		236		232		0	89
481	243		236		232		0	89
482	243		236		232		0	89
483	243		236		232		0	89
484	243		235		232		0	89
485	243		235		232		0	89
486	243		235		232		0	89
487	243		235		232		0	89
488	242		235		231		0	89
489	242		235		231		0	89
490	242		235		231		0	89
491	242		235		231		0	89
492	242		235		231		0	89
493	242		235		231		0	89
494	242		235		231		0	89
495	242		235		231		0	89
496	242		235		231		0	89
497	242		235		231		0	89
498	242		235		231		0	89
499	242		235		231		0	89
500	242		234		231		0	89
501	242		234		231		0	89
502	242		234		231		0	89
503	242		234		231		0	89
504	242		234		231		0	89
505	242		234		231		0	89
506	242		234		231		0	89
507	241		234		231		0	89
508	241		234		231		0	89
509	241		234		231		0	89
510	241		234		231		0	89
511	241		234		231		0	89
512	241		234		230		0	89
513	241		233		230		0	89
514	241		233		230		0	89
515	241		233		230		0	89
516	241		233		230		0	89
517	241		233		230		0	89
518	241		233		230		0	89
519	241		233		230		0	89
520	241		233		230		0	89
521	240		233		230		0	89
522	240		233		230		0	89
523	240		233		230		0	89
524	240		233		230		0	89
525	240		233		230		0	89
526	240		232		230		0	89
527	240		232		230		0	89
528	240		232		230		0	89
529	240		232		230		0	89
530	240		232		230		0	89
531	240		232		230		0	89
532	240		232		230		0	89
533	240		232		230		0	89
534	240		232		230		0	89
535	240		232		229		0	89
536	240		232		229		0	89
537	239		232		229		0	89
538	239		232		229		0	89
539	239		232		229		0	89
540	239		232		229		0	89
541	239		232		229		0	89
542	239		231		229		0	89
543	239		231		229		0	89
544	239		231		229		0	89
545	239		231		229		0	89
546	239		231		229		0	89
547	239		231		229		0	89
548	239		231		229		0	89
549	239		231		229		0	89
550	239		231		229		0	89
551	239		231		229		0	89
552	239		231		229		0	89
553	239		230		229		0	89
554	239		230		229		0	89
555	238		230		229		0	89
556	238		230		229		0	89
557	238		230		229		0	89
558	238		230		229		0	89
559	238		230		229		0	89
560	238		230		229		0	89
561	238		230		228		0	89
562	238		230		228		0	89
563	238		230		228		0	89
564	238		230		228		0	89
565	238		230		228		0	89
566	238		230		228		0	89
567	238		229		228		0	89
568	238		229		228		0	89
569	237		229		228		0	89
570	237		229		228		0	89
