Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		0,0E+0		0,0E+0		4,7E-5
10		1,7E-6		0,0E+0		6,9E-2
15		1,1E-2		0,0E+0		6,7E+1
20		1,6E-1		0,0E+0		5,8E+2
25		1,6E-1		0,0E+0		5,8E+2
30		1,6E-1		0,0E+0		5,8E+2
35		1,6E-1		0,0E+0		5,8E+2
40		1,6E-1		0,0E+0		5,8E+2
45		1,6E-1		0,0E+0		5,8E+2
50		1,6E-1		0,0E+0		5,8E+2
55		1,6E-1		0,0E+0		5,8E+2
60		1,6E-1		1,5E+0		5,8E+2
65		1,6E-1		1,5E+0		5,8E+2
70		1,6E-1		1,5E+0		5,8E+2
75		1,6E-1		1,5E+0		5,8E+2
80		1,6E-1		1,5E+0		5,8E+2
85		1,6E-1		1,5E+0		5,8E+2
90		1,6E-1		1,5E+0		5,8E+2
95		1,6E-1		1,5E+0		5,8E+2
100		1,6E-1		1,5E+0		5,8E+2
105		1,6E-1		1,5E+0		5,8E+2
110		1,6E-1		1,5E+0		5,8E+2
115		1,6E-1		1,5E+0		5,8E+2
120		1,6E-1		1,5E+0		5,8E+2
125		1,6E-1		1,5E+0		5,8E+2
130		1,6E-1		1,5E+0		5,8E+2
135		1,6E-1		1,5E+0		5,8E+2
140		1,6E-1		1,5E+0		5,8E+2
145		1,6E-1		1,5E+0		5,8E+2
150		1,6E-1		1,5E+0		5,8E+2
155		1,6E-1		1,5E+0		5,8E+2
160		1,6E-1		1,5E+0		5,8E+2
165		1,6E-1		1,5E+0		5,8E+2
170		1,6E-1		1,5E+0		5,8E+2
175		1,6E-1		1,5E+0		5,8E+2
180		1,6E-1		1,5E+0		5,8E+2
185		1,6E-1		1,5E+0		5,8E+2
190		1,6E-1		1,5E+0		5,8E+2
195		1,6E-1		1,5E+0		5,8E+2
200		1,6E-1		1,5E+0		5,8E+2
205		1,6E-1		1,5E+0		5,8E+2
210		1,6E-1		1,5E+0		5,8E+2
215		1,6E-1		1,5E+0		5,8E+2
220		1,6E-1		1,5E+0		5,8E+2
225		1,6E-1		1,5E+0		5,8E+2
230		1,6E-1		1,5E+0		5,8E+2
235		1,6E-1		1,5E+0		5,8E+2
240		1,6E-1		1,5E+0		5,8E+2
245		1,6E-1		1,5E+0		5,8E+2
250		1,6E-1		1,5E+0		5,8E+2
255		1,6E-1		1,5E+0		5,8E+2
260		1,6E-1		1,5E+0		5,8E+2
265		1,6E-1		1,5E+0		5,8E+2
270		1,6E-1		1,5E+0		5,8E+2
275		1,6E-1		1,5E+0		5,8E+2
280		1,6E-1		1,5E+0		5,8E+2
285		1,6E-1		1,5E+0		5,8E+2
290		1,6E-1		1,5E+0		5,8E+2
295		1,6E-1		1,5E+0		5,8E+2
300		1,6E-1		1,5E+0		5,8E+2
305		1,6E-1		1,5E+0		5,8E+2
310		1,6E-1		1,5E+0		5,8E+2
315		1,6E-1		1,5E+0		5,8E+2
320		1,6E-1		1,5E+0		5,8E+2
325		1,6E-1		1,5E+0		5,8E+2
330		1,6E-1		1,5E+0		5,8E+2
335		1,6E-1		1,5E+0		5,8E+2
340		1,6E-1		1,5E+0		5,8E+2
345		1,6E-1		1,5E+0		5,8E+2
350		1,6E-1		1,5E+0		5,8E+2
355		1,6E-1		1,5E+0		5,8E+2
360		1,6E-1		1,5E+0		5,8E+2
365		1,6E-1		1,5E+0		5,8E+2
370		1,6E-1		1,5E+0		5,8E+2
375		1,6E-1		1,5E+0		5,8E+2
380		1,6E-1		1,5E+0		5,8E+2
385		1,6E-1		1,5E+0		5,8E+2
390		1,6E-1		1,5E+0		5,8E+2
395		1,6E-1		1,5E+0		5,8E+2
400		1,6E-1		1,5E+0		5,8E+2
405		1,6E-1		1,5E+0		5,8E+2
410		1,6E-1		1,5E+0		5,8E+2
415		1,6E-1		1,5E+0		5,8E+2
420		1,6E-1		1,5E+0		5,8E+2
425		1,6E-1		1,5E+0		5,8E+2
430		1,6E-1		1,5E+0		5,8E+2
435		1,6E-1		1,5E+0		5,8E+2
440		1,6E-1		1,5E+0		5,8E+2
445		1,6E-1		1,5E+0		5,8E+2
450		1,6E-1		1,5E+0		5,8E+2
455		1,6E-1		1,5E+0		5,8E+2
460		1,6E-1		1,5E+0		5,8E+2
465		1,6E-1		1,5E+0		5,8E+2
470		1,6E-1		1,5E+0		5,8E+2
475		1,6E-1		1,5E+0		5,8E+2
480		1,6E-1		1,5E+0		5,8E+2
485		1,6E-1		1,5E+0		5,8E+2
490		1,6E-1		1,5E+0		5,8E+2
495		1,6E-1		1,5E+0		5,8E+2
500		1,6E-1		1,5E+0		5,8E+2
505		1,6E-1		1,5E+0		5,8E+2
510		1,6E-1		1,5E+0		5,8E+2
515		1,6E-1		1,5E+0		5,8E+2
520		1,6E-1		1,5E+0		5,8E+2
525		1,6E-1		1,5E+0		5,8E+2
530		1,6E-1		1,5E+0		5,8E+2
535		1,6E-1		1,5E+0		5,8E+2
540		1,6E-1		1,5E+0		5,8E+2
545		1,6E-1		1,5E+0		5,8E+2
550		1,6E-1		1,5E+0		5,8E+2
555		1,6E-1		1,5E+0		5,8E+2
560		1,6E-1		1,5E+0		5,8E+2
565		1,6E-1		1,5E+0		5,8E+2
570		1,6E-1		1,5E+0		5,8E+2
575		1,6E-1		1,5E+0		5,8E+2
580		1,6E-1		1,5E+0		5,8E+2
585		1,6E-1		1,5E+0		5,8E+2
590		1,6E-1		1,5E+0		5,8E+2
595		1,6E-1		1,5E+0		5,8E+2
600		1,6E-1		1,5E+0		5,8E+2
605		1,6E-1		1,5E+0		5,8E+2
610		1,6E-1		1,5E+0		5,8E+2
615		1,6E-1		1,5E+0		5,8E+2
620		1,6E-1		1,5E+0		5,8E+2
625		1,6E-1		1,5E+0		5,8E+2
630		1,6E-1		1,5E+0		5,8E+2
635		1,6E-1		1,5E+0		5,8E+2
640		1,6E-1		1,5E+0		5,8E+2
645		1,6E-1		1,5E+0		5,8E+2
650		1,6E-1		1,5E+0		5,8E+2
655		1,6E-1		1,5E+0		5,8E+2
660		1,6E-1		1,5E+0		5,8E+2
665		1,6E-1		1,5E+0		5,8E+2
670		1,6E-1		1,5E+0		5,8E+2
675		1,6E-1		1,5E+0		5,8E+2
680		1,6E-1		1,5E+0		5,8E+2
685		1,6E-1		1,5E+0		5,8E+2
690		1,6E-1		1,5E+0		5,8E+2
695		1,6E-1		1,5E+0		5,8E+2
700		1,6E-1		1,5E+0		5,8E+2
705		1,6E-1		1,5E+0		5,8E+2
710		1,6E-1		1,5E+0		5,8E+2
715		1,6E-1		1,5E+0		5,8E+2
720		1,6E-1		1,5E+0		5,8E+2
725		1,6E-1		1,5E+0		5,8E+2
730		1,6E-1		1,5E+0		5,8E+2
735		1,6E-1		1,5E+0		5,8E+2
740		1,6E-1		1,5E+0		5,8E+2
745		1,6E-1		1,5E+0		5,8E+2
750		1,6E-1		1,5E+0		5,8E+2
755		1,6E-1		1,5E+0		5,8E+2
760		1,6E-1		1,5E+0		5,8E+2
765		1,6E-1		1,5E+0		5,8E+2
770		1,6E-1		1,5E+0		5,8E+2
775		1,6E-1		1,5E+0		5,8E+2
780		1,6E-1		1,5E+0		5,8E+2
785		1,6E-1		1,5E+0		5,8E+2
790		1,6E-1		1,5E+0		5,8E+2
795		1,6E-1		1,5E+0		5,8E+2
800		1,6E-1		1,5E+0		5,8E+2
805		1,6E-1		1,5E+0		5,8E+2
810		1,6E-1		1,5E+0		5,8E+2
815		1,6E-1		1,5E+0		5,8E+2
820		1,6E-1		1,5E+0		5,8E+2
825		1,6E-1		1,5E+0		5,8E+2
830		1,6E-1		1,5E+0		5,8E+2
835		1,6E-1		1,5E+0		5,8E+2
840		1,6E-1		1,5E+0		5,8E+2
845		1,6E-1		1,5E+0		5,8E+2
850		1,6E-1		1,5E+0		5,8E+2
855		1,6E-1		1,5E+0		5,8E+2
860		1,6E-1		1,5E+0		5,8E+2
865		1,6E-1		1,5E+0		5,8E+2
870		1,6E-1		1,5E+0		5,8E+2
875		1,6E-1		1,5E+0		5,8E+2
880		1,6E-1		1,5E+0		5,8E+2
885		1,6E-1		1,5E+0		5,8E+2
890		1,6E-1		1,5E+0		5,8E+2
895		1,6E-1		1,5E+0		5,8E+2
900		1,6E-1		1,5E+0		5,8E+2
905		1,6E-1		1,5E+0		5,8E+2
910		1,6E-1		1,5E+0		5,8E+2
915		1,6E-1		1,5E+0		5,8E+2
920		1,6E-1		1,5E+0		5,8E+2
925		1,6E-1		1,5E+0		5,8E+2
930		1,6E-1		1,5E+0		5,8E+2
935		1,6E-1		1,5E+0		5,8E+2
940		1,6E-1		1,5E+0		5,8E+2
945		1,6E-1		1,5E+0		5,8E+2
950		1,6E-1		1,5E+0		5,8E+2
955		1,6E-1		1,5E+0		5,8E+2
960		1,6E-1		1,5E+0		5,8E+2
965		1,6E-1		1,5E+0		5,8E+2
970		1,6E-1		1,5E+0		5,8E+2
975		1,6E-1		1,5E+0		5,8E+2
980		1,6E-1		1,5E+0		5,8E+2
985		1,6E-1		1,5E+0		5,8E+2
990		1,6E-1		1,5E+0		5,8E+2
995		1,6E-1		1,5E+0		5,8E+2
1000		1,6E-1		1,5E+0		5,8E+2
1005		1,6E-1		1,5E+0		5,8E+2
1010		1,6E-1		1,5E+0		5,8E+2
1015		1,6E-1		1,5E+0		5,8E+2
1020		1,6E-1		1,5E+0		5,8E+2
1025		1,6E-1		1,5E+0		5,8E+2
1030		1,6E-1		1,5E+0		5,8E+2
1035		1,6E-1		1,5E+0		5,8E+2
1040		1,6E-1		1,5E+0		5,8E+2
1045		1,6E-1		1,5E+0		5,8E+2
1050		1,6E-1		1,5E+0		5,8E+2
1055		1,6E-1		1,5E+0		5,8E+2
1060		1,6E-1		1,5E+0		5,8E+2
1065		1,6E-1		1,5E+0		5,8E+2
1070		1,6E-1		1,5E+0		5,8E+2
1075		1,6E-1		1,5E+0		5,8E+2
1080		1,6E-1		1,5E+0		5,8E+2
1085		1,6E-1		1,5E+0		5,8E+2
1090		1,6E-1		1,5E+0		5,8E+2
1095		1,6E-1		1,5E+0		5,8E+2
1100		1,6E-1		1,5E+0		5,8E+2
1105		1,6E-1		1,5E+0		5,8E+2
1110		1,6E-1		1,5E+0		5,8E+2
1115		1,6E-1		1,5E+0		5,8E+2
1120		1,6E-1		1,5E+0		5,8E+2
1125		1,6E-1		1,5E+0		5,8E+2
1130		1,6E-1		1,5E+0		5,8E+2
1135		1,6E-1		1,5E+0		5,8E+2
1140		1,6E-1		1,5E+0		5,8E+2
1145		1,6E-1		1,5E+0		5,8E+2
1150		1,6E-1		1,5E+0		5,8E+2
1155		1,6E-1		1,5E+0		5,8E+2
1160		1,6E-1		1,5E+0		5,8E+2
1165		1,6E-1		1,5E+0		5,8E+2
1170		1,6E-1		1,5E+0		5,8E+2
1175		1,6E-1		1,5E+0		5,8E+2
1180		1,6E-1		1,5E+0		5,8E+2
1185		1,6E-1		1,5E+0		5,8E+2
1190		1,6E-1		1,5E+0		5,8E+2
1195		1,6E-1		1,5E+0		5,8E+2
1200		1,6E-1		1,5E+0		5,8E+2
1205		1,6E-1		1,5E+0		5,8E+2
1210		1,6E-1		1,5E+0		5,8E+2
1215		1,6E-1		1,5E+0		5,8E+2
1220		1,6E-1		1,5E+0		5,8E+2
1225		1,6E-1		1,5E+0		5,8E+2
1230		1,6E-1		1,5E+0		5,8E+2
1235		1,6E-1		1,5E+0		5,8E+2
1240		1,6E-1		1,5E+0		5,8E+2
1245		1,6E-1		1,5E+0		5,8E+2
1250		1,6E-1		1,5E+0		5,8E+2
1255		1,6E-1		1,5E+0		5,8E+2
1260		1,6E-1		1,5E+0		5,8E+2
1265		1,6E-1		1,5E+0		5,8E+2
1270		1,6E-1		1,5E+0		5,8E+2
1275		1,6E-1		1,5E+0		5,8E+2
1280		1,6E-1		1,5E+0		5,8E+2
1285		1,6E-1		1,5E+0		5,8E+2
1290		1,6E-1		1,5E+0		5,8E+2
1295		1,6E-1		1,5E+0		5,8E+2
1300		1,6E-1		1,5E+0		5,8E+2
1305		1,6E-1		1,5E+0		5,8E+2
1310		1,6E-1		1,5E+0		5,8E+2
1315		1,6E-1		1,5E+0		5,8E+2
1320		1,6E-1		1,5E+0		5,8E+2
1325		1,6E-1		1,5E+0		5,8E+2
1330		1,6E-1		1,5E+0		5,8E+2
1335		1,6E-1		1,5E+0		5,8E+2
1340		1,6E-1		1,5E+0		5,8E+2
1345		1,6E-1		1,5E+0		5,8E+2
1350		1,6E-1		1,5E+0		5,8E+2
1355		1,6E-1		1,5E+0		5,8E+2
1360		1,6E-1		1,5E+0		5,8E+2
1365		1,6E-1		1,5E+0		5,8E+2
1370		1,6E-1		1,5E+0		5,8E+2
1375		1,6E-1		1,5E+0		5,8E+2
1380		1,6E-1		1,5E+0		5,8E+2
1385		1,6E-1		1,5E+0		5,8E+2
1390		1,6E-1		1,5E+0		5,8E+2
1395		1,6E-1		1,5E+0		5,8E+2
1400		1,6E-1		1,5E+0		5,8E+2
1405		1,6E-1		1,5E+0		5,8E+2
1410		1,6E-1		1,5E+0		5,8E+2
1415		1,6E-1		1,5E+0		5,8E+2
1420		1,6E-1		1,5E+0		5,8E+2
1425		1,6E-1		1,5E+0		5,8E+2
1430		1,6E-1		1,5E+0		5,8E+2
1435		1,6E-1		1,5E+0		5,8E+2
1440		1,6E-1		1,5E+0		5,8E+2
1445		1,6E-1		1,5E+0		5,8E+2
1450		1,6E-1		1,5E+0		5,8E+2
1455		1,6E-1		1,5E+0		5,8E+2
1460		1,6E-1		1,5E+0		5,8E+2
1465		1,6E-1		1,5E+0		5,8E+2
1470		1,6E-1		1,5E+0		5,8E+2
1475		1,6E-1		1,5E+0		5,8E+2
1480		1,6E-1		1,5E+0		5,8E+2
1485		1,6E-1		1,5E+0		5,8E+2
1490		1,6E-1		1,5E+0		5,8E+2
1495		1,6E-1		1,5E+0		5,8E+2
1500		1,6E-1		1,5E+0		5,8E+2
1505		1,6E-1		1,5E+0		5,8E+2
1510		1,6E-1		1,5E+0		5,8E+2
1515		1,6E-1		1,5E+0		5,8E+2
1520		1,6E-1		1,5E+0		5,8E+2
1525		1,6E-1		1,5E+0		5,8E+2
1530		1,6E-1		1,5E+0		5,8E+2
1535		1,6E-1		1,5E+0		5,8E+2
1540		1,6E-1		1,5E+0		5,8E+2
