Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		2,1E-1		1,1E+0		5,8E+2
5		2,1E-1		1,1E+0		5,6E-6
10		1,2E-7		0,0E+0		8,3E-3
15		8,5E-4		0,0E+0		8,0E+0
20		2,1E-1		0,0E+0		5,8E+2
25		2,1E-1		0,0E+0		5,8E+2
30		2,1E-1		0,0E+0		5,8E+2
35		2,1E-1		0,0E+0		5,8E+2
40		2,1E-1		0,0E+0		5,8E+2
45		2,1E-1		0,0E+0		5,8E+2
50		2,1E-1		0,0E+0		5,8E+2
55		2,1E-1		0,0E+0		5,8E+2
60		2,1E-1		0,0E+0		5,8E+2
65		2,1E-1		1,1E+0		5,8E+2
70		2,1E-1		1,1E+0		5,8E+2
75		2,1E-1		1,1E+0		5,8E+2
80		2,1E-1		1,1E+0		5,8E+2
85		2,1E-1		1,1E+0		5,8E+2
90		2,1E-1		1,1E+0		5,8E+2
95		2,1E-1		1,1E+0		5,8E+2
100		2,1E-1		1,1E+0		5,8E+2
105		2,1E-1		1,1E+0		5,8E+2
110		2,1E-1		1,1E+0		5,8E+2
115		2,1E-1		1,1E+0		5,8E+2
120		2,1E-1		1,1E+0		5,8E+2
