Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		0,0E+0		0,0E+0		3,0E-6
10		3,0E-8		0,0E+0		1,6E-4
15		2,6E-4		0,0E+0		1,1E-2
20		9,0E-2		0,0E+0		1,6E-1
25		9,0E-2		0,0E+0		1,6E-1
30		9,1E-2		0,0E+0		1,6E-1
35		9,1E-2		0,0E+0		1,6E-1
40		9,1E-2		0,0E+0		1,6E-1
45		9,1E-2		0,0E+0		1,6E-1
50		9,1E-2		0,0E+0		1,6E-1
55		9,1E-2		0,0E+0		1,6E-1
60		9,1E-2		0,0E+0		1,6E-1
65		9,1E-2		0,0E+0		1,6E-1
70		9,1E-2		1,6E-1		1,6E-1
75		9,1E-2		1,6E-1		1,6E-1
80		9,1E-2		1,6E-1		1,6E-1
85		9,1E-2		1,6E-1		1,6E-1
90		9,1E-2		1,6E-1		1,6E-1
95		9,1E-2		1,6E-1		1,6E-1
100		9,2E-2		1,6E-1		1,6E-1
105		9,2E-2		1,6E-1		1,6E-1
110		9,2E-2		1,6E-1		1,6E-1
115		9,2E-2		1,6E-1		1,6E-1
120		9,3E-2		1,6E-1		1,6E-1
125		9,3E-2		1,6E-1		1,6E-1
130		9,3E-2		1,6E-1		1,6E-1
135		9,3E-2		1,6E-1		1,6E-1
140		9,3E-2		1,6E-1		1,6E-1
145		9,3E-2		1,6E-1		1,6E-1
150		9,3E-2		1,6E-1		1,6E-1
155		9,4E-2		1,6E-1		1,6E-1
160		9,4E-2		1,6E-1		1,6E-1
165		9,4E-2		1,6E-1		1,6E-1
170		9,4E-2		1,6E-1		1,6E-1
175		9,4E-2		1,6E-1		1,6E-1
180		9,4E-2		1,6E-1		1,6E-1
185		9,4E-2		1,6E-1		1,6E-1
190		9,4E-2		1,6E-1		1,6E-1
195		9,4E-2		1,6E-1		1,6E-1
200		9,4E-2		1,6E-1		1,6E-1
205		9,4E-2		1,6E-1		1,6E-1
210		9,4E-2		1,6E-1		1,6E-1
215		9,4E-2		1,6E-1		1,6E-1
