Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		1,7E-1		0,0E+0		5,9E+2
5		1,7E-1		0,0E+0		5,9E+2
10		1,7E-1		0,0E+0		5,8E+2
15		1,7E-1		0,0E+0		5,8E+2
20		1,7E-1		0,0E+0		5,9E+2
25		1,7E-1		0,0E+0		5,9E+2
30		1,7E-1		0,0E+0		5,8E+2
35		1,7E-1		0,0E+0		5,9E+2
40		1,7E-1		0,0E+0		5,8E+2
45		1,7E-1		0,0E+0		5,9E+2
50		1,7E-1		0,0E+0		5,9E+2
55		1,7E-1		0,0E+0		5,8E+2
60		1,7E-1		0,0E+0		5,8E+2
65		1,7E-1		0,0E+0		5,8E+2
70		1,7E-1		0,0E+0		5,8E+2
75		1,7E-1		0,0E+0		5,8E+2
80		1,7E-1		0,0E+0		5,8E+2
85		1,7E-1		0,0E+0		5,8E+2
90		1,7E-1		0,0E+0		5,8E+2
95		1,7E-1		0,0E+0		5,8E+2
100		1,7E-1		0,0E+0		5,8E+2
105		1,7E-1		0,0E+0		5,8E+2
110		1,7E-1		0,0E+0		5,8E+2
115		1,7E-1		0,0E+0		5,8E+2
120		1,7E-1		0,0E+0		5,8E+2
125		1,7E-1		0,0E+0		5,8E+2
130		1,7E-1		0,0E+0		5,8E+2
135		1,7E-1		0,0E+0		5,9E+2
140		1,7E-1		0,0E+0		5,9E+2
145		1,7E-1		0,0E+0		5,9E+2
150		1,7E-1		0,0E+0		5,8E+2
155		1,7E-1		0,0E+0		5,8E+2
160		1,7E-1		0,0E+0		5,8E+2
165		1,7E-1		0,0E+0		5,8E+2
170		1,7E-1		0,0E+0		5,8E+2
175		1,7E-1		0,0E+0		5,8E+2
180		1,7E-1		0,0E+0		5,8E+2
185		1,7E-1		0,0E+0		5,8E+2
190		1,7E-1		0,0E+0		5,9E+2
195		1,7E-1		0,0E+0		5,8E+2
200		1,7E-1		0,0E+0		5,8E+2
205		1,7E-1		0,0E+0		5,8E+2
210		1,7E-1		0,0E+0		5,9E+2
215		1,7E-1		0,0E+0		5,9E+2
220		1,7E-1		0,0E+0		5,8E+2
225		1,7E-1		0,0E+0		5,8E+2
230		1,7E-1		0,0E+0		5,8E+2
235		1,7E-1		0,0E+0		5,8E+2
240		1,7E-1		0,0E+0		5,8E+2
245		1,7E-1		0,0E+0		5,8E+2
250		1,7E-1		0,0E+0		5,8E+2
255		1,7E-1		0,0E+0		5,8E+2
260		1,7E-1		0,0E+0		5,8E+2
265		1,7E-1		0,0E+0		5,8E+2
270		1,7E-1		0,0E+0		5,8E+2
275		1,7E-1		0,0E+0		5,8E+2
280		1,7E-1		0,0E+0		5,8E+2
285		1,7E-1		0,0E+0		5,8E+2
290		1,7E-1		0,0E+0		5,8E+2
295		1,7E-1		0,0E+0		5,8E+2
300		1,7E-1		0,0E+0		5,8E+2
305		1,7E-1		0,0E+0		5,8E+2
310		1,7E-1		0,0E+0		5,8E+2
315		1,7E-1		0,0E+0		5,8E+2
320		1,7E-1		0,0E+0		5,9E+2
325		1,7E-1		0,0E+0		5,9E+2
330		1,7E-1		0,0E+0		5,9E+2
335		1,7E-1		0,0E+0		5,8E+2
340		1,7E-1		0,0E+0		5,8E+2
345		1,7E-1		0,0E+0		5,8E+2
350		1,7E-1		0,0E+0		5,8E+2
355		1,7E-1		0,0E+0		5,8E+2
360		1,7E-1		0,0E+0		5,8E+2
365		1,7E-1		0,0E+0		5,8E+2
370		1,7E-1		0,0E+0		5,8E+2
375		1,7E-1		0,0E+0		5,8E+2
380		1,7E-1		0,0E+0		5,8E+2
385		1,7E-1		0,0E+0		5,8E+2
390		1,7E-1		0,0E+0		5,8E+2
395		1,7E-1		0,0E+0		5,9E+2
400		1,7E-1		0,0E+0		5,9E+2
405		1,7E-1		0,0E+0		5,8E+2
410		1,7E-1		0,0E+0		5,8E+2
415		1,7E-1		0,0E+0		5,8E+2
420		1,7E-1		0,0E+0		5,8E+2
425		1,7E-1		0,0E+0		5,8E+2
