Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		1,0E-8		0,0E+0		6,3E-4
10		1,9E-7		0,0E+0		9,2E-1
15		4,8E-5		0,0E+0		5,7E+2
20		5,6E-5		0,0E+0		5,7E+2
25		7,1E-5		0,0E+0		5,7E+2
30		6,4E-5		0,0E+0		5,7E+2
35		6,6E-5		0,0E+0		5,7E+2
40		6,5E-5		0,0E+0		5,7E+2
45		8,4E-5		0,0E+0		5,7E+2
50		1,0E-4		0,0E+0		5,7E+2
55		1,0E-4		0,0E+0		5,7E+2
60		7,5E-5		1,6E-1		5,8E+2
65		7,0E-5		1,6E-1		5,8E+2
70		6,1E-5		1,6E-1		5,8E+2
75		5,4E-5		1,6E-1		5,7E+2
80		5,3E-5		1,6E-1		5,7E+2
85		5,2E-5		1,6E-1		5,7E+2
90		5,2E-5		1,6E-1		5,7E+2
95		5,7E-5		1,6E-1		5,7E+2
100		7,3E-5		1,6E-1		5,8E+2
105		8,9E-5		1,6E-1		5,8E+2
110		1,2E-4		1,6E-1		5,7E+2
115		1,8E-4		1,6E-1		5,7E+2
120		2,0E-4		1,6E-1		5,7E+2
125		2,0E-4		1,6E-1		5,7E+2
130		2,1E-4		1,6E-1		5,7E+2
135		2,2E-4		1,6E-1		5,7E+2
140		2,1E-4		1,6E-1		5,7E+2
145		2,0E-4		1,6E-1		5,7E+2
150		2,0E-4		1,6E-1		5,7E+2
155		2,0E-4		1,6E-1		5,7E+2
160		1,9E-4		1,6E-1		5,7E+2
165		1,9E-4		1,6E-1		5,7E+2
170		1,9E-4		1,6E-1		5,7E+2
175		1,9E-4		1,6E-1		5,7E+2
180		2,0E-4		1,6E-1		5,7E+2
185		1,9E-4		1,6E-1		5,7E+2
190		1,8E-4		1,6E-1		5,7E+2
195		1,8E-4		1,6E-1		5,7E+2
200		1,7E-4		1,6E-1		5,7E+2
205		1,7E-4		1,6E-1		5,7E+2
210		1,6E-4		1,6E-1		5,7E+2
215		1,5E-4		1,6E-1		5,7E+2
220		1,4E-4		1,6E-1		5,7E+2
