Süre (Sn)	Basýnç (Torr)
0		4,7E+0
1		4,7E+0
2		4,7E+0
3		4,7E+0
4		4,7E+0
5		4,7E+0
6		4,7E+0
7		4,7E+0
8		4,7E+0
9		4,7E+0
10		4,7E+0
11		4,7E+0
12		4,7E+0
13		4,7E+0
14		4,7E+0
15		4,7E+0
16		4,7E+0
17		4,7E+0
18		4,7E+0
19		4,7E+0
20		4,7E+0
21		4,7E+0
22		4,7E+0
23		4,7E+0
24		4,7E+0
25		4,7E+0
26		4,7E+0
27		4,7E+0
28		4,7E+0
29		4,7E+0
30		4,7E+0
31		4,7E+0
32		4,7E+0
33		4,7E+0
34		4,7E+0
35		4,7E+0
36		4,7E+0
37		4,7E+0
38		4,7E+0
39		4,7E+0
40		4,7E+0
41		4,7E+0
42		4,7E+0
43		4,7E+0
44		4,7E+0
45		4,7E+0
46		4,7E+0
47		4,7E+0
48		4,7E+0
49		4,7E+0
50		4,7E+0
51		4,7E+0
52		4,7E+0
53		4,7E+0
54		4,7E+0
55		4,7E+0
56		4,7E+0
57		4,7E+0
58		4,7E+0
59		4,7E+0
60		4,7E+0
61		4,7E+0
62		4,7E+0
63		4,7E+0
64		4,7E+0
65		4,7E+0
66		4,7E+0
67		4,7E+0
68		4,7E+0
69		4,7E+0
70		4,7E+0
71		4,7E+0
72		4,7E+0
73		4,7E+0
74		4,7E+0
75		4,7E+0
76		4,7E+0
77		4,6E+0
78		4,5E+0
79		4,5E+0
80		4,3E+0
81		4,2E+0
82		4,0E+0
83		3,8E+0
84		3,7E+0
85		3,5E+0
86		3,2E+0
87		3,0E+0
88		2,8E+0
89		2,6E+0
90		2,4E+0
91		2,3E+0
92		2,0E+0
93		1,9E+0
94		1,8E+0
95		1,6E+0
96		1,5E+0
97		1,4E+0
98		1,2E+0
99		1,2E+0
100		1,1E+0
101		9,7E-1
102		8,9E-1
103		8,3E-1
104		7,5E-1
105		6,9E-1
106		6,3E-1
107		5,7E-1
108		5,3E-1
109		4,9E-1
110		4,4E-1
111		4,1E-1
112		3,8E-1
113		3,4E-1
114		3,1E-1
115		2,9E-1
116		2,6E-1
117		2,4E-1
118		2,2E-1
119		2,0E-1
120		1,9E-1
121		1,8E-1
122		1,6E-1
123		1,5E-1
124		1,4E-1
125		1,3E-1
126		1,2E-1
127		1,1E-1
128		9,9E-2
129		9,3E-2
130		8,7E-2
131		7,9E-2
132		7,5E-2
133		7,0E-2
134		6,5E-2
135		6,1E-2
136		5,8E-2
137		5,4E-2
138		5,2E-2
139		4,9E-2
140		4,7E-2
141		4,5E-2
142		4,4E-2
143		4,2E-2
144		4,1E-2
145		4,0E-2
146		3,9E-2
147		3,9E-2
148		3,8E-2
149		3,8E-2
150		3,8E-2
151		3,8E-2
152		3,8E-2
153		3,8E-2
154		3,8E-2
155		3,8E-2
156		3,8E-2
157		3,8E-2
158		3,8E-2
159		3,8E-2
160		3,8E-2
161		3,8E-2
162		3,8E-2
163		3,8E-2
164		3,9E-2
165		3,9E-2
166		3,9E-2
167		3,9E-2
168		3,9E-2
169		3,9E-2
170		3,9E-2
171		3,9E-2
172		3,9E-2
173		3,9E-2
174		3,9E-2
175		3,9E-2
176		3,9E-2
177		3,9E-2
178		3,9E-2
179		3,9E-2
180		3,9E-2
181		3,9E-2
182		3,9E-2
183		3,9E-2
184		3,9E-2
185		3,9E-2
186		3,9E-2
187		3,9E-2
188		3,9E-2
189		3,9E-2
190		3,9E-2
191		4,0E-2
192		4,0E-2
193		4,0E-2
194		4,0E-2
195		4,0E-2
196		4,0E-2
197		4,0E-2
198		4,0E-2
199		4,0E-2
200		4,0E-2
201		4,0E-2
202		4,0E-2
203		4,0E-2
204		4,0E-2
205		4,0E-2
206		4,0E-2
207		4,0E-2
208		4,1E-2
209		4,1E-2
210		4,1E-2
211		4,1E-2
212		4,1E-2
213		4,1E-2
214		4,1E-2
215		4,1E-2
216		4,1E-2
217		4,1E-2
218		4,1E-2
219		4,1E-2
220		4,1E-2
221		4,1E-2
222		4,1E-2
223		4,1E-2
224		4,1E-2
225		4,1E-2
226		4,1E-2
227		4,1E-2
228		4,1E-2
229		4,1E-2
230		4,1E-2
231		4,1E-2
232		4,1E-2
233		4,1E-2
234		4,1E-2
235		4,1E-2
236		4,1E-2
237		4,1E-2
238		4,1E-2
239		4,1E-2
240		4,1E-2
241		4,1E-2
242		4,1E-2
243		4,2E-2
244		4,2E-2
245		4,2E-2
246		4,2E-2
247		4,2E-2
248		4,2E-2
249		4,2E-2
250		4,2E-2
251		4,2E-2
252		4,2E-2
253		4,2E-2
254		4,2E-2
255		4,2E-2
256		4,2E-2
257		4,2E-2
258		4,2E-2
259		4,2E-2
260		4,2E-2
261		4,2E-2
262		4,2E-2
263		4,2E-2
264		4,2E-2
265		4,2E-2
266		4,2E-2
267		4,2E-2
268		4,2E-2
269		4,2E-2
270		4,2E-2
271		4,2E-2
272		4,2E-2
273		4,2E-2
274		4,2E-2
275		4,2E-2
276		4,2E-2
277		4,2E-2
278		4,2E-2
279		4,2E-2
280		4,2E-2
281		4,2E-2
282		4,2E-2
283		4,2E-2
284		4,2E-2
285		4,2E-2
286		4,2E-2
287		4,2E-2
288		4,2E-2
289		4,2E-2
290		4,2E-2
291		4,2E-2
292		4,2E-2
293		4,2E-2
294		4,2E-2
295		4,2E-2
296		4,2E-2
297		4,2E-2
298		4,3E-2
299		4,3E-2
300		4,3E-2
301		4,3E-2
302		4,3E-2
303		4,3E-2
304		4,3E-2
305		4,3E-2
306		4,3E-2
307		4,3E-2
308		4,3E-2
309		4,3E-2
310		4,3E-2
311		4,3E-2
312		4,3E-2
313		4,3E-2
314		4,3E-2
315		4,3E-2
316		4,3E-2
317		4,3E-2
318		4,3E-2
319		4,3E-2
320		4,3E-2
321		4,3E-2
322		4,3E-2
323		4,3E-2
324		4,3E-2
325		4,3E-2
326		4,3E-2
327		4,3E-2
328		4,3E-2
329		4,3E-2
330		4,3E-2
331		4,3E-2
332		4,3E-2
333		4,4E-2
334		4,4E-2
335		4,4E-2
336		4,4E-2
337		4,4E-2
338		4,4E-2
339		4,4E-2
340		4,4E-2
341		4,4E-2
342		4,4E-2
343		4,4E-2
344		4,4E-2
345		4,4E-2
346		4,4E-2
347		4,4E-2
348		4,4E-2
349		4,4E-2
350		4,4E-2
351		4,4E-2
352		4,4E-2
353		4,4E-2
354		4,4E-2
355		4,4E-2
356		4,4E-2
357		4,4E-2
358		4,4E-2
359		4,4E-2
360		4,4E-2
361		4,4E-2
362		4,4E-2
363		4,4E-2
364		4,4E-2
365		4,4E-2
366		4,4E-2
367		4,4E-2
368		4,4E-2
369		4,4E-2
370		4,4E-2
371		4,4E-2
372		4,4E-2
373		4,4E-2
374		4,4E-2
375		4,4E-2
376		4,4E-2
377		4,4E-2
378		4,4E-2
379		4,4E-2
380		4,4E-2
381		4,4E-2
382		4,4E-2
383		4,4E-2
384		4,4E-2
385		4,4E-2
386		4,4E-2
387		4,4E-2
388		4,4E-2
389		4,4E-2
390		4,4E-2
391		4,4E-2
392		4,4E-2
393		4,4E-2
394		4,4E-2
395		4,4E-2
396		4,4E-2
397		4,4E-2
398		4,4E-2
399		4,4E-2
400		4,4E-2
401		4,4E-2
402		4,4E-2
403		4,4E-2
404		4,4E-2
405		4,4E-2
406		4,4E-2
407		4,4E-2
408		4,4E-2
409		4,4E-2
410		4,4E-2
411		4,4E-2
412		4,4E-2
413		4,4E-2
414		4,4E-2
415		4,4E-2
416		4,5E-2
417		4,5E-2
418		4,5E-2
419		4,5E-2
420		4,5E-2
421		4,5E-2
422		4,5E-2
423		4,5E-2
424		4,5E-2
425		4,5E-2
426		4,5E-2
427		4,5E-2
428		4,5E-2
429		4,5E-2
430		4,5E-2
431		4,5E-2
432		4,5E-2
433		4,5E-2
434		4,5E-2
435		4,5E-2
436		4,5E-2
437		4,5E-2
438		4,5E-2
439		4,5E-2
440		4,5E-2
441		4,5E-2
442		4,5E-2
443		4,5E-2
444		4,5E-2
445		4,5E-2
446		4,5E-2
447		4,5E-2
448		4,5E-2
449		4,5E-2
450		4,5E-2
451		4,5E-2
452		4,5E-2
453		4,5E-2
454		4,5E-2
455		4,5E-2
456		4,5E-2
457		4,5E-2
458		4,5E-2
459		4,5E-2
460		4,5E-2
461		4,5E-2
462		4,5E-2
463		4,5E-2
464		4,5E-2
465		4,5E-2
466		4,5E-2
467		4,5E-2
468		4,5E-2
469		4,5E-2
470		4,5E-2
471		4,5E-2
472		4,5E-2
473		4,5E-2
474		4,5E-2
475		4,5E-2
476		4,5E-2
477		4,5E-2
478		4,5E-2
479		4,5E-2
480		4,5E-2
481		4,5E-2
482		4,5E-2
483		4,5E-2
484		4,5E-2
485		4,5E-2
486		4,5E-2
487		4,5E-2
488		4,5E-2
489		4,5E-2
490		4,5E-2
491		4,5E-2
492		4,5E-2
493		4,5E-2
494		4,6E-2
495		4,6E-2
496		4,6E-2
497		4,6E-2
498		4,6E-2
499		4,6E-2
500		4,6E-2
501		4,6E-2
502		4,6E-2
503		4,6E-2
504		4,6E-2
505		4,6E-2
506		4,6E-2
507		4,6E-2
508		4,6E-2
509		4,6E-2
510		4,6E-2
511		4,6E-2
512		4,6E-2
513		4,6E-2
514		4,6E-2
515		4,6E-2
516		4,6E-2
517		4,6E-2
518		4,6E-2
519		4,6E-2
520		4,6E-2
521		4,6E-2
522		4,6E-2
523		4,6E-2
524		4,6E-2
525		4,6E-2
526		4,6E-2
527		4,6E-2
528		4,6E-2
529		4,6E-2
530		4,6E-2
531		4,6E-2
532		4,6E-2
533		4,6E-2
534		4,6E-2
535		4,6E-2
536		4,6E-2
537		4,6E-2
538		4,6E-2
539		4,6E-2
540		4,6E-2
541		4,6E-2
542		4,6E-2
543		4,6E-2
544		4,6E-2
545		4,6E-2
546		4,6E-2
547		4,6E-2
548		4,6E-2
549		4,6E-2
550		4,6E-2
551		4,6E-2
552		4,6E-2
553		4,6E-2
554		4,6E-2
555		4,6E-2
556		4,6E-2
557		4,6E-2
558		4,6E-2
559		4,6E-2
560		4,6E-2
561		4,6E-2
562		4,6E-2
563		4,6E-2
564		4,6E-2
565		4,6E-2
566		4,6E-2
567		4,6E-2
568		4,6E-2
569		4,6E-2
570		4,6E-2
571		4,6E-2
572		4,6E-2
573		4,6E-2
574		4,6E-2
575		4,6E-2
576		4,6E-2
577		4,6E-2
578		4,6E-2
579		4,6E-2
580		4,6E-2
581		4,6E-2
582		4,6E-2
583		4,6E-2
584		4,6E-2
585		4,6E-2
586		4,6E-2
587		4,6E-2
588		4,6E-2
589		4,6E-2
590		4,6E-2
591		4,6E-2
592		4,6E-2
593		4,6E-2
594		4,6E-2
595		4,6E-2
596		4,6E-2
597		4,6E-2
598		4,6E-2
599		4,6E-2
600		4,6E-2
601		4,6E-2
602		4,6E-2
603		4,6E-2
604		4,7E-2
605		4,6E-2
606		4,6E-2
607		4,6E-2
608		4,6E-2
609		4,7E-2
610		4,7E-2
611		4,7E-2
612		4,7E-2
613		4,7E-2
614		4,7E-2
615		4,7E-2
616		4,7E-2
617		4,7E-2
618		4,7E-2
619		4,7E-2
620		4,7E-2
621		4,7E-2
622		4,7E-2
623		4,7E-2
624		4,7E-2
625		4,7E-2
626		4,7E-2
627		4,7E-2
628		4,7E-2
629		4,7E-2
630		4,7E-2
631		4,7E-2
632		4,7E-2
633		4,7E-2
634		4,7E-2
635		4,7E-2
636		4,7E-2
637		4,7E-2
638		4,7E-2
639		4,7E-2
640		4,7E-2
641		4,7E-2
642		4,7E-2
643		4,7E-2
644		4,7E-2
645		4,7E-2
646		4,7E-2
647		4,7E-2
648		4,7E-2
649		4,7E-2
650		4,7E-2
651		4,7E-2
652		4,7E-2
653		4,7E-2
654		4,7E-2
655		4,7E-2
656		4,7E-2
657		4,7E-2
658		4,7E-2
659		4,7E-2
660		4,7E-2
661		4,7E-2
662		4,7E-2
663		4,7E-2
664		4,7E-2
665		4,7E-2
666		4,7E-2
667		4,7E-2
668		4,7E-2
669		4,7E-2
670		4,7E-2
671		4,7E-2
672		4,7E-2
673		4,7E-2
674		4,7E-2
675		4,7E-2
676		4,7E-2
677		4,7E-2
678		4,7E-2
679		4,7E-2
680		4,7E-2
681		4,7E-2
682		4,7E-2
683		4,7E-2
684		4,7E-2
685		4,7E-2
686		4,7E-2
687		4,7E-2
688		4,7E-2
689		4,7E-2
690		4,7E-2
691		4,7E-2
692		4,7E-2
693		4,7E-2
694		4,7E-2
695		4,7E-2
696		4,7E-2
697		4,7E-2
698		4,7E-2
699		4,7E-2
700		4,7E-2
701		4,7E-2
702		4,7E-2
703		4,7E-2
704		4,7E-2
705		4,7E-2
706		4,7E-2
707		4,7E-2
708		4,7E-2
709		4,7E-2
710		4,7E-2
711		4,7E-2
712		4,7E-2
713		4,7E-2
714		4,7E-2
715		4,7E-2
716		4,7E-2
717		4,7E-2
718		4,7E-2
719		4,7E-2
720		4,7E-2
721		4,7E-2
722		4,7E-2
723		4,7E-2
724		4,7E-2
725		4,7E-2
726		4,7E-2
727		4,7E-2
728		4,7E-2
729		4,7E-2
730		4,7E-2
731		4,7E-2
732		4,7E-2
733		4,7E-2
734		4,7E-2
735		4,7E-2
736		4,7E-2
737		4,7E-2
738		4,7E-2
739		4,7E-2
740		4,7E-2
741		4,7E-2
742		4,7E-2
743		4,7E-2
744		4,7E-2
745		4,7E-2
746		4,7E-2
747		4,7E-2
748		4,7E-2
749		4,7E-2
750		4,7E-2
751		4,7E-2
752		4,7E-2
753		4,7E-2
754		4,7E-2
755		4,7E-2
756		4,7E-2
757		4,7E-2
758		4,7E-2
759		4,7E-2
760		4,7E-2
761		4,7E-2
762		4,7E-2
763		4,8E-2
764		4,8E-2
765		4,8E-2
766		4,7E-2
767		4,7E-2
768		4,7E-2
769		4,7E-2
770		4,7E-2
771		4,7E-2
772		4,7E-2
773		4,7E-2
774		4,7E-2
775		4,7E-2
776		4,8E-2
777		4,7E-2
778		4,7E-2
779		4,8E-2
780		4,8E-2
781		4,8E-2
782		4,8E-2
783		4,7E-2
784		4,7E-2
785		4,7E-2
786		4,7E-2
787		4,7E-2
788		4,8E-2
789		4,8E-2
790		4,7E-2
791		4,7E-2
792		4,7E-2
793		4,7E-2
794		4,7E-2
795		4,7E-2
796		4,7E-2
797		4,7E-2
798		4,7E-2
799		4,8E-2
800		4,8E-2
801		4,8E-2
802		4,8E-2
803		4,8E-2
804		4,8E-2
805		4,8E-2
806		4,8E-2
807		4,8E-2
808		4,8E-2
809		4,8E-2
810		4,8E-2
811		4,8E-2
812		4,8E-2
813		4,8E-2
814		4,8E-2
815		4,8E-2
816		4,8E-2
817		4,8E-2
818		4,8E-2
819		4,8E-2
820		4,8E-2
821		4,8E-2
822		4,8E-2
823		4,8E-2
824		4,8E-2
825		4,8E-2
826		4,8E-2
827		4,8E-2
828		4,8E-2
829		4,8E-2
830		4,8E-2
831		4,8E-2
832		4,8E-2
833		4,8E-2
834		4,8E-2
835		4,8E-2
836		4,8E-2
837		4,8E-2
838		4,8E-2
839		4,8E-2
840		4,8E-2
841		4,8E-2
842		4,8E-2
843		4,8E-2
844		4,8E-2
845		4,8E-2
846		4,8E-2
847		4,8E-2
848		4,8E-2
849		4,8E-2
850		4,8E-2
851		4,8E-2
852		4,8E-2
853		4,8E-2
854		4,8E-2
855		4,8E-2
856		4,8E-2
857		4,8E-2
858		4,8E-2
859		4,8E-2
860		4,8E-2
861		4,8E-2
862		4,8E-2
863		4,8E-2
864		4,8E-2
865		4,8E-2
866		4,8E-2
867		4,8E-2
868		4,8E-2
869		4,8E-2
870		4,8E-2
871		4,8E-2
872		4,8E-2
873		4,8E-2
874		4,8E-2
