Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		5,1E-5		5,2E+2		1,7E-1
5		1,0E-8		0,0E+0		4,7E-5
10		1,6E-7		1,2E+1		3,2E-3
15		6,4E-5		5,8E+1		1,7E-1
20		7,9E-5		1,2E+2		1,7E-1
25		9,6E-5		1,6E+2		1,7E-1
30		1,1E-4		2,2E+2		1,7E-1
35		1,3E-4		2,7E+2		1,7E-1
40		1,1E-4		3,3E+2		1,7E-1
45		8,6E-5		3,7E+2		1,7E-1
50		6,8E-5		4,2E+2		1,7E-1
55		7,5E-5		4,8E+2		1,7E-1
60		7,3E-5		5,2E+2		1,7E-1
65		8,0E-5		5,2E+2		1,7E-1
70		8,8E-5		5,2E+2		1,7E-1
75		1,1E-4		5,2E+2		1,7E-1
80		9,7E-5		5,2E+2		1,7E-1
85		8,7E-5		5,2E+2		1,7E-1
90		7,7E-5		5,2E+2		1,7E-1
95		7,9E-5		5,2E+2		1,7E-1
100		8,5E-5		5,2E+2		1,7E-1
105		1,1E-4		5,2E+2		1,7E-1
110		1,2E-4		5,2E+2		1,7E-1
115		1,2E-4		5,2E+2		1,7E-1
120		1,0E-4		5,2E+2		1,7E-1
125		1,0E-4		5,2E+2		1,7E-1
130		9,4E-5		5,2E+2		1,7E-1
135		9,4E-5		5,2E+2		1,7E-1
140		9,0E-5		5,2E+2		1,7E-1
145		9,9E-5		5,2E+2		1,7E-1
150		1,0E-4		5,2E+2		1,7E-1
155		1,0E-4		5,2E+2		1,7E-1
160		9,1E-5		5,2E+2		1,7E-1
165		7,9E-5		5,2E+2		1,7E-1
170		7,7E-5		5,2E+2		1,7E-1
175		8,0E-5		5,2E+2		1,7E-1
180		8,1E-5		5,2E+2		1,7E-1
185		7,4E-5		5,2E+2		1,7E-1
190		7,4E-5		5,2E+2		1,7E-1
195		6,9E-5		5,2E+2		1,7E-1
200		6,8E-5		5,2E+2		1,7E-1
205		7,2E-5		5,2E+2		1,7E-1
210		8,4E-5		5,2E+2		1,7E-1
215		9,0E-5		5,2E+2		1,7E-1
220		9,3E-5		5,2E+2		1,7E-1
225		9,3E-5		5,2E+2		1,7E-1
230		9,8E-5		5,2E+2		1,7E-1
235		1,0E-4		5,2E+2		1,7E-1
240		1,0E-4		5,2E+2		1,7E-1
245		9,4E-5		5,2E+2		1,7E-1
250		9,3E-5		5,2E+2		1,7E-1
255		9,7E-5		5,2E+2		1,7E-1
260		9,9E-5		5,2E+2		1,7E-1
265		9,2E-5		5,2E+2		1,7E-1
270		9,2E-5		5,2E+2		1,7E-1
275		9,5E-5		5,2E+2		1,7E-1
280		9,4E-5		5,2E+2		1,7E-1
285		7,1E-5		5,2E+2		1,7E-1
290		5,0E-5		5,2E+2		1,7E-1
295		3,8E-5		5,2E+2		1,7E-1
300		3,7E-5		5,2E+2		1,7E-1
305		3,7E-5		5,2E+2		1,7E-1
310		3,5E-5		5,2E+2		1,7E-1
315		3,9E-5		5,2E+2		1,7E-1
320		4,1E-5		5,2E+2		1,7E-1
325		4,1E-5		5,2E+2		1,7E-1
330		3,8E-5		5,2E+2		1,7E-1
335		3,9E-5		5,2E+2		1,7E-1
340		5,8E-5		5,2E+2		1,7E-1
345		8,0E-5		5,2E+2		1,7E-1
350		1,0E-4		5,2E+2		1,7E-1
355		1,0E-4		5,2E+2		1,7E-1
360		1,0E-4		5,2E+2		1,7E-1
365		9,4E-5		5,2E+2		1,7E-1
370		9,3E-5		5,2E+2		1,7E-1
375		9,3E-5		5,2E+2		1,7E-1
380		9,3E-5		5,2E+2		1,7E-1
385		9,1E-5		5,2E+2		1,7E-1
390		9,0E-5		5,2E+2		1,7E-1
395		8,5E-5		5,2E+2		1,7E-1
400		8,1E-5		5,2E+2		1,7E-1
405		6,8E-5		5,2E+2		1,7E-1
410		7,0E-5		5,2E+2		1,7E-1
415		7,1E-5		5,2E+2		1,7E-1
420		8,3E-5		5,2E+2		1,7E-1
425		8,1E-5		5,2E+2		1,7E-1
430		7,4E-5		5,2E+2		1,7E-1
435		6,8E-5		5,2E+2		1,7E-1
440		6,7E-5		5,2E+2		1,7E-1
445		7,2E-5		5,2E+2		1,7E-1
450		7,3E-5		5,2E+2		1,7E-1
455		7,3E-5		5,2E+2		1,7E-1
460		7,2E-5		5,2E+2		1,7E-1
465		7,3E-5		5,2E+2		1,7E-1
470		8,1E-5		5,2E+2		1,7E-1
475		8,9E-5		5,2E+2		1,7E-1
480		9,4E-5		5,2E+2		1,7E-1
485		9,4E-5		5,2E+2		1,7E-1
490		9,0E-5		5,2E+2		1,7E-1
495		9,0E-5		5,2E+2		1,7E-1
500		8,9E-5		5,2E+2		1,7E-1
505		8,3E-5		5,2E+2		1,7E-1
510		7,7E-5		5,2E+2		1,7E-1
515		7,4E-5		5,2E+2		1,7E-1
520		6,9E-5		5,2E+2		1,7E-1
525		6,3E-5		5,2E+2		1,7E-1
530		5,9E-5		5,2E+2		1,7E-1
535		5,7E-5		5,2E+2		1,7E-1
540		5,6E-5		5,2E+2		1,7E-1
545		5,5E-5		5,2E+2		1,7E-1
550		5,7E-5		5,2E+2		1,7E-1
555		5,8E-5		5,2E+2		1,7E-1
560		5,4E-5		5,2E+2		1,7E-1
565		5,7E-5		5,2E+2		1,7E-1
570		6,0E-5		5,2E+2		1,7E-1
575		6,7E-5		5,2E+2		1,7E-1
580		7,0E-5		5,2E+2		1,7E-1
585		7,6E-5		5,2E+2		1,7E-1
590		7,5E-5		5,2E+2		1,7E-1
595		6,2E-5		5,2E+2		1,7E-1
600		4,9E-5		5,2E+2		1,7E-1
605		4,0E-5		5,2E+2		1,7E-1
610		3,5E-5		5,2E+2		1,7E-1
615		3,4E-5		5,2E+2		1,7E-1
620		3,6E-5		5,2E+2		1,7E-1
625		4,0E-5		5,2E+2		1,7E-1
630		4,3E-5		5,2E+2		1,7E-1
635		4,3E-5		5,2E+2		1,7E-1
640		4,6E-5		5,2E+2		1,7E-1
645		4,8E-5		5,2E+2		1,7E-1
650		4,8E-5		5,2E+2		1,7E-1
655		3,6E-5		5,2E+2		1,7E-1
660		3,2E-5		5,2E+2		1,7E-1
665		3,1E-5		5,2E+2		1,7E-1
670		3,1E-5		5,2E+2		1,7E-1
675		3,2E-5		5,2E+2		1,7E-1
680		3,2E-5		5,2E+2		1,7E-1
685		3,2E-5		5,2E+2		1,7E-1
690		2,9E-4		5,2E+2		1,8E+0
695		3,9E-2		5,2E+2		5,6E+1
700		7,0E+0		5,2E+2		7,6E+2
705		3,0E+1		5,2E+2		7,6E+2
710		4,9E+1		5,2E+2		7,6E+2
715		6,9E+1		5,2E+2		7,6E+2
720		8,9E+1		5,2E+2		7,6E+2
725		1,1E+2		5,2E+2		7,6E+2
730		1,4E+2		5,2E+2		7,6E+2
735		1,7E+2		5,2E+2		7,6E+2
740		2,0E+2		5,2E+2		7,6E+2
745		2,5E+2		5,2E+2		7,6E+2
750		2,9E+2		5,2E+2		7,6E+2
755		3,5E+2		5,2E+2		7,6E+2
760		4,2E+2		5,2E+2		7,6E+2
765		5,1E+2		5,2E+2		7,6E+2
770		6,3E+2		5,2E+2		7,6E+2
775		7,6E+2		5,2E+2		7,6E+2
780		7,6E+2		5,2E+2		7,6E+2
785		7,6E+2		5,2E+2		7,6E+2
790		7,6E+2		5,2E+2		7,6E+2
795		7,6E+2		5,2E+2		7,6E+2
800		7,6E+2		5,2E+2		7,6E+2
805		7,6E+2		5,2E+2		7,6E+2
810		7,6E+2		5,2E+2		7,6E+2
815		7,6E+2		5,2E+2		7,6E+2
820		7,6E+2		5,2E+2		7,6E+2
825		7,6E+2		5,2E+2		7,6E+2
830		7,6E+2		5,2E+2		7,6E+2
835		7,6E+2		5,2E+2		7,6E+2
840		7,6E+2		5,2E+2		7,6E+2
845		7,6E+2		5,2E+2		7,6E+2
850		7,6E+2		5,2E+2		7,6E+2
855		7,6E+2		5,2E+2		7,6E+2
860		7,6E+2		5,2E+2		7,6E+2
865		7,6E+2		5,2E+2		7,6E+2
870		7,6E+2		5,2E+2		7,6E+2
875		7,6E+2		5,2E+2		7,6E+2
880		7,6E+2		5,2E+2		6,3E+2
885		7,6E+2		5,2E+2		1,7E+2
890		7,6E+2		5,2E+2		2,6E+1
895		7,6E+2		5,2E+2		1,9E+0
900		7,6E+2		5,2E+2		3,4E-1
905		7,6E+2		5,2E+2		1,8E-1
910		7,6E+2		5,2E+2		1,8E-1
915		7,6E+2		5,2E+2		1,8E-1
920		7,6E+2		5,2E+2		1,8E-1
925		7,6E+2		5,2E+2		1,8E-1
930		7,6E+2		5,2E+2		1,7E-1
935		7,6E+2		5,2E+2		1,7E-1
940		7,6E+2		5,2E+2		1,7E-1
945		7,6E+2		5,2E+2		1,7E-1
950		7,6E+2		5,2E+2		1,7E-1
955		7,6E+2		5,2E+2		1,7E-1
960		7,6E+2		5,2E+2		1,7E-1
965		7,6E+2		5,2E+2		1,7E-1
970		7,6E+2		5,2E+2		1,7E-1
975		7,6E+2		5,2E+2		1,7E-1
980		7,6E+2		5,2E+2		1,7E-1
985		7,6E+2		5,2E+2		1,7E-1
990		7,6E+2		5,2E+2		1,7E-1
995		7,6E+2		5,2E+2		1,7E-1
1000		7,6E+2		5,2E+2		1,7E-1
1005		7,6E+2		5,2E+2		1,7E-1
1010		7,6E+2		5,2E+2		1,7E-1
1015		7,6E+2		5,2E+2		1,7E-1
1020		7,6E+2		5,2E+2		1,7E-1
1025		7,6E+2		5,2E+2		1,7E-1
1030		7,6E+2		5,2E+2		1,7E-1
1035		7,6E+2		5,2E+2		1,7E-1
1040		7,6E+2		5,2E+2		2,7E+0
1045		7,6E+2		5,2E+2		8,4E+1
1050		7,6E+2		5,2E+2		7,6E+2
1055		7,6E+2		5,2E+2		7,6E+2
1060		7,6E+2		5,2E+2		7,6E+2
1065		7,6E+2		5,2E+2		7,6E+2
1070		7,6E+2		5,2E+2		7,6E+2
1075		7,6E+2		5,2E+2		7,6E+2
1080		7,6E+2		5,2E+2		7,6E+2
1085		7,6E+2		5,2E+2		7,6E+2
1090		7,6E+2		5,2E+2		7,6E+2
1095		7,6E+2		5,2E+2		7,6E+2
1100		7,6E+2		5,2E+2		7,6E+2
1105		7,6E+2		5,2E+2		7,6E+2
1110		7,6E+2		5,2E+2		7,6E+2
1115		7,6E+2		5,2E+2		7,6E+2
1120		7,6E+2		5,2E+2		7,6E+2
1125		7,6E+2		5,2E+2		7,6E+2
1130		7,6E+2		5,2E+2		7,6E+2
1135		7,6E+2		5,2E+2		7,6E+2
1140		7,6E+2		5,2E+2		7,6E+2
1145		7,6E+2		5,2E+2		7,6E+2
1150		7,6E+2		5,2E+2		7,6E+2
1155		7,6E+2		5,2E+2		7,6E+2
1160		7,6E+2		5,2E+2		7,6E+2
1165		7,6E+2		5,2E+2		7,6E+2
1170		7,6E+2		5,2E+2		7,6E+2
1175		7,6E+2		5,2E+2		7,6E+2
1180		7,6E+2		5,2E+2		7,6E+2
1185		7,6E+2		5,2E+2		7,6E+2
1190		7,6E+2		5,2E+2		7,6E+2
1195		7,6E+2		5,2E+2		7,6E+2
1200		7,6E+2		5,2E+2		7,6E+2
1205		7,6E+2		5,2E+2		7,6E+2
1210		7,6E+2		5,2E+2		7,6E+2
1215		7,6E+2		5,2E+2		7,6E+2
1220		7,6E+2		5,2E+2		7,6E+2
1225		7,6E+2		5,2E+2		7,6E+2
1230		7,6E+2		5,2E+2		7,6E+2
1235		7,6E+2		5,2E+2		7,6E+2
1240		7,6E+2		5,2E+2		7,6E+2
1245		7,6E+2		5,2E+2		7,6E+2
1250		7,6E+2		5,2E+2		7,6E+2
1255		7,6E+2		5,2E+2		7,6E+2
1260		7,6E+2		5,2E+2		7,6E+2
1265		7,6E+2		5,2E+2		7,6E+2
1270		7,6E+2		5,2E+2		7,6E+2
1275		7,6E+2		5,2E+2		7,6E+2
1280		7,6E+2		5,2E+2		7,6E+2
1285		7,6E+2		5,2E+2		7,6E+2
1290		7,6E+2		5,2E+2		7,6E+2
1295		7,6E+2		5,2E+2		7,6E+2
1300		7,6E+2		5,2E+2		7,6E+2
1305		7,6E+2		5,2E+2		7,6E+2
1310		7,6E+2		5,2E+2		7,6E+2
1315		7,6E+2		5,2E+2		7,6E+2
1320		7,6E+2		5,2E+2		7,6E+2
1325		7,6E+2		5,2E+2		7,6E+2
1330		7,6E+2		5,2E+2		7,6E+2
1335		7,6E+2		5,2E+2		7,6E+2
1340		7,6E+2		5,2E+2		7,6E+2
1345		7,6E+2		5,2E+2		7,6E+2
1350		7,6E+2		5,2E+2		7,6E+2
1355		7,6E+2		5,2E+2		7,6E+2
1360		7,6E+2		5,2E+2		7,6E+2
1365		7,6E+2		5,2E+2		7,6E+2
1370		7,6E+2		5,2E+2		7,6E+2
1375		7,6E+2		5,2E+2		7,6E+2
