Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		1,0E-8		0,0E+0		1,1E-4
10		5,9E-6		0,0E+0		1,7E-1
15		4,1E-2		0,0E+0		1,6E+2
20		2,1E-1		0,0E+0		5,8E+2
25		2,1E-1		0,0E+0		5,8E+2
30		2,1E-1		0,0E+0		5,8E+2
35		2,1E-1		0,0E+0		5,8E+2
40		2,1E-1		0,0E+0		5,8E+2
45		2,1E-1		0,0E+0		5,8E+2
50		2,1E-1		0,0E+0		5,8E+2
55		2,1E-1		0,0E+0		5,8E+2
60		2,1E-1		0,0E+0		5,8E+2
65		2,1E-1		0,0E+0		5,8E+2
70		2,1E-1		0,0E+0		5,8E+2
75		2,1E-1		0,0E+0		5,8E+2
80		2,1E-1		0,0E+0		5,8E+2
85		2,1E-1		0,0E+0		5,8E+2
90		2,1E-1		0,0E+0		5,8E+2
95		2,1E-1		0,0E+0		5,8E+2
100		2,1E-1		0,0E+0		5,8E+2
105		2,1E-1		0,0E+0		5,8E+2
110		2,1E-1		0,0E+0		5,8E+2
115		2,1E-1		0,0E+0		5,8E+2
120		2,1E-1		0,0E+0		5,8E+2
125		2,1E-1		0,0E+0		5,8E+2
130		2,1E-1		0,0E+0		5,8E+2
135		2,1E-1		0,0E+0		5,8E+2
140		2,1E-1		0,0E+0		5,8E+2
145		2,1E-1		0,0E+0		5,8E+2
150		2,1E-1		0,0E+0		5,8E+2
155		2,1E-1		0,0E+0		5,8E+2
160		2,1E-1		0,0E+0		5,8E+2
165		2,1E-1		0,0E+0		5,8E+2
170		2,1E-1		0,0E+0		5,8E+2
175		2,1E-1		0,0E+0		5,8E+2
180		2,1E-1		0,0E+0		5,8E+2
185		2,1E-1		0,0E+0		5,8E+2
190		2,1E-1		0,0E+0		5,8E+2
195		2,1E-1		0,0E+0		5,8E+2
200		2,1E-1		0,0E+0		5,8E+2
205		2,1E-1		0,0E+0		5,8E+2
210		2,1E-1		0,0E+0		5,8E+2
215		2,1E-1		0,0E+0		5,8E+2
220		2,1E-1		0,0E+0		5,8E+2
225		2,1E-1		0,0E+0		5,8E+2
230		2,1E-1		0,0E+0		5,8E+2
235		2,1E-1		0,0E+0		5,8E+2
240		2,1E-1		0,0E+0		5,8E+2
245		2,1E-1		0,0E+0		5,8E+2
250		2,1E-1		0,0E+0		5,8E+2
255		2,1E-1		0,0E+0		5,8E+2
260		2,1E-1		0,0E+0		5,8E+2
265		2,1E-1		0,0E+0		5,8E+2
270		2,1E-1		0,0E+0		5,8E+2
275		2,1E-1		0,0E+0		5,8E+2
280		2,1E-1		0,0E+0		5,8E+2
285		2,1E-1		0,0E+0		5,8E+2
290		2,1E-1		0,0E+0		5,8E+2
295		2,1E-1		0,0E+0		5,8E+2
300		2,1E-1		0,0E+0		5,8E+2
305		2,1E-1		0,0E+0		5,8E+2
310		2,1E-1		0,0E+0		5,8E+2
315		2,1E-1		0,0E+0		5,8E+2
320		2,1E-1		0,0E+0		5,8E+2
325		2,1E-1		0,0E+0		5,8E+2
330		2,1E-1		0,0E+0		5,8E+2
335		2,1E-1		0,0E+0		5,8E+2
340		2,1E-1		0,0E+0		5,8E+2
345		2,1E-1		0,0E+0		5,8E+2
350		2,1E-1		0,0E+0		5,8E+2
355		2,1E-1		0,0E+0		5,8E+2
360		2,1E-1		0,0E+0		5,8E+2
365		2,1E-1		0,0E+0		5,8E+2
370		2,1E-1		0,0E+0		5,8E+2
375		2,1E-1		0,0E+0		5,8E+2
380		2,1E-1		0,0E+0		5,8E+2
385		2,1E-1		0,0E+0		5,8E+2
390		2,1E-1		0,0E+0		5,8E+2
395		2,1E-1		0,0E+0		5,8E+2
400		2,1E-1		0,0E+0		5,8E+2
405		2,1E-1		0,0E+0		5,8E+2
410		2,1E-1		0,0E+0		5,8E+2
415		2,1E-1		0,0E+0		5,8E+2
420		2,1E-1		0,0E+0		5,8E+2
425		2,1E-1		0,0E+0		5,8E+2
430		2,1E-1		0,0E+0		5,8E+2
435		2,1E-1		0,0E+0		5,8E+2
440		2,1E-1		0,0E+0		5,8E+2
445		2,1E-1		0,0E+0		5,8E+2
450		2,1E-1		0,0E+0		5,8E+2
455		2,1E-1		0,0E+0		5,8E+2
460		2,1E-1		0,0E+0		5,8E+2
465		2,1E-1		0,0E+0		5,8E+2
470		2,1E-1		0,0E+0		5,8E+2
475		2,1E-1		0,0E+0		5,8E+2
480		2,1E-1		0,0E+0		5,8E+2
485		2,1E-1		0,0E+0		5,8E+2
490		2,1E-1		0,0E+0		5,8E+2
495		2,1E-1		0,0E+0		5,8E+2
