Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		0,0E+0		0,0E+0		2,9E-5
10		2,4E-8		0,0E+0		2,0E-3
15		6,5E-6		0,0E+0		1,4E-1
20		1,1E-5		0,0E+0		1,7E-1
25		1,7E-5		0,0E+0		1,7E-1
30		2,9E-5		0,0E+0		1,7E-1
35		4,2E-5		0,0E+0		1,7E-1
40		5,4E-5		0,0E+0		1,7E-1
45		6,8E-5		0,0E+0		1,7E-1
50		7,5E-5		0,0E+0		1,8E-1
55		5,7E-5		0,0E+0		1,8E-1
60		4,1E-5		0,0E+0		1,7E-1
65		3,8E-5		0,0E+0		1,7E-1
70		3,8E-5		7,8E-2		1,7E-1
75		3,7E-5		7,8E-2		1,7E-1
80		3,3E-5		7,8E-2		1,7E-1
85		3,2E-5		7,8E-2		1,8E-1
90		2,6E-5		7,8E-2		1,8E-1
95		1,9E-5		7,8E-2		1,8E-1
100		1,3E-5		7,8E-2		1,8E-1
105		1,1E-5		7,8E-2		1,8E-1
110		1,0E-5		7,8E-2		1,8E-1
115		9,9E-6		7,8E-2		1,8E-1
120		9,5E-6		7,8E-2		1,8E-1
125		9,2E-6		7,8E-2		1,8E-1
130		8,8E-6		7,8E-2		1,8E-1
135		8,4E-6		7,8E-2		1,8E-1
140		8,0E-6		7,8E-2		1,8E-1
145		7,9E-6		7,8E-2		1,7E-1
150		7,8E-6		7,8E-2		1,7E-1
155		7,9E-6		7,8E-2		1,7E-1
160		8,0E-6		7,8E-2		1,7E-1
165		7,9E-6		7,8E-2		1,7E-1
170		7,9E-6		7,8E-2		1,7E-1
175		7,8E-6		7,8E-2		1,8E-1
180		7,8E-6		7,8E-2		1,8E-1
185		7,8E-6		7,8E-2		1,8E-1
190		7,6E-6		7,8E-2		1,8E-1
195		7,5E-6		7,8E-2		1,7E-1
200		7,4E-6		7,8E-2		1,7E-1
205		7,3E-6		7,8E-2		1,8E-1
210		7,4E-6		7,8E-2		1,8E-1
215		7,5E-6		7,8E-2		1,8E-1
220		7,6E-6		7,8E-2		1,7E-1
225		7,6E-6		7,8E-2		1,7E-1
230		7,5E-6		7,8E-2		1,7E-1
235		7,5E-6		7,8E-2		1,7E-1
240		7,5E-6		7,8E-2		1,7E-1
245		7,6E-6		7,8E-2		1,7E-1
250		7,5E-6		7,8E-2		1,8E-1
255		7,6E-6		7,8E-2		1,8E-1
260		7,6E-6		7,8E-2		1,8E-1
265		7,6E-6		7,8E-2		1,8E-1
270		7,6E-6		7,8E-2		1,8E-1
275		7,4E-6		7,8E-2		1,8E-1
280		7,2E-6		7,8E-2		1,8E-1
285		7,4E-6		7,8E-2		1,7E-1
290		7,5E-6		7,8E-2		1,7E-1
295		7,5E-6		7,8E-2		1,8E-1
300		7,5E-6		7,8E-2		1,8E-1
305		7,7E-6		7,8E-2		1,8E-1
310		7,8E-6		7,8E-2		1,8E-1
315		7,6E-6		7,8E-2		1,8E-1
320		7,6E-6		7,8E-2		1,7E-1
325		7,6E-6		7,8E-2		1,7E-1
330		7,7E-6		7,8E-2		1,7E-1
335		7,7E-6		7,8E-2		1,7E-1
340		7,8E-6		7,8E-2		1,8E-1
345		7,8E-6		7,8E-2		1,8E-1
350		7,6E-6		7,8E-2		1,8E-1
355		7,5E-6		7,8E-2		1,8E-1
360		7,4E-6		7,8E-2		1,8E-1
365		7,6E-6		7,8E-2		1,7E-1
370		7,8E-6		7,8E-2		1,8E-1
375		7,8E-6		7,8E-2		1,8E-1
380		7,9E-6		7,8E-2		1,8E-1
385		7,9E-6		7,8E-2		1,8E-1
390		7,9E-6		7,8E-2		1,8E-1
395		7,8E-6		7,8E-2		1,8E-1
400		7,8E-6		7,8E-2		1,8E-1
405		7,8E-6		7,8E-2		1,8E-1
410		7,9E-6		7,8E-2		1,8E-1
415		7,9E-6		7,8E-2		1,7E-1
420		7,9E-6		7,8E-2		1,8E-1
425		7,8E-6		7,8E-2		1,8E-1
430		7,9E-6		7,8E-2		1,8E-1
435		7,7E-6		7,8E-2		1,8E-1
440		7,6E-6		7,8E-2		1,8E-1
445		7,5E-6		7,8E-2		1,8E-1
450		7,7E-6		7,8E-2		1,8E-1
455		7,8E-6		7,8E-2		1,8E-1
460		7,9E-6		7,8E-2		1,8E-1
465		7,8E-6		7,8E-2		1,8E-1
470		7,8E-6		7,8E-2		1,8E-1
475		7,7E-6		7,8E-2		1,8E-1
480		7,7E-6		7,8E-2		1,8E-1
485		7,7E-6		7,8E-2		1,8E-1
490		7,9E-6		7,8E-2		1,8E-1
495		8,0E-6		7,8E-2		1,8E-1
500		8,1E-6		7,8E-2		1,7E-1
505		8,1E-6		7,8E-2		1,8E-1
510		8,0E-6		7,8E-2		1,8E-1
515		8,0E-6		7,8E-2		1,8E-1
520		7,9E-6		7,8E-2		1,8E-1
525		8,0E-6		7,8E-2		1,8E-1
530		8,0E-6		7,8E-2		1,8E-1
535		8,0E-6		7,8E-2		1,7E-1
540		8,0E-6		7,8E-2		1,7E-1
545		8,0E-6		7,8E-2		1,7E-1
550		8,1E-6		7,8E-2		1,7E-1
555		8,1E-6		7,8E-2		1,7E-1
560		8,0E-6		7,8E-2		1,7E-1
565		8,0E-6		7,8E-2		1,7E-1
570		8,0E-6		7,8E-2		1,7E-1
575		7,9E-6		7,8E-2		1,8E-1
580		7,9E-6		7,8E-2		1,8E-1
585		7,9E-6		7,8E-2		1,7E-1
590		8,0E-6		7,8E-2		1,8E-1
595		8,0E-6		7,8E-2		1,7E-1
600		7,8E-6		7,8E-2		1,7E-1
605		7,7E-6		7,8E-2		1,7E-1
610		7,8E-6		7,8E-2		1,7E-1
615		7,9E-6		7,8E-2		1,8E-1
620		7,9E-6		7,8E-2		1,8E-1
625		7,9E-6		7,8E-2		1,7E-1
630		7,7E-6		7,8E-2		1,7E-1
635		7,6E-6		7,8E-2		1,7E-1
640		7,6E-6		7,8E-2		1,7E-1
645		7,7E-6		7,8E-2		1,7E-1
650		7,8E-6		7,8E-2		1,7E-1
655		7,9E-6		7,8E-2		1,7E-1
660		7,7E-6		7,8E-2		1,7E-1
665		7,6E-6		7,8E-2		1,7E-1
670		7,6E-6		7,8E-2		1,7E-1
675		7,8E-6		7,8E-2		1,7E-1
680		7,9E-6		7,8E-2		1,7E-1
685		7,7E-6		7,8E-2		1,7E-1
690		7,6E-6		7,8E-2		1,7E-1
695		7,7E-6		7,8E-2		1,7E-1
700		7,8E-6		7,8E-2		1,8E-1
705		7,8E-6		7,8E-2		1,7E-1
710		7,7E-6		7,8E-2		1,8E-1
715		7,7E-6		7,8E-2		1,8E-1
720		7,7E-6		7,8E-2		1,8E-1
725		7,7E-6		7,8E-2		1,7E-1
730		7,5E-6		7,8E-2		1,7E-1
735		7,4E-6		7,8E-2		1,7E-1
740		7,6E-6		7,8E-2		1,8E-1
745		7,8E-6		7,8E-2		1,7E-1
750		7,9E-6		7,8E-2		1,7E-1
755		7,8E-6		7,8E-2		1,7E-1
