Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		9,1E-2		3,9E-1		5,8E+2
5		9,1E-2		3,9E-1		5,8E+2
10		9,2E-2		3,9E-1		5,8E+2
15		9,3E-2		3,9E-1		5,8E+2
20		9,3E-2		3,9E-1		5,8E+2
25		9,3E-2		3,9E-1		5,8E+2
30		9,4E-2		3,9E-1		5,8E+2
35		9,4E-2		3,9E-1		5,8E+2
40		9,4E-2		3,9E-1		5,8E+2
45		9,4E-2		3,9E-1		5,8E+2
50		9,4E-2		3,9E-1		5,8E+2
55		9,4E-2		3,9E-1		5,8E+2
60		9,4E-2		3,9E-1		5,8E+2
65		9,4E-2		3,9E-1		5,8E+2
70		9,4E-2		3,9E-1		5,9E+2
75		9,4E-2		3,9E-1		5,8E+2
80		9,4E-2		3,9E-1		5,8E+2
85		9,4E-2		3,9E-1		5,8E+2
90		9,4E-2		3,9E-1		5,8E+2
95		9,4E-2		3,9E-1		5,8E+2
100		9,4E-2		3,9E-1		5,9E+2
105		9,5E-2		3,9E-1		5,8E+2
110		9,5E-2		3,9E-1		5,9E+2
115		9,5E-2		3,9E-1		5,9E+2
120		9,5E-2		3,9E-1		5,9E+2
125		9,5E-2		3,9E-1		5,9E+2
130		9,5E-2		3,9E-1		5,8E+2
135		9,5E-2		3,9E-1		5,8E+2
140		9,5E-2		3,9E-1		5,8E+2
145		9,5E-2		3,9E-1		5,8E+2
150		9,5E-2		3,9E-1		5,8E+2
155		9,5E-2		3,9E-1		5,8E+2
160		9,5E-2		3,9E-1		5,8E+2
165		9,6E-2		3,9E-1		5,8E+2
170		9,6E-2		3,9E-1		5,8E+2
175		9,6E-2		3,9E-1		5,8E+2
180		9,6E-2		3,9E-1		5,8E+2
185		9,6E-2		3,9E-1		5,9E+2
190		9,7E-2		3,9E-1		5,8E+2
195		9,7E-2		3,9E-1		5,8E+2
200		9,8E-2		3,9E-1		5,8E+2
205		9,8E-2		3,9E-1		5,8E+2
210		9,7E-2		3,9E-1		5,8E+2
215		9,8E-2		3,9E-1		5,8E+2
220		9,8E-2		3,9E-1		5,8E+2
225		9,8E-2		3,9E-1		5,8E+2
230		9,8E-2		3,9E-1		5,8E+2
235		9,7E-2		3,9E-1		5,9E+2
240		9,8E-2		3,9E-1		5,8E+2
245		9,8E-2		3,9E-1		5,9E+2
250		9,8E-2		3,9E-1		5,9E+2
255		9,8E-2		3,9E-1		5,9E+2
260		9,8E-2		3,9E-1		5,8E+2
265		9,8E-2		3,9E-1		5,8E+2
270		9,8E-2		3,9E-1		5,8E+2
275		9,8E-2		3,9E-1		5,8E+2
280		9,8E-2		3,9E-1		5,8E+2
285		9,8E-2		3,9E-1		5,8E+2
290		9,8E-2		3,9E-1		5,8E+2
295		9,8E-2		3,9E-1		5,8E+2
300		9,8E-2		3,9E-1		5,9E+2
305		9,8E-2		3,9E-1		5,9E+2
310		9,8E-2		3,9E-1		5,9E+2
315		9,8E-2		3,9E-1		5,9E+2
320		9,8E-2		3,9E-1		5,9E+2
325		9,8E-2		3,9E-1		5,8E+2
330		9,9E-2		3,9E-1		5,9E+2
335		9,9E-2		3,9E-1		5,9E+2
340		9,9E-2		3,9E-1		5,9E+2
345		9,9E-2		3,9E-1		5,8E+2
350		9,8E-2		3,9E-1		5,8E+2
355		9,9E-2		3,9E-1		5,8E+2
360		9,8E-2		3,9E-1		5,8E+2
365		9,8E-2		3,9E-1		5,8E+2
370		9,8E-2		3,9E-1		5,8E+2
375		9,8E-2		3,9E-1		5,8E+2
380		9,8E-2		3,9E-1		5,8E+2
385		9,8E-2		3,9E-1		5,8E+2
390		9,9E-2		3,9E-1		5,8E+2
395		9,9E-2		3,9E-1		5,8E+2
400		9,9E-2		3,9E-1		5,8E+2
405		9,9E-2		3,9E-1		5,8E+2
410		9,9E-2		3,9E-1		5,8E+2
415		9,9E-2		3,9E-1		5,8E+2
420		9,9E-2		3,9E-1		5,8E+2
425		9,9E-2		3,9E-1		5,8E+2
430		1,0E-1		3,9E-1		5,8E+2
