Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		0,0E+0		0,0E+0		4,3E-6
10		1,3E-7		0,0E+0		6,4E-4
15		9,4E-4		0,0E+0		7,2E-2
20		2,4E-1		0,0E+0		1,4E+0
25		2,4E-1		0,0E+0		1,4E+0
30		2,4E-1		0,0E+0		1,4E+0
35		2,4E-1		0,0E+0		1,4E+0
40		2,4E-1		0,0E+0		1,4E+0
45		2,4E-1		0,0E+0		1,4E+0
50		2,4E-1		0,0E+0		1,4E+0
55		2,4E-1		0,0E+0		1,4E+0
60		2,4E-1		0,0E+0		1,4E+0
65		2,4E-1		0,0E+0		1,4E+0
70		2,4E-1		0,0E+0		1,4E+0
75		2,4E-1		0,0E+0		1,4E+0
80		2,4E-1		0,0E+0		1,4E+0
85		2,4E-1		0,0E+0		1,4E+0
90		2,4E-1		0,0E+0		1,4E+0
95		2,4E-1		0,0E+0		1,4E+0
100		2,4E-1		0,0E+0		1,4E+0
105		2,4E-1		0,0E+0		1,4E+0
110		2,4E-1		0,0E+0		1,4E+0
115		2,4E-1		0,0E+0		1,4E+0
120		2,4E-1		0,0E+0		1,4E+0
125		2,4E-1		0,0E+0		1,3E+0
130		2,4E-1		9,7E-3		1,1E+0
135		2,4E-1		2,1E-2		9,9E-1
140		2,4E-1		3,7E-2		8,7E-1
145		2,4E-1		4,7E-2		7,7E-1
150		2,4E-1		6,2E-2		6,8E-1
155		2,4E-1		7,4E-2		6,1E-1
160		2,4E-1		8,9E-2		5,4E-1
165		2,4E-1		1,0E-1		4,9E-1
170		2,4E-1		1,0E-1		4,4E-1
175		2,4E-1		1,2E-1		5,5E-1
180		2,4E-1		1,2E-1		8,0E-1
185		2,4E-1		1,3E-1		1,2E+0
190		2,4E-1		1,4E-1		1,3E+0
195		2,4E-1		1,4E-1		1,2E+0
200		2,4E-1		1,5E-1		1,2E+0
205		2,4E-1		1,6E-1		1,2E+0
210		2,3E-1		1,6E-1		1,2E+0
215		2,3E-1		1,7E-1		1,2E+0
220		2,3E-1		1,8E-1		1,2E+0
225		2,3E-1		1,8E-1		1,2E+0
230		2,3E-1		1,9E-1		1,2E+0
235		2,3E-1		2,0E-1		1,2E+0
240		2,3E-1		2,0E-1		1,2E+0
245		2,3E-1		2,1E-1		1,2E+0
250		2,3E-1		2,2E-1		1,2E+0
255		2,3E-1		2,2E-1		1,2E+0
260		2,3E-1		2,3E-1		1,2E+0
265		2,2E-1		2,4E-1		1,2E+0
270		2,2E-1		2,4E-1		1,2E+0
275		2,2E-1		2,5E-1		1,2E+0
280		2,2E-1		2,6E-1		1,2E+0
285		2,2E-1		2,6E-1		1,2E+0
290		2,2E-1		2,7E-1		1,2E+0
295		2,2E-1		2,9E-1		1,2E+0
300		2,2E-1		3,0E-1		1,2E+0
305		2,2E-1		3,1E-1		1,2E+0
310		2,2E-1		3,3E-1		1,2E+0
315		2,2E-1		3,4E-1		1,2E+0
320		2,2E-1		3,5E-1		1,1E+0
325		2,2E-1		3,6E-1		1,1E+0
330		2,2E-1		3,7E-1		1,1E+0
335		2,1E-1		3,7E-1		1,1E+0
340		2,1E-1		3,8E-1		1,1E+0
345		1,8E-1		3,8E-1		9,7E-1
350		1,4E-1		3,5E-1		7,6E-1
355		9,2E-2		3,3E-1		5,6E-1
360		6,5E-2		3,1E-1		4,4E-1
365		4,6E-2		2,7E-1		3,5E-1
370		3,3E-2		2,4E-1		3,0E-1
375		2,5E-2		2,1E-1		2,6E-1
380		1,9E-2		1,8E-1		2,3E-1
385		1,5E-2		1,4E-1		2,2E-1
390		1,2E-2		1,1E-1		2,1E-1
395		9,8E-3		7,0E-2		2,0E-1
400		8,3E-3		4,3E-2		1,9E-1
405		7,3E-3		2,7E-2		1,9E-1
410		6,4E-3		1,2E-2		1,8E-1
415		5,6E-3		5,8E-3		1,8E-1
420		5,0E-3		0,0E+0		1,8E-1
425		3,6E-3		0,0E+0		1,8E-1
430		1,5E-3		0,0E+0		1,8E-1
435		6,5E-4		0,0E+0		1,8E-1
440		3,7E-4		0,0E+0		1,8E-1
445		3,0E-4		0,0E+0		1,8E-1
450		2,7E-4		0,0E+0		1,7E-1
455		2,3E-4		0,0E+0		1,7E-1
460		2,0E-4		0,0E+0		1,7E-1
465		2,1E-4		0,0E+0		1,7E-1
470		2,3E-4		0,0E+0		1,7E-1
475		2,6E-4		0,0E+0		1,7E-1
480		2,3E-4		0,0E+0		1,7E-1
485		2,0E-4		0,0E+0		1,7E-1
490		2,0E-4		0,0E+0		1,7E-1
495		2,0E-4		0,0E+0		1,7E-1
500		1,8E-4		0,0E+0		1,7E-1
505		1,6E-4		0,0E+0		1,7E-1
510		1,4E-4		0,0E+0		1,7E-1
515		1,3E-4		0,0E+0		1,7E-1
520		1,2E-4		0,0E+0		1,7E-1
525		1,1E-4		0,0E+0		1,7E-1
530		8,6E-5		0,0E+0		1,7E-1
535		7,4E-5		0,0E+0		1,7E-1
540		7,1E-5		0,0E+0		1,7E-1
545		6,8E-5		0,0E+0		1,7E-1
550		6,0E-5		0,0E+0		1,7E-1
555		5,5E-5		0,0E+0		1,7E-1
560		5,5E-5		0,0E+0		1,7E-1
565		5,6E-5		0,0E+0		1,7E-1
570		5,6E-5		0,0E+0		1,7E-1
575		5,4E-5		0,0E+0		1,7E-1
580		5,3E-5		0,0E+0		1,7E-1
585		5,1E-5		0,0E+0		1,7E-1
590		4,7E-5		0,0E+0		1,7E-1
595		4,4E-5		0,0E+0		1,7E-1
600		4,4E-5		3,9E-3		1,7E-1
605		4,3E-5		9,7E-3		1,7E-1
610		4,5E-5		1,2E-2		1,7E-1
615		4,7E-5		1,7E-2		1,7E-1
620		5,5E-5		2,3E-2		1,7E-1
625		5,6E-5		3,1E-2		1,7E-1
630		5,3E-5		3,7E-2		1,7E-1
635		5,0E-5		4,5E-2		1,7E-1
640		5,2E-5		5,0E-2		1,7E-1
645		6,0E-5		5,8E-2		1,8E+0
650		6,5E-5		6,4E-2		5,6E+1
655		6,0E-5		7,2E-2		7,6E+2
660		5,7E-5		7,2E-2		7,6E+2
665		5,8E-5		7,6E-2		7,6E+2
670		6,1E-5		7,8E-2		7,6E+2
675		6,5E-5		7,8E-2		7,6E+2
680		7,0E-5		7,8E-2		7,6E+2
685		8,0E-5		7,8E-2		7,6E+2
690		8,3E-5		7,8E-2		7,6E+2
695		1,0E-4		7,8E-2		7,6E+2
700		1,2E-4		7,8E-2		7,6E+2
705		1,3E-4		7,8E-2		7,6E+2
710		1,4E-4		7,8E-2		7,6E+2
715		1,5E-4		7,8E-2		7,6E+2
720		1,6E-4		7,8E-2		7,6E+2
725		1,5E-4		7,8E-2		7,6E+2
730		1,5E-4		7,8E-2		7,6E+2
735		1,2E-4		7,8E-2		7,6E+2
740		1,2E-4		7,8E-2		7,6E+2
745		1,2E-4		7,8E-2		7,6E+2
750		1,5E-4		7,8E-2		7,6E+2
755		1,5E-4		7,8E-2		7,6E+2
760		1,4E-4		7,8E-2		7,6E+2
765		1,2E-4		7,8E-2		7,6E+2
770		1,2E-4		7,8E-2		7,6E+2
775		1,4E-4		7,8E-2		7,6E+2
780		1,4E-4		7,8E-2		7,6E+2
785		1,3E-4		7,8E-2		7,6E+2
790		1,2E-4		7,8E-2		7,6E+2
795		1,2E-4		7,8E-2		7,6E+2
800		1,2E-4		7,8E-2		7,6E+2
805		1,2E-4		7,8E-2		7,6E+2
810		1,4E-4		7,8E-2		7,6E+2
815		1,5E-4		7,8E-2		7,6E+2
820		1,7E-4		7,8E-2		7,6E+2
825		1,7E-4		7,8E-2		7,6E+2
830		1,7E-4		7,8E-2		7,6E+2
835		2,0E-4		7,8E-2		7,6E+2
840		1,9E-4		7,8E-2		7,6E+2
845		1,8E-4		7,8E-2		7,6E+2
850		1,7E-4		7,8E-2		7,6E+2
855		1,8E-4		7,8E-2		7,6E+2
860		1,8E-4		7,8E-2		7,6E+2
865		1,9E-4		7,8E-2		7,6E+2
870		1,9E-4		7,8E-2		7,6E+2
875		1,9E-4		7,8E-2		7,6E+2
880		1,7E-4		7,8E-2		7,6E+2
885		1,6E-4		7,8E-2		7,6E+2
890		1,6E-4		7,8E-2		7,6E+2
895		1,6E-4		7,8E-2		7,6E+2
900		2,0E-4		7,8E-2		7,6E+2
905		2,4E-4		7,8E-2		7,6E+2
910		2,7E-4		7,8E-2		7,6E+2
915		2,1E-4		7,8E-2		7,6E+2
920		1,7E-4		7,8E-2		3,1E+2
925		1,5E-4		7,8E-2		8,6E+1
930		1,6E-4		7,8E-2		2,1E+1
935		1,6E-4		7,8E-2		1,1E+1
940		1,6E-4		7,8E-2		7,0E+0
945		1,5E-4		7,8E-2		5,1E+0
950		1,5E-4		7,8E-2		3,9E+0
955		1,5E-4		7,8E-2		3,0E+0
960		1,5E-4		7,8E-2		2,5E+0
965		1,6E-4		7,8E-2		2,0E+0
970		1,7E-4		7,8E-2		1,7E+0
975		1,7E-4		7,8E-2		1,4E+0
980		1,9E-4		7,8E-2		1,2E+0
985		1,9E-4		7,8E-2		1,1E+0
990		1,9E-4		7,8E-2		9,3E-1
995		2,1E-4		7,8E-2		7,7E-1
1000		2,2E-4		7,8E-2		4,2E-1
1005		2,3E-4		7,8E-2		2,4E-1
1010		2,3E-4		7,8E-2		1,8E-1
1015		2,3E-4		7,8E-2		1,8E-1
1020		2,1E-4		7,8E-2		1,8E-1
1025		1,8E-4		7,8E-2		1,8E-1
1030		1,6E-4		7,8E-2		1,8E-1
1035		1,3E-4		7,8E-2		1,8E-1
1040		1,1E-4		7,8E-2		1,8E-1
1045		9,9E-5		7,8E-2		1,8E-1
1050		9,7E-5		7,8E-2		1,8E-1
1055		9,8E-5		7,8E-2		1,8E-1
1060		9,8E-5		7,8E-2		1,8E-1
1065		9,5E-5		7,8E-2		1,7E-1
1070		9,3E-5		7,8E-2		1,7E-1
