Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
1165		5,3E-1		5,1E+2		3,2E+0
1170		3,6E-1		4,9E+2		2,0E+0
1175		2,4E-1		4,3E+2		1,3E+0
1180		1,6E-1		3,9E+2		9,0E-1
1185		1,2E-1		3,5E+2		6,4E-1
1190		8,9E-2		3,0E+2		4,1E-1
1195		7,6E-2		2,6E+2		2,6E-1
1200		7,2E-2		2,1E+2		1,9E-1
1205		7,2E-2		1,7E+2		2,1E-1
1210		7,3E-2		1,2E+2		2,3E-1
1215		7,3E-2		7,9E+1		2,3E-1
1220		7,4E-2		2,7E+1		2,0E-1
1225		7,5E-2		8,2E-1		1,8E-1
1230		7,5E-2		2,5E-1		1,8E-1
1235		7,5E-2		1,7E-1		1,8E-1
1240		7,5E-2		1,7E-1		1,7E-1
1245		7,6E-2		1,6E-1		1,7E-1
1250		7,6E-2		1,6E-1		1,7E-1
1255		7,7E-2		1,6E-1		1,7E-1
1260		7,7E-2		1,6E-1		1,7E-1
1265		7,7E-2		1,6E-1		1,7E-1
1270		7,7E-2		1,6E-1		1,7E-1
1275		7,8E-2		1,6E-1		1,7E-1
1280		7,8E-2		1,6E-1		1,7E-1
1285		7,8E-2		1,6E-1		1,7E-1
1290		7,8E-2		1,6E-1		1,7E-1
1295		7,8E-2		1,6E-1		1,7E-1
1300		7,9E-2		1,6E-1		1,7E-1
1305		7,9E-2		1,6E-1		1,7E-1
1310		8,0E-2		1,6E-1		1,7E-1
1315		8,0E-2		1,6E-1		1,7E-1
1320		8,0E-2		1,6E-1		1,7E-1
1325		8,0E-2		1,6E-1		1,7E-1
1330		8,1E-2		1,6E-1		1,7E-1
1335		8,1E-2		1,6E-1		1,7E-1
1340		8,1E-2		1,6E-1		1,7E-1
1345		8,1E-2		1,6E-1		1,7E-1
1350		8,1E-2		1,6E-1		1,7E-1
1355		8,1E-2		1,6E-1		1,7E-1
1360		8,1E-2		1,6E-1		1,7E-1
1365		8,2E-2		1,6E-1		1,7E-1
1370		8,2E-2		1,6E-1		1,7E-1
1375		8,2E-2		1,6E-1		1,7E-1
1380		8,2E-2		1,6E-1		1,7E-1
1385		8,2E-2		1,6E-1		1,7E-1
1390		8,2E-2		1,6E-1		1,7E-1
1395		8,2E-2		1,6E-1		1,7E-1
1400		8,3E-2		1,6E-1		1,7E-1
1405		8,4E-2		1,6E-1		1,7E-1
1410		8,4E-2		1,6E-1		1,7E-1
1415		8,4E-2		1,6E-1		1,7E-1
1420		8,4E-2		1,6E-1		1,7E-1
1425		8,4E-2		1,6E-1		1,7E-1
1430		8,4E-2		1,6E-1		1,7E-1
1435		8,4E-2		1,6E-1		1,7E-1
1440		8,4E-2		1,6E-1		1,7E-1
1445		8,4E-2		1,6E-1		1,7E-1
1450		8,4E-2		1,6E-1		1,7E-1
1455		8,4E-2		1,6E-1		1,7E-1
1460		8,4E-2		1,6E-1		1,7E-1
1465		8,4E-2		1,6E-1		1,7E-1
1470		8,4E-2		1,6E-1		1,7E-1
1475		8,4E-2		1,6E-1		1,7E-1
1480		8,4E-2		1,6E-1		1,7E-1
1485		8,5E-2		1,6E-1		1,7E-1
1490		8,5E-2		1,6E-1		1,7E-1
1495		8,5E-2		1,6E-1		1,7E-1
1500		8,5E-2		1,6E-1		1,7E-1
1505		8,5E-2		1,6E-1		1,7E-1
1510		8,5E-2		1,6E-1		1,7E-1
1515		8,5E-2		1,6E-1		1,7E-1
1520		8,6E-2		1,6E-1		1,7E-1
1525		8,6E-2		1,6E-1		1,7E-1
1530		8,6E-2		1,6E-1		1,7E-1
1535		8,7E-2		1,6E-1		1,7E-1
1540		8,7E-2		1,6E-1		1,7E-1
1545		8,7E-2		1,6E-1		1,7E-1
1550		8,6E-2		1,6E-1		1,7E-1
1555		8,7E-2		1,6E-1		1,7E-1
1560		8,7E-2		1,6E-1		1,7E-1
1565		8,7E-2		1,6E-1		1,7E-1
1570		8,7E-2		1,6E-1		1,7E-1
1575		8,7E-2		1,6E-1		1,7E-1
1580		8,7E-2		1,6E-1		1,7E-1
1585		8,7E-2		1,6E-1		1,7E-1
1590		8,7E-2		1,6E-1		1,7E-1
1595		8,8E-2		1,6E-1		1,7E-1
1600		8,8E-2		1,6E-1		1,7E-1
1605		8,8E-2		1,6E-1		1,7E-1
1610		8,7E-2		1,6E-1		1,7E-1
1615		8,8E-2		1,6E-1		1,7E-1
1620		8,8E-2		1,6E-1		1,7E-1
1625		8,8E-2		1,6E-1		1,7E-1
1630		8,8E-2		1,6E-1		1,7E-1
1635		8,8E-2		1,6E-1		1,7E-1
1640		8,8E-2		1,6E-1		1,7E-1
1645		8,8E-2		1,6E-1		1,7E-1
1650		8,8E-2		1,6E-1		1,7E-1
1655		8,8E-2		1,6E-1		1,7E-1
1660		8,8E-2		1,6E-1		1,7E-1
1665		8,8E-2		1,6E-1		1,7E-1
1670		8,8E-2		1,6E-1		1,7E-1
1675		8,8E-2		1,6E-1		1,7E-1
1680		8,8E-2		1,6E-1		1,7E-1
1685		8,8E-2		1,6E-1		1,7E-1
1690		8,8E-2		1,6E-1		1,7E-1
1695		8,8E-2		1,6E-1		1,7E-1
1700		8,9E-2		1,6E-1		1,7E-1
1705		8,9E-2		1,6E-1		1,7E-1
1710		8,9E-2		1,6E-1		1,7E-1
1715		8,9E-2		1,6E-1		1,7E-1
1720		8,9E-2		1,6E-1		1,7E-1
1725		8,9E-2		1,6E-1		1,7E-1
1730		8,9E-2		1,6E-1		1,7E-1
1735		9,0E-2		1,6E-1		1,7E-1
1740		9,0E-2		1,6E-1		1,7E-1
1745		9,0E-2		1,6E-1		1,7E-1
1750		8,9E-2		1,6E-1		1,7E-1
1755		9,0E-2		1,6E-1		1,7E-1
1760		9,0E-2		1,6E-1		1,7E-1
1765		9,0E-2		1,6E-1		1,7E-1
1770		9,0E-2		1,6E-1		1,7E-1
1775		9,0E-2		1,6E-1		1,7E-1
1780		9,0E-2		1,6E-1		1,7E-1
1785		9,0E-2		1,6E-1		1,7E-1
1790		9,0E-2		1,6E-1		1,7E-1
1795		9,0E-2		1,6E-1		1,7E-1
1800		9,0E-2		1,6E-1		1,7E-1
1805		9,1E-2		1,6E-1		1,7E-1
1810		9,1E-2		1,6E-1		1,7E-1
1815		9,1E-2		1,6E-1		1,7E-1
1820		9,1E-2		1,6E-1		1,7E-1
1825		9,1E-2		1,6E-1		1,7E-1
1830		9,1E-2		1,6E-1		1,7E-1
1835		9,1E-2		1,6E-1		1,7E-1
1840		9,1E-2		1,6E-1		1,7E-1
1845		9,1E-2		1,6E-1		1,7E-1
1850		9,1E-2		1,6E-1		1,7E-1
1855		9,1E-2		1,6E-1		1,7E-1
1860		9,1E-2		1,6E-1		1,7E-1
1865		9,1E-2		1,6E-1		1,7E-1
1870		9,1E-2		1,6E-1		1,7E-1
1875		9,1E-2		1,6E-1		1,7E-1
1880		9,1E-2		1,6E-1		1,7E-1
1885		9,1E-2		1,6E-1		1,7E-1
1890		9,1E-2		1,6E-1		1,7E-1
1895		9,1E-2		1,6E-1		1,7E-1
1900		9,1E-2		1,6E-1		1,7E-1
1905		9,1E-2		1,6E-1		1,7E-1
1910		9,1E-2		1,6E-1		1,7E-1
1915		9,1E-2		1,6E-1		1,7E-1
1920		9,1E-2		1,6E-1		1,7E-1
1925		9,1E-2		1,6E-1		1,7E-1
1930		9,2E-2		1,6E-1		1,7E-1
1935		9,1E-2		1,6E-1		1,7E-1
1940		9,1E-2		1,6E-1		1,7E-1
1945		9,1E-2		1,6E-1		1,7E-1
1950		9,1E-2		1,6E-1		1,7E-1
1955		9,2E-2		1,6E-1		1,7E-1
1960		9,2E-2		1,6E-1		1,7E-1
1965		9,2E-2		1,6E-1		1,7E-1
1970		9,1E-2		1,6E-1		1,7E-1
1975		9,1E-2		1,6E-1		1,7E-1
1980		9,1E-2		1,6E-1		1,7E-1
1985		9,1E-2		1,6E-1		1,7E-1
1990		9,2E-2		1,6E-1		1,7E-1
1995		9,2E-2		1,6E-1		1,7E-1
2000		9,2E-2		1,6E-1		1,7E-1
2005		9,2E-2		1,6E-1		1,7E-1
2010		9,2E-2		1,6E-1		1,7E-1
2015		9,2E-2		1,6E-1		1,7E-1
2020		9,2E-2		1,6E-1		1,7E-1
2025		9,2E-2		1,6E-1		1,7E-1
2030		9,2E-2		1,6E-1		1,7E-1
2035		9,3E-2		1,6E-1		1,7E-1
2040		9,3E-2		1,6E-1		1,7E-1
2045		9,3E-2		1,6E-1		1,7E-1
2050		9,3E-2		1,6E-1		1,7E-1
2055		9,3E-2		1,6E-1		1,7E-1
2060		9,3E-2		1,6E-1		1,7E-1
2065		9,3E-2		1,6E-1		1,7E-1
2070		9,3E-2		1,6E-1		1,7E-1
2075		9,3E-2		1,6E-1		1,7E-1
2080		9,3E-2		1,6E-1		1,7E-1
2085		9,3E-2		1,6E-1		1,7E-1
2090		9,3E-2		1,6E-1		1,7E-1
2095		9,4E-2		1,6E-1		1,7E-1
2100		9,4E-2		1,6E-1		1,7E-1
2105		9,4E-2		1,6E-1		1,7E-1
2110		9,4E-2		1,6E-1		1,7E-1
2115		9,4E-2		1,6E-1		1,7E-1
2120		9,4E-2		1,6E-1		1,7E-1
2125		9,4E-2		1,6E-1		1,7E-1
2130		9,4E-2		1,6E-1		1,7E-1
2135		9,4E-2		1,6E-1		1,7E-1
2140		9,4E-2		1,6E-1		1,7E-1
2145		9,3E-2		1,6E-1		1,7E-1
2150		9,3E-2		1,6E-1		1,7E-1
2155		9,3E-2		1,6E-1		1,7E-1
2160		9,4E-2		1,6E-1		1,7E-1
2165		9,3E-2		1,6E-1		1,7E-1
2170		9,3E-2		1,6E-1		1,7E-1
2175		9,3E-2		1,6E-1		1,7E-1
2180		9,4E-2		1,6E-1		1,7E-1
2185		9,4E-2		1,6E-1		1,7E-1
2190		9,4E-2		1,6E-1		1,7E-1
2195		9,4E-2		1,6E-1		1,7E-1
2200		9,4E-2		1,6E-1		1,7E-1
2205		9,4E-2		1,6E-1		1,7E-1
2210		9,4E-2		1,6E-1		1,7E-1
2215		9,4E-2		1,6E-1		1,7E-1
2220		9,4E-2		1,6E-1		1,7E-1
2225		9,4E-2		1,6E-1		1,7E-1
2230		9,4E-2		1,6E-1		1,7E-1
2235		9,4E-2		1,6E-1		1,7E-1
2240		9,4E-2		1,6E-1		1,7E-1
2245		9,4E-2		1,6E-1		1,7E-1
2250		9,4E-2		1,6E-1		1,7E-1
2255		9,4E-2		1,6E-1		1,7E-1
2260		9,4E-2		1,6E-1		1,7E-1
2265		9,4E-2		1,6E-1		1,7E-1
2270		9,4E-2		1,6E-1		1,7E-1
2275		9,4E-2		1,6E-1		1,7E-1
2280		9,5E-2		1,6E-1		1,7E-1
2285		9,4E-2		1,6E-1		1,7E-1
2290		9,4E-2		1,6E-1		1,7E-1
2295		9,4E-2		1,6E-1		1,7E-1
2300		9,2E-2		1,6E-1		2,0E-1
2305		8,3E-2		1,6E-1		2,6E-1
2310		7,0E-2		1,6E-1		3,2E-1
2315		5,5E-2		1,6E-1		3,3E-1
2320		4,3E-2		1,6E-1		3,1E-1
2325		3,3E-2		1,6E-1		3,0E-1
2330		2,4E-2		1,6E-1		2,8E-1
2335		1,6E-2		1,6E-1		2,7E-1
2340		8,5E-3		1,6E-1		2,5E-1
2345		1,1E-3		1,5E-1		2,3E-1
2350		1,4E-4		1,4E-1		2,1E-1
2355		4,0E-5		1,3E-1		1,9E-1
2360		4,1E-5		1,3E-1		1,8E-1
2365		4,7E-5		1,2E-1		1,8E-1
2370		4,8E-5		1,1E-1		1,7E-1
2375		4,4E-5		1,1E-1		1,7E-1
2380		4,1E-5		1,0E-1		1,7E-1
2385		3,8E-5		9,5E-2		1,7E-1
2390		3,6E-5		8,7E-2		1,7E-1
2395		3,4E-5		7,9E-2		1,7E-1
2400		3,3E-5		7,8E-2		1,7E-1
2405		3,2E-5		7,8E-2		1,7E-1
2410		3,1E-5		7,8E-2		1,7E-1
2415		3,0E-5		7,8E-2		1,7E-1
2420		2,9E-5		7,8E-2		1,7E-1
2425		2,8E-5		7,8E-2		1,7E-1
2430		2,7E-5		7,8E-2		1,7E-1
2435		2,7E-5		7,8E-2		1,7E-1
2440		2,6E-5		7,8E-2		1,7E-1
2445		2,6E-5		7,8E-2		1,7E-1
2450		2,5E-5		7,8E-2		1,7E-1
2455		2,4E-5		7,8E-2		1,7E-1
2460		2,4E-5		7,8E-2		1,7E-1
2465		2,4E-5		7,8E-2		1,7E-1
2470		2,3E-5		7,8E-2		1,7E-1
2475		2,3E-5		7,8E-2		1,7E-1
2480		2,2E-5		7,8E-2		1,7E-1
2485		2,2E-5		7,8E-2		1,7E-1
2490		2,2E-5		7,8E-2		1,7E-1
2495		2,1E-5		7,8E-2		1,7E-1
2500		2,1E-5		7,8E-2		1,7E-1
2505		2,0E-5		7,8E-2		1,7E-1
2510		2,0E-5		7,8E-2		1,7E-1
2515		2,0E-5		7,8E-2		1,7E-1
2520		1,9E-5		7,8E-2		1,7E-1
2525		1,9E-5		7,8E-2		1,7E-1
2530		1,9E-5		7,8E-2		1,7E-1
2535		1,8E-5		7,8E-2		1,7E-1
2540		1,8E-5		7,8E-2		1,7E-1
2545		1,7E-5		7,8E-2		1,7E-1
2550		1,7E-5		7,8E-2		1,7E-1
2555		1,6E-5		7,8E-2		1,7E-1
2560		1,6E-5		7,8E-2		1,7E-1
2565		1,5E-5		7,8E-2		1,7E-1
2570		1,4E-5		7,8E-2		1,7E-1
2575		1,3E-5		7,8E-2		1,7E-1
2580		1,3E-5		7,8E-2		1,7E-1
2585		1,2E-5		7,8E-2		1,7E-1
2590		1,1E-5		7,8E-2		1,7E-1
2595		1,1E-5		7,8E-2		1,7E-1
2600		9,8E-6		7,8E-2		1,7E-1
2605		9,2E-6		7,8E-2		1,7E-1
2610		9,0E-6		7,8E-2		1,7E-1
2615		8,8E-6		7,8E-2		1,7E-1
2620		8,6E-6		7,8E-2		1,7E-1
2625		8,3E-6		7,8E-2		1,7E-1
2630		8,1E-6		7,8E-2		1,7E-1
2635		7,8E-6		7,8E-2		1,7E-1
2640		7,6E-6		7,8E-2		1,7E-1
2645		7,5E-6		7,8E-2		1,7E-1
2650		7,5E-6		7,8E-2		1,7E-1
2655		7,3E-6		7,8E-2		1,7E-1
2660		7,2E-6		7,8E-2		1,7E-1
2665		7,1E-6		7,8E-2		1,7E-1
2670		7,0E-6		7,8E-2		1,7E-1
2675		6,9E-6		7,8E-2		1,7E-1
2680		6,8E-6		7,8E-2		1,7E-1
2685		6,6E-6		7,8E-2		1,7E-1
2690		6,6E-6		7,8E-2		1,7E-1
2695		6,4E-6		7,8E-2		1,7E-1
2700		6,4E-6		7,8E-2		1,7E-1
2705		6,4E-6		7,8E-2		1,7E-1
2710		6,4E-6		7,8E-2		1,7E-1
2715		6,3E-6		7,8E-2		1,7E-1
2720		6,2E-6		7,8E-2		1,7E-1
2725		6,1E-6		7,8E-2		1,7E-1
2730		5,9E-6		7,8E-2		1,7E-1
2735		5,8E-6		7,8E-2		1,7E-1
2740		5,7E-6		7,8E-2		1,7E-1
2745		5,7E-6		7,8E-2		1,7E-1
2750		5,8E-6		7,8E-2		1,7E-1
2755		5,8E-6		7,8E-2		1,7E-1
2760		5,7E-6		7,8E-2		1,7E-1
2765		5,7E-6		7,8E-2		1,7E-1
2770		5,7E-6		7,8E-2		1,7E-1
2775		5,7E-6		7,8E-2		1,7E-1
2780		5,6E-6		7,8E-2		1,7E-1
2785		5,6E-6		7,8E-2		1,7E-1
2790		5,5E-6		7,8E-2		1,7E-1
2795		5,4E-6		7,8E-2		1,7E-1
2800		5,4E-6		7,8E-2		1,7E-1
2805		5,5E-6		7,8E-2		1,7E-1
2810		5,5E-6		7,8E-2		1,7E-1
2815		5,4E-6		7,8E-2		1,7E-1
2820		5,3E-6		7,8E-2		1,7E-1
2825		5,2E-6		7,8E-2		1,7E-1
2830		5,2E-6		7,8E-2		1,7E-1
2835		5,1E-6		7,8E-2		1,7E-1
2840		5,2E-6		7,8E-2		1,7E-1
2845		5,1E-6		7,8E-2		1,7E-1
2850		5,1E-6		7,8E-2		1,7E-1
2855		5,0E-6		7,8E-2		1,7E-1
2860		5,0E-6		7,8E-2		1,7E-1
2865		4,9E-6		7,8E-2		1,7E-1
2870		4,8E-6		7,8E-2		1,7E-1
2875		4,8E-6		7,8E-2		1,7E-1
2880		4,8E-6		7,8E-2		1,7E-1
2885		4,8E-6		7,8E-2		1,7E-1
2890		4,8E-6		7,8E-2		1,7E-1
2895		4,7E-6		7,8E-2		1,7E-1
2900		4,7E-6		7,8E-2		1,7E-1
2905		4,7E-6		7,8E-2		1,7E-1
2910		4,6E-6		7,8E-2		1,7E-1
2915		4,6E-6		7,8E-2		1,7E-1
2920		4,5E-6		7,8E-2		1,7E-1
