Süre	1. Bölge	2. Bölge	3. Bölge	Isýnma	Soðutma 
(Sn)	(ºC)		(ºC)		(ºC)		(ºC)	(ºC)
       	Mavi		Kýrmýzý		Yeþil		Turuncu	Sarý
0	20		23		21		22	16
1	20		23		21		22	16
2	20		23		21		22	16
3	21		23		21		22	16
4	21		23		21		22	16
5	21		23		21		22	16
6	21		23		21		22	16
7	21		23		21		22	16
8	21		23		21		22	16
9	21		23		21		22	16
10	21		23		21		22	16
11	21		23		21		22	16
12	21		23		21		22	16
13	21		23		21		22	16
14	21		23		21		22	16
15	21		23		21		22	16
16	21		23		21		22	16
17	21		23		21		22	16
18	21		23		21		22	16
19	21		23		21		22	16
20	21		23		21		22	16
21	21		23		21		22	16
22	21		23		21		22	16
23	21		23		21		22	16
24	21		23		21		22	16
25	21		23		21		22	16
26	21		23		21		22	16
27	21		23		21		23	16
28	21		23		22		23	16
29	21		23		22		23	16
30	21		23		22		23	16
31	21		23		22		23	16
32	21		23		22		23	16
33	21		23		22		23	16
34	21		23		22		23	16
35	21		23		22		23	16
36	21		23		22		23	16
37	21		23		22		23	16
38	21		23		22		23	16
39	21		23		22		23	16
40	21		23		22		23	16
41	21		23		22		23	16
42	21		23		22		23	16
43	21		23		22		23	16
44	21		24		22		23	16
45	21		24		22		23	16
46	21		24		22		23	16
47	21		24		22		23	16
48	21		24		22		23	16
49	21		24		22		23	16
50	21		24		22		23	16
51	21		24		22		23	16
52	21		24		22		23	16
53	21		24		22		23	16
54	21		24		22		23	16
55	21		24		22		23	16
56	21		24		22		23	16
57	21		24		22		23	16
58	21		24		22		23	16
59	21		24		22		23	16
60	22		24		22		23	16
61	22		24		22		23	16
62	22		24		22		23	16
63	22		24		22		23	16
64	22		24		22		23	16
65	22		24		22		23	16
66	22		24		22		23	16
67	22		24		22		23	16
68	22		24		22		23	16
69	22		24		22		23	16
70	22		24		22		23	16
71	22		24		22		23	16
72	22		24		22		23	16
73	22		24		22		23	16
74	22		24		22		23	16
75	22		24		22		23	16
76	22		24		22		23	16
77	22		24		22		23	16
78	22		24		22		23	16
79	22		24		22		23	16
80	22		24		22		23	16
81	22		24		22		23	16
82	22		24		22		23	16
83	22		24		22		23	16
84	22		24		22		23	16
85	22		24		22		23	16
86	22		24		22		23	16
87	22		24		22		23	16
88	22		24		22		23	16
89	22		24		22		23	16
90	22		24		22		23	16
91	22		24		22		23	16
92	22		24		22		23	16
93	22		24		22		23	16
94	22		24		22		23	16
95	22		24		22		23	16
96	22		24		22		23	16
97	22		24		22		23	16
98	22		24		22		23	16
99	22		24		22		23	16
100	22		24		22		23	16
101	22		24		22		23	16
102	22		24		22		23	16
103	22		24		22		23	16
104	22		24		22		23	16
105	22		24		22		23	16
106	22		24		22		23	16
107	22		24		22		23	16
108	22		24		22		23	16
109	22		24		22		23	16
110	22		24		22		23	16
111	22		24		22		23	16
112	22		24		22		23	16
113	22		24		22		23	16
114	22		24		22		23	16
115	22		24		22		23	16
116	22		24		22		23	16
117	22		24		22		23	16
118	22		24		22		23	16
119	22		24		22		23	16
120	22		24		22		23	16
121	22		24		22		23	16
122	22		24		22		23	16
123	22		24		22		23	16
124	22		24		22		23	16
125	22		24		22		23	16
126	22		24		22		23	16
127	22		24		22		23	16
128	22		24		22		23	16
129	22		25		22		23	16
130	22		25		22		23	16
131	22		25		22		23	16
132	22		25		22		23	16
133	22		25		22		23	16
134	22		25		22		23	16
135	22		25		22		23	16
136	23		25		22		23	16
137	23		25		22		23	16
138	23		25		22		23	16
139	23		25		22		23	16
140	23		25		22		23	16
141	23		25		22		23	16
142	23		25		22		23	16
143	23		25		22		23	16
144	23		25		22		23	16
145	23		25		23		23	16
146	23		25		23		23	16
147	23		25		23		23	16
148	23		25		23		23	16
149	23		25		23		23	16
150	23		25		23		23	16
151	23		25		23		23	16
152	23		25		23		23	16
153	23		25		23		23	16
154	23		25		23		23	16
155	23		25		23		23	16
156	23		25		23		23	16
157	23		25		23		23	16
158	23		25		23		23	16
159	23		25		23		23	16
160	23		25		23		23	16
161	23		25		23		23	16
162	23		25		23		23	16
163	23		25		23		23	16
164	23		25		23		23	16
165	23		25		23		23	16
166	23		25		23		23	16
167	23		25		23		23	16
168	23		25		23		23	16
169	23		25		23		23	16
170	23		25		23		23	16
171	23		25		23		23	16
172	23		25		23		23	16
173	23		25		23		24	16
174	23		25		23		24	16
175	23		25		23		24	16
176	23		25		23		24	16
177	23		25		23		24	16
178	23		25		23		24	16
179	23		25		23		24	16
180	23		25		23		24	16
181	23		25		23		24	16
182	23		25		23		24	16
183	23		25		23		24	16
184	23		25		23		24	16
185	23		25		23		24	16
186	23		25		23		24	16
187	23		25		23		24	16
188	23		25		23		24	16
189	23		25		23		24	16
190	23		25		23		24	16
191	23		25		23		24	16
192	23		25		23		24	16
193	23		25		23		24	16
194	23		25		23		24	16
195	23		25		23		24	16
196	23		25		23		24	16
197	23		25		23		24	16
198	23		25		23		24	16
199	23		25		23		24	16
200	23		25		23		24	16
201	23		25		23		24	16
202	23		25		23		24	16
203	23		25		23		24	16
204	23		25		23		24	16
205	23		25		23		24	16
206	23		25		23		24	16
207	23		25		23		24	16
208	23		25		23		24	16
209	23		25		23		24	16
210	23		25		23		24	16
211	23		25		23		24	16
212	23		25		23		24	16
213	23		25		23		24	16
214	23		25		23		24	16
215	24		25		23		24	16
216	24		25		23		24	16
217	24		25		23		24	16
218	24		25		23		24	16
219	24		25		23		24	16
220	24		25		23		24	16
221	24		25		23		24	16
222	24		25		23		24	16
223	24		25		23		24	16
224	24		25		23		24	16
225	24		25		23		24	16
226	24		25		23		24	16
227	24		25		23		24	16
228	24		25		23		24	16
229	24		25		23		24	16
230	24		25		23		24	16
231	24		25		23		24	16
232	24		25		23		24	16
233	24		25		23		24	16
234	24		25		23		24	16
235	24		25		23		24	16
236	24		25		23		24	16
237	24		25		23		24	16
238	24		25		23		24	16
239	24		25		23		24	16
240	24		25		23		24	16
