Süre (Sn)	Basýnç (Torr)
0		1,3E-4
1		1,3E-4
2		1,3E-4
3		1,3E-4
4		1,3E-4
5		1,3E-4
6		1,3E-4
7		1,3E-4
8		1,3E-4
9		1,3E-4
10		1,3E-4
11		1,3E-4
12		1,4E-4
13		1,4E-4
14		1,4E-4
15		1,4E-4
16		1,4E-4
17		1,4E-4
18		1,4E-4
19		1,4E-4
20		1,4E-4
21		1,4E-4
22		1,4E-4
23		1,4E-4
24		1,4E-4
25		1,4E-4
26		1,4E-4
27		1,4E-4
28		1,4E-4
29		1,4E-4
30		1,4E-4
31		1,5E-4
32		1,5E-4
33		1,5E-4
34		1,5E-4
35		1,5E-4
36		1,5E-4
37		1,5E-4
38		1,5E-4
39		1,5E-4
40		1,5E-4
41		1,5E-4
42		1,5E-4
43		1,5E-4
44		1,5E-4
45		1,5E-4
46		1,5E-4
47		1,5E-4
48		1,5E-4
49		1,5E-4
50		1,5E-4
51		1,5E-4
52		1,5E-4
53		1,6E-4
54		1,6E-4
55		1,6E-4
56		1,6E-4
57		1,6E-4
58		1,6E-4
59		1,6E-4
60		1,6E-4
61		1,6E-4
62		1,6E-4
63		1,6E-4
64		1,6E-4
65		1,6E-4
66		1,6E-4
67		1,6E-4
68		1,6E-4
69		1,6E-4
70		1,6E-4
71		1,6E-4
72		1,6E-4
73		1,6E-4
74		1,6E-4
75		1,7E-4
76		1,7E-4
77		1,7E-4
78		1,7E-4
79		1,7E-4
80		1,7E-4
81		1,7E-4
82		1,7E-4
83		1,7E-4
84		1,7E-4
85		1,7E-4
86		1,7E-4
87		1,7E-4
88		1,7E-4
89		1,7E-4
90		1,7E-4
91		1,7E-4
92		1,7E-4
93		1,7E-4
94		1,7E-4
95		1,7E-4
96		1,7E-4
97		1,8E-4
98		1,8E-4
99		1,8E-4
100		1,8E-4
101		1,8E-4
102		1,8E-4
103		1,8E-4
104		1,8E-4
105		1,8E-4
106		1,8E-4
107		1,8E-4
108		1,8E-4
109		1,8E-4
110		1,8E-4
111		1,8E-4
112		1,8E-4
113		1,8E-4
114		1,9E-4
115		1,9E-4
116		1,9E-4
117		1,9E-4
