Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		9,5E-1		1,2E+0		1,6E+0
5		9,5E-1		0,0E+0		7,1E-6
10		7,6E-7		0,0E+0		5,3E-4
15		8,9E-3		0,0E+0		3,1E-2
20		9,6E-1		0,0E+0		2,1E-1
25		9,6E-1		0,0E+0		2,0E-1
30		9,6E-1		0,0E+0		2,0E-1
35		9,3E-1		0,0E+0		5,1E-1
40		8,0E-1		0,0E+0		1,5E+0
45		6,0E-1		0,0E+0		2,8E+0
50		4,2E-1		0,0E+0		2,2E+0
55		2,9E-1		0,0E+0		1,5E+0
60		2,0E-1		0,0E+0		1,1E+0
65		1,4E-1		8,8E-1		8,2E-1
70		1,0E-1		8,0E-1		6,2E-1
75		7,4E-2		6,9E-1		5,0E-1
80		7,6E-2		6,1E-1		5,1E-1
85		1,9E-1		5,5E-1		1,2E+0
90		6,0E-1		5,8E-1		4,5E+0
95		1,4E+0		7,0E-1		1,6E+1
100		1,7E+0		8,2E-1		2,7E+1
105		1,6E+0		9,4E-1		2,4E+1
110		1,4E+0		1,1E+0		1,5E+1
115		1,2E+0		1,2E+0		9,7E+0
120		1,0E+0		1,3E+0		7,5E+0
125		9,3E-1		1,4E+0		6,3E+0
130		8,7E-1		1,5E+0		5,7E+0
135		8,0E-1		1,6E+0		5,1E+0
140		7,1E-1		1,7E+0		4,3E+0
145		5,9E-1		1,7E+0		3,4E+0
150		5,0E-1		1,6E+0		2,8E+0
155		4,4E-1		1,4E+0		2,3E+0
160		3,9E-1		1,3E+0		2,1E+0
165		3,6E-1		1,2E+0		1,9E+0
170		3,5E-1		1,1E+0		1,8E+0
175		3,3E-1		9,9E-1		1,7E+0
180		3,2E-1		9,4E-1		1,6E+0
185		3,2E-1		8,6E-1		1,6E+0
190		3,3E-1		8,1E-1		1,6E+0
195		3,8E-1		7,7E-1		1,9E+0
200		4,7E-1		7,6E-1		2,3E+0
205		5,7E-1		7,6E-1		3,0E+0
210		6,2E-1		7,7E-1		3,4E+0
215		6,0E-1		7,8E-1		3,3E+0
220		4,9E-1		7,8E-1		2,6E+0
225		3,6E-1		7,7E-1		1,9E+0
230		2,6E-1		7,3E-1		1,4E+0
235		1,8E-1		7,0E-1		9,9E-1
240		1,3E-1		6,6E-1		7,5E-1
245		9,3E-2		6,2E-1		5,8E-1
250		6,7E-2		5,7E-1		4,6E-1
255		5,0E-2		5,5E-1		3,8E-1
260		3,8E-2		5,0E-1		3,3E-1
265		2,9E-2		4,1E-1		2,9E-1
270		2,4E-2		3,5E-1		2,6E-1
275		2,0E-2		2,9E-1		2,4E-1
280		1,8E-2		2,3E-1		2,2E-1
285		1,8E-2		2,0E-1		2,1E-1
290		1,8E-2		1,7E-1		2,0E-1
295		1,9E-2		1,6E-1		2,1E-1
300		1,9E-2		1,4E-1		2,1E-1
305		2,0E-2		1,4E-1		2,2E-1
310		1,3E-1		4,6E-1		2,2E-1
315		1,1E+0		1,1E+0		4,7E-1
320		1,1E+1		3,1E+0		1,3E+1
325		1,7E+1		5,2E+0		3,7E+2
330		2,6E+1		7,8E+0		7,6E+2
335		3,4E+1		1,3E+1		7,6E+2
340		4,8E+1		1,8E+1		7,6E+2
345		6,1E+1		2,6E+1		7,6E+2
350		7,3E+1		3,4E+1		7,6E+2
355		8,1E+1		4,4E+1		7,6E+2
360		8,3E+1		5,2E+1		7,6E+2
365		8,4E+1		6,2E+1		7,6E+2
370		8,4E+1		6,9E+1		7,6E+2
375		8,4E+1		7,6E+1		7,6E+2
380		8,5E+1		8,4E+1		7,6E+2
385		8,6E+1		9,1E+1		7,6E+2
390		8,7E+1		9,6E+1		7,6E+2
395		8,8E+1		9,9E+1		7,6E+2
400		8,9E+1		1,0E+2		7,6E+2
