Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		5,8E-3		5,2E+2		1,8E-1
5		5,4E-3		5,2E+2		1,8E-1
10		4,9E-3		5,2E+2		1,8E-1
15		4,5E-3		5,2E+2		1,8E-1
20		4,4E-3		5,2E+2		1,8E-1
25		4,3E-3		5,2E+2		1,8E-1
30		4,1E-3		5,2E+2		1,8E-1
35		2,5E-3		5,2E+2		1,8E-1
40		9,7E-4		5,2E+2		1,8E-1
45		3,4E-4		5,2E+2		1,8E-1
50		2,5E-4		5,2E+2		1,8E-1
55		2,4E-4		5,2E+2		1,8E-1
60		2,3E-4		5,2E+2		1,8E-1
65		2,3E-4		5,2E+2		1,8E-1
70		2,5E-4		5,2E+2		1,8E-1
75		2,7E-4		5,2E+2		1,8E-1
80		2,6E-4		5,2E+2		1,8E-1
85		2,4E-4		5,2E+2		1,8E-1
90		2,2E-4		5,2E+2		1,8E-1
95		2,0E-4		5,2E+2		1,8E-1
100		1,9E-4		5,2E+2		1,8E-1
105		1,8E-4		5,2E+2		1,8E-1
110		1,7E-4		5,2E+2		1,8E-1
115		1,7E-4		5,2E+2		1,8E-1
120		1,7E-4		5,2E+2		1,8E-1
125		1,6E-4		5,2E+2		1,8E-1
130		1,6E-4		5,2E+2		1,8E-1
135		1,5E-4		5,2E+2		1,8E-1
140		1,5E-4		5,2E+2		1,8E-1
145		1,8E-4		5,2E+2		1,8E-1
150		1,8E-4		5,2E+2		1,8E-1
155		1,7E-4		5,2E+2		1,8E-1
160		1,5E-4		5,2E+2		1,8E-1
165		1,4E-4		5,2E+2		1,8E-1
170		1,3E-4		5,2E+2		1,8E-1
175		1,2E-4		5,2E+2		1,8E-1
180		1,2E-4		5,2E+2		1,8E-1
185		1,2E-4		5,2E+2		1,8E-1
190		1,5E-4		5,2E+2		1,8E-1
195		2,1E-4		5,2E+2		1,8E-1
200		2,5E-4		5,2E+2		1,8E-1
205		2,2E-4		5,2E+2		1,8E-1
210		2,2E-4		5,2E+2		1,8E-1
215		2,3E-4		5,2E+2		1,8E-1
220		2,2E-4		5,2E+2		1,8E-1
225		1,8E-4		5,2E+2		1,8E-1
230		1,7E-4		5,2E+2		1,8E-1
235		1,8E-4		5,2E+2		1,8E-1
240		1,7E-4		5,2E+2		1,8E-1
245		1,4E-4		5,2E+2		1,8E-1
250		1,3E-4		5,2E+2		1,8E-1
255		1,3E-4		5,2E+2		1,8E-1
260		1,4E-4		5,2E+2		1,8E-1
265		1,5E-4		5,2E+2		1,8E-1
270		1,5E-4		5,2E+2		1,8E-1
275		1,3E-4		5,2E+2		1,8E-1
280		1,3E-4		5,2E+2		1,8E-1
285		1,4E-4		5,2E+2		1,8E-1
290		1,7E-4		5,2E+2		1,8E-1
295		1,6E-4		5,2E+2		1,8E-1
300		1,4E-4		5,2E+2		1,8E-1
305		1,1E-4		5,2E+2		1,8E-1
310		1,1E-4		5,2E+2		1,8E-1
315		1,2E-4		5,2E+2		1,7E-1
320		1,3E-4		5,2E+2		1,7E-1
325		1,3E-4		5,2E+2		1,8E-1
330		1,2E-4		5,2E+2		1,8E-1
335		1,1E-4		5,2E+2		1,8E-1
340		1,0E-4		5,2E+2		1,8E-1
345		1,0E-4		5,2E+2		1,8E-1
350		1,2E-4		5,2E+2		1,8E-1
355		1,4E-4		5,2E+2		1,7E-1
360		1,6E-4		5,2E+2		1,7E-1
365		1,5E-4		5,2E+2		1,7E-1
370		1,4E-4		5,2E+2		1,7E-1
375		1,1E-4		5,2E+2		1,7E-1
380		1,1E-4		5,2E+2		1,7E-1
385		1,2E-4		5,2E+2		1,7E-1
390		1,2E-4		5,2E+2		1,7E-1
395		1,0E-4		5,2E+2		1,7E-1
400		1,0E-4		5,2E+2		1,7E-1
405		1,0E-4		5,2E+2		1,7E-1
410		9,6E-5		5,2E+2		1,7E-1
415		8,5E-5		5,2E+2		1,7E-1
420		8,3E-5		5,2E+2		1,7E-1
425		8,9E-5		5,2E+2		1,7E-1
430		1,1E-4		5,2E+2		1,7E-1
435		1,5E-4		5,2E+2		1,7E-1
440		1,8E-4		5,2E+2		1,7E-1
445		1,6E-4		5,2E+2		1,7E-1
450		1,4E-4		5,2E+2		1,7E-1
455		1,4E-4		5,2E+2		1,7E-1
460		1,5E-4		5,2E+2		1,7E-1
465		1,5E-4		5,2E+2		1,7E-1
470		1,3E-4		5,2E+2		1,7E-1
475		1,2E-4		5,2E+2		1,7E-1
480		1,1E-4		5,2E+2		1,7E-1
485		1,2E-4		5,2E+2		1,7E-1
490		1,1E-4		5,2E+2		1,7E-1
495		1,2E-4		5,2E+2		1,7E-1
500		1,5E-4		5,2E+2		1,7E-1
505		1,8E-4		5,2E+2		1,7E-1
510		2,0E-4		5,2E+2		1,7E-1
515		2,0E-4		5,2E+2		1,7E-1
520		1,8E-4		5,2E+2		1,7E-1
525		1,5E-4		5,2E+2		1,7E-1
530		1,4E-4		5,2E+2		1,7E-1
535		1,2E-4		5,2E+2		1,7E-1
540		1,3E-4		5,2E+2		1,7E-1
545		1,3E-4		5,2E+2		1,7E-1
550		1,1E-4		5,2E+2		1,7E-1
