Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		4,3E-6		0,0E+0		1,8E-1
5		2,7E-6		0,0E+0		1,8E-1
10		1,3E-6		7,8E-2		1,8E-1
15		7,4E-7		7,8E-2		1,8E-1
20		7,3E-7		7,8E-2		1,8E-1
25		7,3E-7		7,8E-2		1,8E-1
30		7,2E-7		7,8E-2		1,8E-1
35		7,2E-7		7,8E-2		1,8E-1
40		7,1E-7		7,8E-2		1,8E-1
45		7,0E-7		7,8E-2		1,8E-1
50		7,0E-7		7,8E-2		1,8E-1
55		7,0E-7		7,8E-2		1,8E-1
60		7,0E-7		7,8E-2		1,8E-1
65		6,9E-7		7,8E-2		1,8E-1
70		6,9E-7		7,8E-2		1,8E-1
75		6,9E-7		7,8E-2		1,8E-1
80		6,9E-7		7,8E-2		1,8E-1
85		6,9E-7		7,8E-2		1,8E-1
90		6,9E-7		7,8E-2		1,8E-1
95		6,8E-7		7,8E-2		1,8E-1
100		6,9E-7		7,8E-2		1,8E-1
105		7,0E-7		7,8E-2		1,8E-1
110		7,1E-7		7,8E-2		1,8E-1
115		7,2E-7		7,8E-2		1,8E-1
120		7,4E-7		7,8E-2		1,8E-1
125		7,5E-7		7,8E-2		1,8E-1
130		7,6E-7		7,8E-2		1,8E-1
135		7,7E-7		7,8E-2		1,8E-1
140		7,8E-7		7,8E-2		1,8E-1
145		7,9E-7		7,8E-2		1,8E-1
150		8,0E-7		7,8E-2		1,8E-1
155		8,1E-7		7,8E-2		1,8E-1
160		9,9E-7		7,8E-2		1,8E-1
165		1,6E-6		7,8E-2		1,8E-1
170		3,0E-6		7,8E-2		1,8E-1
175		4,4E-6		7,8E-2		1,8E-1
180		5,0E-6		7,8E-2		1,8E-1
185		5,4E-6		7,8E-2		1,8E-1
190		5,9E-6		7,8E-2		1,8E-1
195		6,3E-6		7,8E-2		1,8E-1
200		6,7E-6		7,8E-2		1,9E-1
205		7,0E-6		7,8E-2		1,9E-1
210		7,4E-6		7,8E-2		1,9E-1
215		7,8E-6		7,8E-2		1,9E-1
220		8,3E-6		7,8E-2		1,9E-1
225		8,6E-6		7,8E-2		1,9E-1
230		9,0E-6		7,8E-2		1,9E-1
235		9,5E-6		7,8E-2		1,9E-1
240		1,0E-5		7,8E-2		1,9E-1
245		1,0E-5		7,8E-2		1,9E-1
250		1,1E-5		7,8E-2		1,9E-1
255		1,1E-5		7,8E-2		1,9E-1
260		1,2E-5		7,8E-2		1,9E-1
265		1,2E-5		7,8E-2		1,9E-1
270		1,3E-5		7,8E-2		1,9E-1
275		1,3E-5		7,8E-2		1,9E-1
280		1,4E-5		7,8E-2		1,9E-1
285		1,4E-5		7,8E-2		1,9E-1
290		1,4E-5		7,8E-2		1,9E-1
295		1,5E-5		7,8E-2		1,9E-1
300		1,5E-5		7,8E-2		1,9E-1
305		1,6E-5		7,8E-2		1,9E-1
310		1,6E-5		7,8E-2		1,9E-1
315		1,7E-5		7,8E-2		1,8E-1
320		1,7E-5		7,8E-2		1,8E-1
325		1,8E-5		7,8E-2		1,8E-1
330		1,8E-5		7,8E-2		1,8E-1
335		1,8E-5		7,8E-2		1,8E-1
340		1,9E-5		7,8E-2		1,8E-1
345		1,9E-5		7,8E-2		1,8E-1
350		2,0E-5		7,8E-2		1,8E-1
355		2,0E-5		7,8E-2		1,8E-1
360		2,1E-5		7,8E-2		1,8E-1
365		1,9E-5		7,8E-2		1,8E-1
370		1,1E-5		7,8E-2		1,8E-1
375		4,2E-6		7,8E-2		1,8E-1
380		1,8E-6		7,8E-2		1,8E-1
385		1,3E-6		7,8E-2		1,8E-1
390		1,2E-6		7,8E-2		1,8E-1
395		1,1E-6		7,8E-2		1,8E-1
400		1,0E-6		7,8E-2		1,8E-1
405		1,0E-6		7,8E-2		1,8E-1
410		9,7E-7		7,8E-2		1,8E-1
415		9,4E-7		7,8E-2		1,8E-1
420		9,2E-7		7,8E-2		1,8E-1
425		9,0E-7		7,8E-2		1,8E-1
430		8,9E-7		7,8E-2		1,8E-1
435		8,7E-7		7,8E-2		1,8E-1
440		8,5E-7		7,8E-2		1,8E-1
445		8,4E-7		7,8E-2		1,8E-1
450		8,4E-7		7,8E-2		1,8E-1
455		8,2E-7		7,8E-2		1,8E-1
460		8,2E-7		7,8E-2		1,8E-1
465		8,1E-7		7,8E-2		1,8E-1
470		8,1E-7		7,8E-2		1,8E-1
475		8,0E-7		7,8E-2		1,8E-1
480		8,0E-7		7,8E-2		1,8E-1
485		8,0E-7		7,8E-2		1,8E-1
490		7,9E-7		7,8E-2		1,8E-1
495		7,8E-7		7,8E-2		1,8E-1
500		7,8E-7		7,8E-2		1,8E-1
