Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
1045		1,9E-2		5,7E+2		7,6E+2
1050		2,0E-2		5,7E+2		7,6E+2
1055		2,0E-2		5,7E+2		7,6E+2
1060		2,0E-2		5,7E+2		7,6E+2
1065		2,0E-2		5,7E+2		7,6E+2
1070		2,0E-2		5,7E+2		7,6E+2
1075		2,0E-2		5,7E+2		7,6E+2
1080		2,1E-2		5,7E+2		7,6E+2
1085		2,1E-2		5,7E+2		7,6E+2
1090		2,1E-2		5,7E+2		7,6E+2
1095		2,1E-2		5,7E+2		7,6E+2
1100		2,1E-2		5,7E+2		7,6E+2
1105		2,2E-2		5,7E+2		7,6E+2
1110		2,2E-2		5,7E+2		7,6E+2
1115		2,2E-2		5,7E+2		7,6E+2
1120		2,2E-2		5,7E+2		7,6E+2
1125		2,2E-2		5,7E+2		7,6E+2
1130		2,3E-2		5,7E+2		7,6E+2
1135		2,3E-2		5,7E+2		7,6E+2
1140		2,3E-2		5,7E+2		7,6E+2
1145		2,3E-2		5,7E+2		7,6E+2
1150		2,3E-2		5,7E+2		7,6E+2
1155		2,3E-2		5,7E+2		7,6E+2
1160		2,4E-2		5,7E+2		7,6E+2
1165		2,4E-2		5,7E+2		7,6E+2
1170		2,4E-2		5,7E+2		7,6E+2
1175		2,4E-2		5,7E+2		7,6E+2
1180		2,4E-2		5,7E+2		7,6E+2
1185		2,4E-2		5,7E+2		7,6E+2
1190		2,5E-2		5,7E+2		7,6E+2
1195		2,5E-2		5,7E+2		7,6E+2
1200		2,5E-2		5,7E+2		7,6E+2
1205		2,5E-2		5,7E+2		7,6E+2
1210		2,5E-2		5,7E+2		7,6E+2
1215		2,5E-2		5,7E+2		7,6E+2
1220		2,6E-2		5,7E+2		7,6E+2
1225		2,6E-2		5,7E+2		7,6E+2
1230		2,6E-2		5,7E+2		7,6E+2
1235		2,6E-2		5,7E+2		7,6E+2
1240		2,6E-2		5,7E+2		7,6E+2
1245		2,6E-2		5,7E+2		7,6E+2
1250		2,7E-2		5,7E+2		7,6E+2
1255		2,7E-2		5,7E+2		7,6E+2
1260		2,7E-2		5,7E+2		7,6E+2
1265		2,7E-2		5,7E+2		7,6E+2
1270		2,7E-2		5,7E+2		7,6E+2
1275		2,7E-2		5,7E+2		7,6E+2
1280		2,8E-2		5,7E+2		7,6E+2
1285		2,8E-2		5,7E+2		7,6E+2
1290		2,8E-2		5,7E+2		7,6E+2
1295		2,8E-2		5,7E+2		7,6E+2
1300		2,8E-2		5,7E+2		7,6E+2
1305		2,8E-2		5,7E+2		7,6E+2
1310		2,8E-2		5,7E+2		7,6E+2
1315		2,9E-2		5,7E+2		7,6E+2
1320		2,9E-2		5,7E+2		7,6E+2
1325		2,9E-2		5,7E+2		7,6E+2
1330		2,9E-2		5,7E+2		7,6E+2
1335		2,9E-2		5,7E+2		7,6E+2
1340		2,9E-2		5,7E+2		7,6E+2
1345		2,9E-2		5,7E+2		7,6E+2
1350		2,9E-2		5,7E+2		7,6E+2
1355		3,0E-2		5,7E+2		7,6E+2
1360		3,0E-2		5,7E+2		7,6E+2
1365		3,0E-2		5,7E+2		7,6E+2
1370		3,0E-2		5,7E+2		7,6E+2
1375		3,0E-2		5,7E+2		7,6E+2
1380		3,0E-2		5,7E+2		7,6E+2
1385		3,0E-2		5,7E+2		7,6E+2
1390		3,1E-2		5,7E+2		7,6E+2
1395		3,1E-2		5,7E+2		7,6E+2
1400		3,1E-2		5,7E+2		7,6E+2
1405		3,1E-2		5,7E+2		7,6E+2
1410		3,1E-2		5,7E+2		7,6E+2
1415		3,1E-2		5,7E+2		7,6E+2
1420		3,1E-2		5,7E+2		7,6E+2
1425		3,2E-2		5,7E+2		7,6E+2
1430		3,2E-2		5,7E+2		7,6E+2
1435		3,2E-2		5,7E+2		7,6E+2
1440		3,2E-2		5,7E+2		7,6E+2
1445		3,2E-2		5,7E+2		7,6E+2
1450		3,2E-2		5,7E+2		7,6E+2
1455		3,2E-2		5,7E+2		7,6E+2
1460		3,2E-2		5,7E+2		7,6E+2
1465		3,3E-2		5,7E+2		7,6E+2
1470		3,3E-2		5,7E+2		7,6E+2
1475		3,3E-2		5,7E+2		7,6E+2
1480		3,3E-2		5,7E+2		7,6E+2
1485		3,3E-2		5,7E+2		7,6E+2
1490		3,3E-2		5,7E+2		7,6E+2
1495		3,3E-2		5,7E+2		7,6E+2
1500		3,4E-2		5,7E+2		7,6E+2
1505		3,4E-2		5,7E+2		7,6E+2
1510		3,4E-2		5,7E+2		7,6E+2
1515		3,4E-2		5,7E+2		7,6E+2
1520		3,4E-2		5,7E+2		7,6E+2
1525		3,4E-2		5,7E+2		7,6E+2
1530		3,5E-2		5,7E+2		7,6E+2
1535		3,5E-2		5,7E+2		7,6E+2
1540		3,5E-2		5,7E+2		7,6E+2
1545		3,5E-2		5,7E+2		7,6E+2
1550		3,5E-2		5,7E+2		7,6E+2
1555		3,5E-2		5,7E+2		7,6E+2
1560		3,5E-2		5,7E+2		7,6E+2
1565		3,5E-2		5,7E+2		7,6E+2
1570		3,5E-2		5,7E+2		7,6E+2
1575		3,6E-2		5,7E+2		7,6E+2
1580		3,6E-2		5,7E+2		7,6E+2
1585		3,6E-2		5,7E+2		7,6E+2
1590		3,6E-2		5,7E+2		7,6E+2
1595		3,6E-2		5,7E+2		7,6E+2
1600		3,6E-2		5,7E+2		7,6E+2
1605		3,6E-2		5,7E+2		7,6E+2
1610		3,6E-2		5,7E+2		7,6E+2
1615		3,6E-2		5,7E+2		7,6E+2
1620		3,6E-2		5,7E+2		7,6E+2
1625		3,7E-2		5,7E+2		7,6E+2
1630		3,7E-2		5,7E+2		7,6E+2
1635		3,7E-2		5,7E+2		7,6E+2
1640		3,7E-2		5,7E+2		7,6E+2
1645		3,7E-2		5,7E+2		7,6E+2
1650		3,8E-2		5,7E+2		7,6E+2
1655		4,6E-2		5,7E+2		7,6E+2
1660		3,4E-1		5,7E+2		7,6E+2
1665		3,8E+0		5,7E+2		7,6E+2
1670		2,0E+1		5,7E+2		7,6E+2
1675		3,4E+1		5,7E+2		7,6E+2
1680		4,5E+1		5,7E+2		7,6E+2
1685		5,6E+1		5,7E+2		7,6E+2
1690		6,6E+1		5,7E+2		7,6E+2
1695		7,6E+1		5,7E+2		7,6E+2
1700		8,5E+1		5,7E+2		7,6E+2
1705		9,5E+1		5,7E+2		7,6E+2
1710		1,0E+2		5,7E+2		7,6E+2
1715		1,1E+2		5,7E+2		7,6E+2
1720		1,2E+2		5,7E+2		7,6E+2
1725		1,3E+2		5,7E+2		7,6E+2
1730		1,4E+2		5,7E+2		7,6E+2
1735		1,5E+2		5,7E+2		7,6E+2
1740		1,6E+2		5,7E+2		7,6E+2
1745		1,8E+2		5,7E+2		7,6E+2
1750		1,9E+2		5,7E+2		7,6E+2
1755		2,0E+2		5,7E+2		7,6E+2
1760		2,1E+2		5,7E+2		7,6E+2
1765		2,2E+2		5,7E+2		7,6E+2
1770		2,4E+2		5,7E+2		7,6E+2
1775		2,5E+2		5,7E+2		7,6E+2
1780		2,7E+2		5,7E+2		7,6E+2
1785		2,8E+2		5,7E+2		7,6E+2
1790		3,0E+2		5,7E+2		7,6E+2
1795		3,1E+2		5,7E+2		7,6E+2
1800		3,3E+2		5,7E+2		7,6E+2
1805		3,5E+2		5,7E+2		7,6E+2
1810		3,7E+2		5,7E+2		7,6E+2
1815		3,9E+2		5,7E+2		7,6E+2
1820		4,1E+2		5,7E+2		7,6E+2
1825		4,3E+2		5,7E+2		7,6E+2
1830		4,5E+2		5,7E+2		7,6E+2
1835		4,7E+2		5,7E+2		7,6E+2
1840		5,0E+2		5,7E+2		7,6E+2
1845		5,2E+2		5,7E+2		7,6E+2
1850		5,5E+2		5,7E+2		7,6E+2
1855		5,7E+2		5,7E+2		7,6E+2
1860		6,0E+2		5,7E+2		7,6E+2
1865		6,1E+2		5,7E+2		7,6E+2
1870		6,4E+2		5,7E+2		7,6E+2
1875		6,6E+2		5,7E+2		7,6E+2
1880		6,8E+2		5,7E+2		7,6E+2
1885		7,0E+2		5,7E+2		7,6E+2
1890		7,3E+2		5,7E+2		7,6E+2
1895		7,5E+2		5,7E+2		7,6E+2
1900		7,6E+2		5,7E+2		7,6E+2
1905		7,6E+2		5,7E+2		7,6E+2
1910		7,6E+2		5,7E+2		7,6E+2
1915		7,6E+2		5,7E+2		7,6E+2
1920		7,6E+2		5,7E+2		7,6E+2
1925		7,6E+2		5,7E+2		7,6E+2
1930		7,6E+2		5,7E+2		7,6E+2
1935		7,6E+2		5,7E+2		7,6E+2
1940		7,6E+2		5,7E+2		7,6E+2
1945		7,6E+2		5,7E+2		7,6E+2
1950		7,6E+2		5,7E+2		7,6E+2
1955		7,6E+2		5,7E+2		7,6E+2
1960		7,6E+2		5,7E+2		7,6E+2
1965		7,6E+2		5,7E+2		7,6E+2
1970		7,6E+2		5,7E+2		7,6E+2
1975		7,6E+2		5,7E+2		7,6E+2
1980		7,6E+2		5,7E+2		7,6E+2
1985		7,6E+2		5,7E+2		7,6E+2
1990		7,6E+2		5,7E+2		7,6E+2
1995		7,6E+2		5,7E+2		7,6E+2
2000		7,6E+2		5,7E+2		7,6E+2
2005		7,6E+2		5,7E+2		7,6E+2
2010		7,6E+2		5,7E+2		7,6E+2
2015		7,6E+2		5,7E+2		7,6E+2
2020		7,6E+2		5,7E+2		7,6E+2
2025		7,6E+2		5,7E+2		7,6E+2
2030		7,6E+2		5,7E+2		7,6E+2
2035		7,6E+2		5,7E+2		7,6E+2
2040		7,6E+2		5,7E+2		7,6E+2
2045		7,6E+2		5,7E+2		7,6E+2
2050		7,6E+2		5,7E+2		7,6E+2
2055		7,6E+2		5,7E+2		7,6E+2
2060		7,6E+2		5,7E+2		7,6E+2
2065		7,6E+2		5,7E+2		7,6E+2
2070		7,6E+2		5,7E+2		7,6E+2
2075		7,6E+2		5,7E+2		7,6E+2
2080		7,6E+2		5,7E+2		7,6E+2
2085		7,6E+2		5,7E+2		7,6E+2
2090		7,6E+2		5,7E+2		7,6E+2
2095		7,6E+2		5,7E+2		7,6E+2
2100		7,6E+2		5,7E+2		7,6E+2
2105		7,6E+2		5,7E+2		7,6E+2
2110		7,6E+2		5,7E+2		7,6E+2
2115		7,6E+2		5,7E+2		7,6E+2
2120		7,6E+2		5,7E+2		7,6E+2
2125		7,6E+2		5,7E+2		7,6E+2
2130		7,6E+2		5,7E+2		7,6E+2
2135		7,6E+2		5,7E+2		7,6E+2
2140		7,6E+2		5,7E+2		7,6E+2
2145		7,6E+2		5,7E+2		7,6E+2
2150		7,6E+2		5,7E+2		7,6E+2
2155		7,6E+2		5,7E+2		7,6E+2
2160		7,6E+2		5,7E+2		7,6E+2
2165		7,6E+2		5,7E+2		7,6E+2
2170		7,6E+2		5,7E+2		7,6E+2
2175		7,6E+2		5,7E+2		7,6E+2
2180		7,6E+2		5,7E+2		7,6E+2
2185		7,6E+2		5,7E+2		7,6E+2
2190		7,6E+2		5,7E+2		7,6E+2
2195		7,6E+2		5,7E+2		7,6E+2
2200		7,6E+2		5,7E+2		7,6E+2
2205		7,6E+2		5,7E+2		7,6E+2
2210		7,6E+2		5,7E+2		7,6E+2
2215		7,6E+2		5,7E+2		7,6E+2
2220		7,6E+2		5,7E+2		7,6E+2
2225		7,6E+2		5,7E+2		7,6E+2
2230		7,6E+2		5,7E+2		7,6E+2
2235		7,6E+2		5,7E+2		7,6E+2
2240		7,6E+2		5,7E+2		7,6E+2
2245		7,6E+2		5,7E+2		7,6E+2
2250		7,6E+2		5,7E+2		7,6E+2
2255		7,6E+2		5,7E+2		7,6E+2
2260		7,6E+2		5,7E+2		7,6E+2
2265		7,6E+2		5,7E+2		7,6E+2
2270		7,6E+2		5,7E+2		7,6E+2
2275		7,6E+2		5,7E+2		7,6E+2
2280		7,6E+2		5,7E+2		7,6E+2
2285		7,6E+2		5,7E+2		7,6E+2
2290		7,6E+2		5,7E+2		7,6E+2
2295		7,6E+2		5,7E+2		7,6E+2
2300		7,6E+2		5,7E+2		7,6E+2
2305		7,6E+2		5,7E+2		7,6E+2
2310		7,6E+2		5,7E+2		7,6E+2
2315		7,6E+2		5,7E+2		7,6E+2
2320		7,6E+2		5,7E+2		7,6E+2
2325		7,6E+2		5,7E+2		7,6E+2
2330		7,6E+2		5,7E+2		7,6E+2
2335		7,6E+2		5,7E+2		7,6E+2
2340		7,6E+2		5,7E+2		7,6E+2
2345		7,6E+2		5,7E+2		7,6E+2
2350		7,6E+2		5,7E+2		7,6E+2
2355		7,6E+2		5,7E+2		7,6E+2
2360		7,6E+2		5,7E+2		7,6E+2
2365		7,6E+2		5,7E+2		7,6E+2
2370		7,6E+2		5,7E+2		7,6E+2
2375		7,6E+2		5,7E+2		7,6E+2
2380		7,6E+2		5,7E+2		7,6E+2
2385		7,6E+2		5,7E+2		7,6E+2
2390		7,6E+2		5,7E+2		7,6E+2
2395		7,6E+2		5,7E+2		7,6E+2
2400		7,6E+2		5,7E+2		7,6E+2
2405		7,6E+2		5,7E+2		7,6E+2
2410		7,6E+2		5,7E+2		7,6E+2
2415		7,6E+2		5,7E+2		7,6E+2
2420		7,6E+2		5,7E+2		7,6E+2
2425		7,6E+2		5,7E+2		7,6E+2
2430		7,6E+2		5,7E+2		7,6E+2
2435		7,6E+2		5,7E+2		7,6E+2
2440		7,6E+2		5,7E+2		7,6E+2
2445		7,6E+2		5,7E+2		7,6E+2
2450		7,6E+2		5,7E+2		7,6E+2
2455		7,6E+2		5,7E+2		7,6E+2
2460		7,6E+2		5,7E+2		7,6E+2
2465		7,6E+2		5,7E+2		7,6E+2
2470		7,6E+2		5,7E+2		7,6E+2
2475		7,6E+2		5,7E+2		7,6E+2
2480		7,6E+2		5,7E+2		7,6E+2
2485		7,6E+2		5,7E+2		7,6E+2
2490		7,6E+2		5,7E+2		7,6E+2
2495		7,6E+2		5,7E+2		7,6E+2
2500		7,6E+2		5,7E+2		7,6E+2
2505		7,6E+2		5,7E+2		7,6E+2
2510		7,6E+2		5,7E+2		7,6E+2
2515		7,6E+2		5,7E+2		7,6E+2
2520		7,6E+2		5,7E+2		7,6E+2
2525		7,6E+2		5,7E+2		7,6E+2
2530		7,6E+2		5,7E+2		7,6E+2
2535		7,6E+2		5,7E+2		7,6E+2
2540		7,6E+2		5,7E+2		7,6E+2
2545		7,6E+2		5,7E+2		7,6E+2
2550		7,6E+2		5,7E+2		7,6E+2
2555		7,6E+2		5,7E+2		7,6E+2
2560		7,6E+2		5,7E+2		7,6E+2
2565		7,6E+2		5,7E+2		7,6E+2
2570		7,6E+2		5,7E+2		7,6E+2
2575		7,6E+2		5,7E+2		7,6E+2
2580		7,6E+2		5,7E+2		7,6E+2
2585		7,6E+2		5,7E+2		7,6E+2
2590		7,6E+2		5,7E+2		7,6E+2
2595		7,6E+2		5,7E+2		7,6E+2
2600		7,6E+2		5,7E+2		7,6E+2
2605		7,6E+2		5,7E+2		7,6E+2
2610		7,6E+2		5,7E+2		7,6E+2
2615		7,6E+2		5,7E+2		7,6E+2
2620		7,6E+2		5,7E+2		7,6E+2
2625		7,6E+2		5,7E+2		7,6E+2
2630		7,6E+2		5,7E+2		7,6E+2
2635		7,6E+2		5,7E+2		7,6E+2
2640		7,6E+2		5,7E+2		7,6E+2
2645		7,6E+2		5,7E+2		7,6E+2
2650		7,6E+2		5,7E+2		7,6E+2
2655		7,6E+2		5,7E+2		7,6E+2
2660		7,6E+2		5,7E+2		7,6E+2
2665		7,6E+2		5,7E+2		7,6E+2
2670		7,6E+2		5,7E+2		7,6E+2
2675		7,6E+2		5,7E+2		7,6E+2
2680		7,6E+2		5,7E+2		7,6E+2
2685		7,6E+2		5,7E+2		7,6E+2
2690		7,6E+2		5,7E+2		7,6E+2
2695		7,6E+2		5,7E+2		7,6E+2
2700		7,6E+2		5,7E+2		7,6E+2
2705		7,6E+2		5,7E+2		7,6E+2
2710		7,6E+2		5,7E+2		7,6E+2
2715		7,6E+2		5,7E+2		7,6E+2
2720		7,6E+2		5,7E+2		7,6E+2
2725		7,6E+2		5,7E+2		7,6E+2
2730		7,6E+2		5,7E+2		7,6E+2
2735		7,6E+2		5,7E+2		7,6E+2
2740		7,6E+2		5,7E+2		7,6E+2
2745		7,6E+2		5,7E+2		7,6E+2
2750		7,6E+2		5,7E+2		7,6E+2
2755		7,6E+2		5,7E+2		7,6E+2
2760		7,6E+2		5,7E+2		7,6E+2
2765		7,6E+2		5,7E+2		7,6E+2
2770		7,6E+2		5,7E+2		7,6E+2
2775		7,6E+2		5,7E+2		7,6E+2
2780		7,6E+2		5,7E+2		7,6E+2
2785		7,6E+2		5,7E+2		7,6E+2
2790		7,6E+2		5,7E+2		7,6E+2
2795		7,6E+2		5,7E+2		7,6E+2
2800		7,6E+2		5,7E+2		7,6E+2
2805		7,6E+2		5,7E+2		7,6E+2
2810		7,6E+2		5,7E+2		7,6E+2
2815		7,6E+2		5,7E+2		7,6E+2
2820		7,6E+2		5,7E+2		7,6E+2
2825		7,6E+2		5,7E+2		7,6E+2
2830		7,6E+2		5,7E+2		7,6E+2
2835		7,6E+2		5,7E+2		7,6E+2
2840		7,6E+2		5,7E+2		7,6E+2
2845		7,6E+2		5,7E+2		7,6E+2
2850		7,6E+2		5,7E+2		7,6E+2
2855		7,6E+2		5,7E+2		7,6E+2
2860		7,6E+2		5,7E+2		7,6E+2
2865		7,6E+2		5,7E+2		7,6E+2
2870		7,6E+2		5,7E+2		7,6E+2
2875		7,6E+2		5,7E+2		7,6E+2
2880		7,6E+2		5,7E+2		7,6E+2
2885		7,6E+2		5,7E+2		7,6E+2
2890		7,6E+2		5,7E+2		7,6E+2
2895		7,6E+2		5,7E+2		7,6E+2
2900		7,6E+2		5,7E+2		7,6E+2
2905		7,6E+2		5,7E+2		7,6E+2
2910		7,6E+2		5,7E+2		7,6E+2
2915		7,6E+2		5,7E+2		7,6E+2
2920		7,6E+2		5,7E+2		7,6E+2
