Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		0,0E+0		0,0E+0		0,0E+0
5		0,0E+0		0,0E+0		4,8E-5
10		1,0E-8		0,0E+0		3,3E-3
15		8,3E-7		0,0E+0		1,8E-1
20		8,2E-7		0,0E+0		1,8E-1
25		9,6E-7		0,0E+0		1,8E-1
30		1,5E-6		0,0E+0		1,8E-1
35		2,7E-6		0,0E+0		1,8E-1
40		4,3E-6		0,0E+0		1,8E-1
45		5,3E-6		0,0E+0		1,8E-1
50		5,9E-6		0,0E+0		1,8E-1
55		6,4E-6		0,0E+0		1,8E-1
60		7,0E-6		0,0E+0		1,8E-1
65		6,4E-6		1,0E-1		1,8E-1
70		3,4E-6		1,0E-1		1,8E-1
75		1,6E-6		1,0E-1		1,8E-1
80		9,7E-7		1,0E-1		1,8E-1
85		8,7E-7		1,0E-1		1,8E-1
90		8,4E-7		1,0E-1		1,8E-1
95		8,2E-7		1,0E-1		1,8E-1
100		8,1E-7		9,5E-2		1,8E-1
105		8,1E-7		8,7E-2		1,8E-1
110		8,1E-7		8,1E-2		1,8E-1
115		8,1E-7		7,8E-2		1,8E-1
120		8,1E-7		7,8E-2		1,8E-1
125		8,1E-7		7,8E-2		1,8E-1
130		8,0E-7		7,8E-2		1,8E-1
135		8,0E-7		7,8E-2		1,8E-1
140		8,0E-7		7,8E-2		1,8E-1
145		8,0E-7		7,8E-2		1,8E-1
150		7,9E-7		7,8E-2		1,8E-1
155		7,9E-7		7,8E-2		1,8E-1
160		7,9E-7		7,8E-2		1,8E-1
165		7,9E-7		7,8E-2		1,8E-1
170		7,9E-7		7,8E-2		1,8E-1
175		8,0E-7		7,8E-2		1,8E-1
180		8,0E-7		7,8E-2		1,8E-1
185		8,0E-7		7,8E-2		1,8E-1
190		7,9E-7		7,8E-2		1,8E-1
195		7,9E-7		7,8E-2		1,8E-1
200		8,0E-7		7,8E-2		1,8E-1
205		8,0E-7		7,8E-2		1,8E-1
210		7,9E-7		7,8E-2		1,8E-1
215		7,9E-7		7,8E-2		1,8E-1
220		8,0E-7		7,8E-2		1,8E-1
225		7,9E-7		7,8E-2		1,8E-1
230		7,9E-7		7,8E-2		1,8E-1
235		7,9E-7		7,8E-2		1,8E-1
240		7,8E-7		7,8E-2		1,8E-1
245		7,8E-7		7,8E-2		1,8E-1
250		7,8E-7		7,8E-2		1,8E-1
255		7,8E-7		7,8E-2		1,8E-1
260		7,8E-7		7,8E-2		1,8E-1
265		7,8E-7		7,8E-2		1,8E-1
270		7,8E-7		7,8E-2		1,8E-1
275		7,8E-7		7,8E-2		1,8E-1
280		7,8E-7		7,8E-2		1,8E-1
285		7,8E-7		7,8E-2		1,8E-1
290		7,8E-7		7,8E-2		1,8E-1
295		7,8E-7		7,8E-2		1,8E-1
300		7,8E-7		7,8E-2		1,8E-1
305		7,8E-7		7,8E-2		1,8E-1
310		7,8E-7		7,8E-2		1,8E-1
315		7,8E-7		7,8E-2		1,8E-1
320		7,8E-7		7,8E-2		1,8E-1
325		7,8E-7		7,8E-2		1,8E-1
330		7,8E-7		7,8E-2		1,8E-1
335		7,8E-7		7,8E-2		1,8E-1
340		7,8E-7		7,8E-2		1,8E-1
345		7,8E-7		7,8E-2		1,8E-1
350		7,8E-7		7,8E-2		1,8E-1
355		7,8E-7		7,8E-2		1,8E-1
360		7,8E-7		7,8E-2		1,8E-1
365		7,8E-7		7,8E-2		1,8E-1
370		7,8E-7		7,8E-2		1,8E-1
375		7,8E-7		7,8E-2		1,8E-1
380		7,8E-7		7,8E-2		1,8E-1
385		7,8E-7		7,8E-2		1,8E-1
390		7,8E-7		7,8E-2		1,8E-1
395		7,8E-7		7,8E-2		1,8E-1
400		7,8E-7		7,8E-2		1,8E-1
405		7,8E-7		7,8E-2		1,8E-1
410		7,8E-7		7,8E-2		1,8E-1
415		7,8E-7		7,8E-2		1,8E-1
420		7,8E-7		7,8E-2		1,8E-1
425		7,8E-7		7,8E-2		1,8E-1
430		7,8E-7		7,8E-2		1,8E-1
435		7,7E-7		7,8E-2		1,8E-1
440		7,7E-7		7,8E-2		1,8E-1
445		7,7E-7		7,8E-2		1,8E-1
450		7,7E-7		7,8E-2		1,8E-1
455		7,7E-7		7,8E-2		1,8E-1
460		7,7E-7		7,8E-2		1,8E-1
465		7,7E-7		7,8E-2		1,8E-1
