Süre (Sn)	Basýnç (Torr)
0		3,2E-6
1		3,2E-6
2		3,2E-6
3		3,2E-6
4		3,2E-6
5		3,2E-6
6		3,2E-6
7		3,2E-6
8		3,2E-6
9		3,2E-6
10		3,2E-6
11		3,2E-6
12		3,2E-6
13		3,2E-6
14		3,2E-6
15		3,2E-6
16		3,2E-6
17		3,2E-6
18		3,2E-6
19		3,2E-6
20		3,2E-6
21		3,2E-6
22		3,2E-6
23		3,2E-6
24		3,2E-6
25		3,2E-6
26		3,2E-6
27		3,2E-6
28		3,2E-6
29		3,2E-6
30		3,2E-6
31		3,2E-6
32		3,2E-6
33		3,2E-6
34		3,2E-6
35		3,2E-6
36		3,2E-6
37		3,2E-6
38		3,2E-6
39		3,2E-6
40		3,2E-6
41		3,2E-6
42		3,2E-6
43		3,2E-6
44		3,2E-6
45		3,2E-6
46		3,2E-6
47		3,2E-6
48		3,2E-6
49		3,2E-6
50		3,2E-6
51		3,2E-6
52		3,2E-6
53		3,2E-6
54		3,2E-6
55		3,2E-6
56		3,2E-6
57		3,2E-6
58		3,2E-6
59		3,2E-6
60		3,2E-6
61		3,2E-6
62		3,2E-6
63		3,2E-6
64		3,2E-6
65		3,2E-6
66		3,2E-6
67		3,2E-6
68		3,2E-6
69		3,2E-6
70		3,2E-6
71		3,2E-6
72		3,2E-6
73		3,2E-6
74		3,2E-6
75		3,2E-6
76		3,2E-6
77		3,2E-6
78		3,2E-6
79		3,2E-6
80		3,2E-6
81		3,2E-6
82		3,2E-6
83		3,2E-6
84		3,2E-6
85		3,2E-6
86		3,2E-6
87		3,2E-6
88		3,2E-6
89		3,2E-6
90		3,2E-6
91		3,2E-6
92		3,2E-6
93		3,2E-6
94		3,2E-6
95		3,2E-6
96		3,2E-6
97		3,2E-6
98		3,2E-6
99		3,2E-6
100		3,2E-6
101		3,2E-6
102		3,2E-6
103		3,2E-6
104		3,2E-6
105		3,2E-6
106		3,2E-6
107		3,2E-6
108		3,2E-6
109		3,2E-6
110		3,2E-6
111		3,2E-6
112		3,2E-6
113		3,2E-6
114		3,2E-6
115		3,2E-6
116		3,2E-6
117		3,2E-6
118		3,2E-6
119		3,2E-6
120		3,2E-6
121		3,2E-6
122		3,2E-6
123		3,2E-6
124		3,2E-6
125		3,2E-6
126		3,2E-6
127		3,2E-6
128		3,2E-6
129		3,2E-6
130		3,2E-6
131		3,2E-6
132		3,2E-6
133		3,2E-6
134		3,2E-6
135		3,2E-6
136		3,2E-6
137		3,2E-6
138		3,2E-6
139		3,2E-6
140		3,2E-6
141		3,2E-6
142		3,2E-6
143		3,2E-6
144		3,2E-6
145		3,2E-6
146		3,2E-6
147		3,2E-6
148		3,2E-6
149		3,2E-6
150		3,2E-6
151		3,2E-6
152		3,2E-6
153		3,2E-6
