Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		2,3E+1		7,8E-2		5,8E+2
5		2,3E+1		7,8E-2		5,6E-6
10		9,0E-7		0,0E+0		8,2E-3
15		3,3E-2		0,0E+0		7,9E+0
20		2,3E+1		0,0E+0		5,8E+2
25		2,3E+1		0,0E+0		5,8E+2
30		2,3E+1		0,0E+0		5,8E+2
35		2,3E+1		0,0E+0		5,8E+2
40		2,3E+1		0,0E+0		5,8E+2
45		2,3E+1		0,0E+0		5,8E+2
50		2,3E+1		0,0E+0		5,8E+2
55		2,3E+1		0,0E+0		5,8E+2
60		2,3E+1		0,0E+0		5,8E+2
65		2,3E+1		0,0E+0		5,8E+2
70		2,4E+1		7,8E-2		5,8E+2
75		2,9E+1		7,8E-2		5,8E+2
80		4,3E+1		7,8E-2		5,8E+2
85		6,5E+1		7,8E-2		5,8E+2
90		8,8E+1		7,8E-2		5,8E+2
95		1,1E+2		7,8E-2		5,8E+2
100		1,4E+2		7,8E-2		5,8E+2
105		1,8E+2		7,8E-2		5,8E+2
110		2,1E+2		7,8E-2		5,8E+2
115		2,5E+2		7,8E-2		5,8E+2
120		3,0E+2		7,8E-2		5,8E+2
125		3,5E+2		7,8E-2		5,8E+2
130		4,1E+2		7,8E-2		5,8E+2
135		4,7E+2		7,8E-2		5,8E+2
140		5,5E+2		7,8E-2		5,8E+2
145		6,5E+2		7,8E-2		5,8E+2
150		7,5E+2		7,8E-2		5,8E+2
155		7,6E+2		7,8E-2		5,8E+2
160		7,6E+2		7,8E-2		5,8E+2
165		7,6E+2		7,8E-2		5,8E+2
170		7,6E+2		7,8E-2		5,8E+2
175		7,6E+2		7,8E-2		5,8E+2
180		7,6E+2		7,8E-2		5,8E+2
185		7,6E+2		7,8E-2		5,8E+2
190		7,6E+2		7,8E-2		5,8E+2
195		7,6E+2		7,8E-2		5,7E+2
200		7,6E+2		7,8E-2		5,7E+2
205		7,6E+2		7,8E-2		5,8E+2
210		7,6E+2		7,8E-2		5,8E+2
215		7,6E+2		7,8E-2		5,8E+2
220		7,6E+2		7,8E-2		5,8E+2
225		7,6E+2		7,8E-2		5,8E+2
230		7,6E+2		7,8E-2		5,8E+2
235		7,6E+2		7,8E-2		5,8E+2
240		7,6E+2		7,8E-2		5,8E+2
245		7,6E+2		7,8E-2		5,8E+2
250		7,6E+2		7,8E-2		5,8E+2
255		7,6E+2		7,8E-2		5,8E+2
260		7,6E+2		7,8E-2		5,8E+2
265		7,6E+2		7,8E-2		5,8E+2
270		7,6E+2		7,8E-2		5,8E+2
275		7,6E+2		7,8E-2		5,8E+2
280		7,6E+2		7,8E-2		5,8E+2
285		7,6E+2		7,8E-2		5,8E+2
290		7,6E+2		7,8E-2		5,8E+2
295		7,6E+2		7,8E-2		5,8E+2
300		7,6E+2		7,8E-2		5,8E+2
305		7,6E+2		7,8E-2		5,8E+2
310		7,6E+2		7,8E-2		5,8E+2
315		7,6E+2		7,8E-2		5,7E+2
320		7,6E+2		7,8E-2		5,7E+2
325		7,6E+2		7,8E-2		5,7E+2
330		7,6E+2		7,8E-2		5,8E+2
335		7,6E+2		7,8E-2		5,7E+2
340		7,6E+2		7,8E-2		5,7E+2
345		7,6E+2		7,8E-2		5,8E+2
350		7,6E+2		7,8E-2		5,8E+2
355		7,6E+2		7,8E-2		5,8E+2
360		7,6E+2		7,8E-2		5,8E+2
365		7,6E+2		7,8E-2		5,8E+2
370		7,6E+2		7,8E-2		5,8E+2
375		7,6E+2		7,8E-2		5,8E+2
380		7,6E+2		7,8E-2		5,8E+2
385		7,6E+2		7,8E-2		5,7E+2
390		7,6E+2		7,8E-2		5,8E+2
395		7,6E+2		7,8E-2		5,8E+2
400		7,6E+2		7,8E-2		5,8E+2
405		7,6E+2		7,8E-2		5,8E+2
410		7,6E+2		7,8E-2		5,8E+2
415		7,6E+2		7,8E-2		5,8E+2
420		7,6E+2		7,8E-2		5,8E+2
425		7,6E+2		7,8E-2		5,8E+2
430		7,6E+2		7,8E-2		5,8E+2
435		7,6E+2		7,8E-2		5,8E+2
440		7,6E+2		7,8E-2		5,8E+2
445		7,6E+2		7,8E-2		5,8E+2
450		7,6E+2		7,8E-2		5,8E+2
455		7,6E+2		7,8E-2		5,8E+2
